Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.00026,13.339248,[33 13] ; [ 2 11],[27.28813559 18.71186441] ; [7.71186441 5.28813559],1
v4,1,0.005385,7.745294,[44  2] ; [9 4],[41.3220339  4.6779661] ; [11.6779661  1.3220339],0
a7,1,0.006886,7.302383,[30 16] ; [ 3 10],[25.72881356 20.27118644] ; [7.27118644 5.72881356],0
n5,1,0.00699,7.275429,[33 13] ; [4 9],[28.84745763 17.15254237] ; [8.15254237 4.84745763],0
p11,1,0.017111,5.684967,[34 12] ; [5 8],[30.40677966 15.59322034] ; [8.59322034 4.40677966],0
p10,1,0.026917,4.896143,[33 13] ; [5 8],[29.62711864 16.37288136] ; [8.37288136 4.62711864],0
v1,1,0.038458,4.284663,[24 19] ; [ 3 10],[20.73214286 22.26785714] ; [6.26785714 6.73214286],0
p9,1,0.038484,4.283517,[35 11] ; [6 7],[31.96610169 14.03389831] ; [9.03389831 3.96610169],0
p3,1,0.038489,4.283297,[29 17] ; [4 9],[25.72881356 20.27118644] ; [7.27118644 5.72881356],0
s7,1,0.054291,3.703734,[20 22] ; [ 2 10],[17.11111111 24.88888889] ; [4.88888889 7.11111111],0
d1,1,0.054418,3.699833,[28 18] ; [4 9],[24.94915254 21.05084746] ; [7.05084746 5.94915254],0
d3,1,0.054418,3.699833,[28 18] ; [4 9],[24.94915254 21.05084746] ; [7.05084746 5.94915254],0
s8,1,0.062974,3.457288,[24 22] ; [ 3 10],[21.05084746 24.94915254] ; [5.94915254 7.05084746],0
a6,1,0.075001,3.170035,[27 19] ; [4 9],[24.16949153 21.83050847] ; [6.83050847 6.16949153],0
r4,1,0.078062,3.10479,[41  5] ; [9 4],[38.98305085  7.01694915] ; [11.01694915  1.98305085],0
d2,1,0.101011,2.689509,[26 20] ; [4 9],[23.38983051 22.61016949] ; [6.61016949 6.38983051],0
r1,1,0.117952,2.444308,[35 11] ; [7 6],[32.74576271 13.25423729] ; [9.25423729 3.74576271],0
n2,1,0.129714,2.295918,[12  2] ; [2 2],[10.88888889  3.11111111] ; [3.11111111 0.88888889],0
s6,1,0.129851,2.294282,[34 11] ; [7 6],[31.81034483 13.18965517] ; [9.18965517 3.81034483],0
a4,1,0.133218,2.254602,[25 21] ; [4 9],[22.61016949 23.38983051] ; [6.38983051 6.61016949],0
b5,1,0.150737,2.064777,[28 18] ; [5 8],[25.72881356 20.27118644] ; [7.27118644 5.72881356],0
r2,1,0.156814,2.004686,[42  4] ; [10  3],[40.54237288  5.45762712] ; [11.45762712  1.54237288],0
s2,1,0.168992,1.891864,[27 18] ; [5 8],[24.82758621 20.17241379] ; [7.17241379 5.82758621],0
s4,1,0.189053,1.724985,[11 34] ; [ 1 12],[ 9.31034483 35.68965517] ; [ 2.68965517 10.31034483],0
b1,1,0.196006,1.67189,[19 27] ; [8 5],[21.05084746 24.94915254] ; [5.94915254 7.05084746],0
s5,1,0.20194,1.628289,[17 27] ; [2 9],[15.2 28.8] ; [3.8 7.2],0
a3,1,0.213347,1.548568,[30 16] ; [6 7],[28.06779661 17.93220339] ; [7.93220339 5.06779661],0
s1,1,0.264812,1.243424,[ 3 43] ; [ 2 10],[ 3.96551724 42.03448276] ; [ 1.03448276 10.96551724],0
d4,1,0.297487,1.085428,[35 11] ; [8 5],[33.52542373 12.47457627] ; [9.47457627 3.52542373],0
p7,1,0.358228,0.844095,[20 26] ; [7 5],[21.4137931 24.5862069] ; [5.5862069 6.4137931],0
a5,1,0.384367,0.756687,[34 12] ; [8 5],[32.74576271 13.25423729] ; [9.25423729 3.74576271],0
b4,1,0.421251,0.646824,[27 19] ; [6 7],[25.72881356 20.27118644] ; [7.27118644 5.72881356],0
u2,1,0.421374,0.646479,[8 7] ; [5 2],[8.86363636 6.13636364] ; [4.13636364 2.86363636],0
p6,1,0.437728,0.602231,[17 29] ; [3 9],[15.86206897 30.13793103] ; [4.13793103 7.86206897],0
n1,1,0.453388,0.562169,[6 8] ; [2 1],[6.58823529 7.41176471] ; [1.41176471 1.58823529],0
v3,1,0.570625,0.321637,[16 28] ; [3 8],[15.2 28.8] ; [3.8 7.2],0
u3,1,0.590726,0.289211,[11  5] ; [4 3],[10.43478261  5.56521739] ; [4.56521739 2.43478261],0
d5,1,0.616168,0.25129,[35 11] ; [9 4],[34.30508475 11.69491525] ; [9.69491525 3.30508475],0
p1,1,0.627907,0.23491,[ 2 44] ; [ 1 12],[ 2.33898305 43.66101695] ; [ 0.66101695 12.33898305],0
s3,1,0.701445,0.146973,[24 22] ; [6 7],[23.38983051 22.61016949] ; [6.61016949 6.38983051],0
v2,1,0.757333,0.095471,[24 21] ; [7 5],[24.47368421 20.52631579] ; [6.52631579 5.47368421],0
p8,1,0.872923,0.025583,[18 28] ; [5 7],[18.24137931 27.75862069] ; [4.75862069 7.24137931],0
n3,1,0.879563,0.022959,[11  3] ; [3 1],[10.88888889  3.11111111] ; [3.11111111 0.88888889],0
r3,1,0.882154,0.021975,[43  3] ; [12  1],[42.88135593  3.11864407] ; [12.11864407  0.88135593],0
a1,1,0.908687,0.013155,[ 4 42] ; [ 1 12],[ 3.89830508 42.10169492] ; [ 1.10169492 11.89830508],0
a8,1,0.930048,0.007706,[ 3 40] ; [ 1 12],[ 3.07142857 39.92857143] ; [ 0.92857143 12.07142857],0
b2,1,1.0,0.0,[12 20] ; [3 5],[12. 20.] ; [3. 5.],0
b3,1,1.0,0.0,[12 20] ; [3 5],[12. 20.] ; [3. 5.],0
