Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2.1e-05,18.137206,[38 11] ; [10 23],[28.68292683 20.31707317] ; [19.31707317 13.68292683],1
u3,1,0.005546,7.692308,[18  8] ; [ 8 18],[13. 13.] ; [13. 13.],0
a3,1,0.0177,5.625562,[23 26] ; [ 7 26],[17.92682927 31.07317073] ; [12.07317073 20.92682927],0
r2,1,0.021824,5.25974,[40  8] ; [20 13],[35.55555556 12.44444444] ; [24.44444444  8.55555556],0
r3,1,0.023022,5.166813,[41  7] ; [21 12],[36.74074074 11.25925926] ; [25.25925926  7.74074074],0
s3,1,0.025347,5.0,[24 24] ; [ 8 24],[19.2 28.8] ; [12.8 19.2],0
s2,1,0.040481,4.197601,[19 29] ; [ 6 27],[14.81481481 33.18518519] ; [10.18518519 22.81481481],0
v4,1,0.043389,4.080179,[40  8] ; [21 12],[36.14814815 11.85185185] ; [24.85185185  8.14814815],0
s4,1,0.047995,3.910162,[ 6 42] ; [10 23],[ 9.48148148 38.51851852] ; [ 6.51851852 26.48148148],0
d5,1,0.062909,3.458991,[31 18] ; [14 19],[26.8902439 22.1097561] ; [18.1097561 14.8902439],0
b4,1,0.076372,3.140472,[36 13] ; [18 15],[32.26829268 16.73170732] ; [21.73170732 11.26829268],0
a7,1,0.110858,2.541953,[29 19] ; [14 19],[25.48148148 22.51851852] ; [17.51851852 15.48148148],0
s8,1,0.114466,2.491457,[13 36] ; [ 4 29],[10.15853659 38.84146341] ; [ 6.84146341 26.15853659],0
a8,1,0.117685,2.447864,[ 6 38] ; [ 1 31],[ 4.05263158 39.94736842] ; [ 2.94736842 29.05263158],0
d1,1,0.146954,2.103593,[16 33] ; [ 6 27],[13.14634146 35.85365854] ; [ 8.85365854 24.14634146],0
s6,1,0.160105,1.973236,[24 25] ; [11 22],[20.91463415 28.08536585] ; [14.08536585 18.91463415],0
b1,1,0.19101,1.709812,[28 21] ; [14 19],[25.09756098 23.90243902] ; [16.90243902 16.09756098],0
s7,1,0.222814,1.486153,[14 31] ; [ 6 26],[11.68831169 33.31168831] ; [ 8.31168831 23.68831169],0
v3,1,0.234541,1.413112,[16 32] ; [ 7 26],[13.62962963 34.37037037] ; [ 9.37037037 23.62962963],0
d4,1,0.270699,1.213202,[30 17] ; [17 16],[27.6125 19.3875] ; [19.3875 13.6125],0
v2,1,0.317076,1.000968,[19 27] ; [10 23],[16.88607595 29.11392405] ; [12.11392405 20.88607595],0
u2,1,0.32816,0.956144,[15 11] ; [11 14],[13.25490196 12.74509804] ; [12.74509804 12.25490196],0
a1,1,0.341704,0.904029,[ 1 48] ; [ 2 31],[ 1.79268293 47.20731707] ; [ 1.20731707 31.79268293],0
a4,1,0.35469,0.856608,[ 6 43] ; [ 2 31],[ 4.7804878 44.2195122] ; [ 3.2195122 29.7804878],0
p10,1,0.379566,0.772107,[13 36] ; [ 6 27],[11.35365854 37.64634146] ; [ 7.64634146 25.35365854],0
v1,1,0.379566,0.772107,[13 36] ; [ 6 27],[11.35365854 37.64634146] ; [ 7.64634146 25.35365854],0
p8,1,0.424254,0.638502,[11 38] ; [10 23],[12.54878049 36.45121951] ; [ 8.45121951 24.54878049],0
b3,1,0.43893,0.599078,[ 6 25] ; [ 6 15],[ 7.15384615 23.84615385] ; [ 4.84615385 16.15384615],0
b2,1,0.43893,0.599078,[ 6 25] ; [ 6 15],[ 7.15384615 23.84615385] ; [ 4.84615385 16.15384615],0
s5,1,0.481878,0.494609,[ 9 40] ; [ 4 28],[ 7.86419753 41.13580247] ; [ 5.13580247 26.86419753],0
p1,1,0.510225,0.433605,[ 5 44] ; [ 2 31],[ 4.18292683 44.81707317] ; [ 2.81707317 30.18292683],0
p11,1,0.559377,0.340784,[24 25] ; [14 19],[22.70731707 26.29268293] ; [15.29268293 17.70731707],0
n2,1,0.60524,0.267165,[10  6] ; [8 7],[9.29032258 6.70967742] ; [8.70967742 6.29032258],0
d3,1,0.6212,0.244184,[22 27] ; [13 20],[20.91463415 28.08536585] ; [14.08536585 18.91463415],0
d2,1,0.63144,0.230114,[15 33] ; [12 21],[16. 32.] ; [11. 22.],0
a6,1,0.677104,0.173405,[20 29] ; [15 18],[20.91463415 28.08536585] ; [14.08536585 18.91463415],0
b5,1,0.677104,0.173405,[29 20] ; [18 15],[28.08536585 20.91463415] ; [18.91463415 14.08536585],0
p2,1,0.687042,0.162306,[26 23] ; [19 14],[26.8902439 22.1097561] ; [18.1097561 14.8902439],0
p3,1,0.709223,0.139054,[13 36] ; [10 23],[13.74390244 35.25609756] ; [ 9.25609756 23.74390244],0
n6,1,0.728232,0.120741,[33 16] ; [21 12],[32.26829268 16.73170732] ; [21.73170732 11.26829268],0
p7,1,0.746357,0.104618,[22 24] ; [17 16],[22.70886076 23.29113924] ; [16.29113924 16.70886076],0
n5,1,0.749408,0.102029,[27 22] ; [17 16],[26.29268293 22.70731707] ; [17.70731707 15.29268293],0
p6,1,0.75564,0.096852,[12 36] ; [ 9 23],[12.6 35.4] ; [ 8.4 23.6],0
n1,1,0.811235,0.057041,[ 5 12] ; [ 5 10],[ 5.3125 11.6875] ; [ 4.6875 10.3125],0
n3,1,0.946088,0.004573,[10  7] ; [9 6],[10.09375  6.90625] ; [8.90625 6.09375],0
n4,1,0.960386,0.002467,[27 22] ; [18 15],[26.8902439 22.1097561] ; [18.1097561 14.8902439],0
p4,1,1.0,0.0,[16 32] ; [11 22],[16. 32.] ; [11. 22.],0
