Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.006632,7.369981,[3 2] ; [ 2 21],[0.89285714 4.10714286] ; [ 4.10714286 18.89285714],0
s4,1,0.069832,3.286957,[2 3] ; [ 2 21],[0.71428571 4.28571429] ; [ 3.28571429 19.71428571],0
v4,1,0.138792,2.191304,[4 1] ; [10 13],[2.5 2.5] ; [11.5 11.5],0
n4,1,0.138792,2.191304,[4 1] ; [10 13],[2.5 2.5] ; [11.5 11.5],0
u3,1,0.142041,2.155711,[2 1] ; [ 3 10],[0.9375 2.0625] ; [4.0625 8.9375],0
b2,1,0.212296,1.555699,[2 1] ; [ 5 12],[1.05 1.95] ; [ 5.95 11.05],0
b3,1,0.212296,1.555699,[2 1] ; [ 5 12],[1.05 1.95] ; [ 5.95 11.05],0
p1,1,0.218065,1.517057,[1 4] ; [ 1 22],[0.35714286 4.64285714] ; [ 1.64285714 21.35714286],0
r4,1,0.218065,1.517057,[1 4] ; [ 1 22],[0.35714286 4.64285714] ; [ 1.64285714 21.35714286],0
n6,1,0.222994,1.485,[1 4] ; [11 11],[2.22222222 2.77777778] ; [ 9.77777778 12.22222222],0
d1,1,0.264145,1.246904,[2 3] ; [ 4 19],[1.07142857 3.92857143] ; [ 4.92857143 18.07142857],0
s6,1,0.264145,1.246904,[2 3] ; [ 4 19],[1.07142857 3.92857143] ; [ 4.92857143 18.07142857],0
a7,1,0.295366,1.095001,[3 2] ; [ 8 15],[1.96428571 3.03571429] ; [ 9.03571429 13.96428571],0
b5,1,0.295366,1.095001,[2 3] ; [15  8],[3.03571429 1.96428571] ; [13.96428571  9.03571429],0
r3,1,0.392742,0.730435,[3 2] ; [ 9 14],[2.14285714 2.85714286] ; [ 9.85714286 13.14285714],0
a4,1,0.392742,0.730435,[2 3] ; [ 5 18],[1.25 3.75] ; [ 5.75 17.25],0
b1,1,0.392742,0.730435,[3 2] ; [18  5],[3.75 1.25] ; [17.25  5.75],0
d4,1,0.418442,0.654686,[4 1] ; [14  9],[3.21428571 1.78571429] ; [14.78571429  8.21428571],0
p4,1,0.418442,0.654686,[1 4] ; [ 9 14],[1.78571429 3.21428571] ; [ 8.21428571 14.78571429],0
s8,1,0.458875,0.548638,[1 4] ; [ 2 21],[0.53571429 4.46428571] ; [ 2.46428571 20.53571429],0
s3,1,0.573714,0.316507,[2 3] ; [ 6 16],[1.48148148 3.51851852] ; [ 6.51851852 15.48148148],0
n3,1,0.648807,0.207407,[1 1] ; [4 8],[0.71428571 1.28571429] ; [4.28571429 7.71428571],0
a5,1,0.678088,0.172286,[2 3] ; [ 7 16],[1.60714286 3.39285714] ; [ 7.39285714 15.60714286],0
p7,1,0.678088,0.172286,[2 3] ; [ 7 16],[1.60714286 3.39285714] ; [ 7.39285714 15.60714286],0
v3,1,0.687031,0.162319,[1 4] ; [ 3 20],[0.71428571 4.28571429] ; [ 3.28571429 19.71428571],0
a1,1,0.687031,0.162319,[1 4] ; [ 3 20],[0.71428571 4.28571429] ; [ 3.28571429 19.71428571],0
s1,1,0.687031,0.162319,[1 4] ; [ 3 20],[0.71428571 4.28571429] ; [ 3.28571429 19.71428571],0
p8,1,0.717675,0.130731,[1 4] ; [ 3 19],[0.74074074 4.25925926] ; [ 3.25925926 18.74074074],0
n5,1,0.750469,0.101137,[2 3] ; [11 12],[2.32142857 2.67857143] ; [10.67857143 12.32142857],0
p10,1,0.775732,0.081159,[1 4] ; [ 6 17],[1.25 3.75] ; [ 5.75 17.25],0
a3,1,0.824653,0.049091,[2 3] ; [10 12],[2.22222222 2.77777778] ; [ 9.77777778 12.22222222],0
a6,1,0.825349,0.048696,[2 3] ; [ 8 15],[1.78571429 3.21428571] ; [ 8.21428571 14.78571429],0
r1,1,0.825349,0.048696,[2 3] ; [ 8 15],[1.78571429 3.21428571] ; [ 8.21428571 14.78571429],0
p2,1,0.886731,0.02029,[2 3] ; [10 13],[2.14285714 2.85714286] ; [ 9.85714286 13.14285714],0
b4,1,0.886731,0.02029,[3 2] ; [13 10],[2.85714286 2.14285714] ; [13.14285714  9.85714286],0
s2,1,0.931549,0.007378,[1 4] ; [ 5 18],[1.07142857 3.92857143] ; [ 4.92857143 18.07142857],0
v1,1,0.931549,0.007378,[1 4] ; [ 5 18],[1.07142857 3.92857143] ; [ 4.92857143 18.07142857],0
p3,1,0.963482,0.002096,[1 3] ; [ 6 17],[1.03703704 2.96296296] ; [ 5.96296296 17.03703704],0
d3,1,0.971216,0.001302,[2 3] ; [ 9 14],[1.96428571 3.03571429] ; [ 9.03571429 13.96428571],0
