Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.00029,13.133234,[ 5 12] ; [41 12],[11.17142857  5.82857143] ; [34.82857143 18.17142857],1
a4,1,0.000485,12.172032,[12  5] ; [14 43],[ 5.97297297 11.02702703] ; [20.02702703 36.97297297],1
p8,1,0.00227,9.317647,[ 3 14] ; [33 22],[8.5 8.5] ; [27.5 27.5],0
a7,1,0.003697,8.426746,[9 8] ; [49  8],[13.32432432  3.67567568] ; [44.67567568 12.32432432],0
d2,1,0.014022,6.035394,[12  5] ; [21 36],[7.58108108 9.41891892] ; [25.41891892 31.58108108],0
a3,1,0.019068,5.495227,[16  1] ; [37 20],[12.17567568  4.82432432] ; [40.82432432 16.17567568],0
p9,1,0.021861,5.256845,[10  6] ; [49  7],[13.11111111  2.88888889] ; [45.88888889 10.11111111],0
v4,1,0.023908,5.101309,[13  4] ; [54  3],[15.39189189  1.60810811] ; [51.60810811  5.39189189],0
d1,1,0.028411,4.802977,[12  5] ; [23 34],[8.04054054 8.95945946] ; [26.95945946 30.04054054],0
p10,1,0.031431,4.629252,[11  6] ; [49  7],[13.97260274  3.02739726] ; [46.02739726  9.97260274],0
b4,1,0.065984,3.380205,[14  3] ; [33 24],[10.7972973  6.2027027] ; [36.2027027 20.7972973],0
a6,1,0.079732,3.070361,[8 9] ; [40 17],[11.02702703  5.97297297] ; [36.97297297 20.02702703],0
n1,1,0.079741,3.070175,[6 3] ; [ 6 13],[3.85714286 5.14285714] ; [ 8.14285714 10.85714286],0
d3,1,0.104843,2.63028,[9 8] ; [42 15],[11.71621622  5.28378378] ; [39.28378378 17.71621622],0
s4,1,0.131809,2.271067,[ 4 13] ; [25 32],[ 6.66216216 10.33783784] ; [22.33783784 34.66216216],0
p3,1,0.1513,2.059097,[ 5 12] ; [28 29],[7.58108108 9.41891892] ; [25.41891892 31.58108108],0
r1,1,0.239383,1.384226,[10  7] ; [42 15],[11.94594595  5.05405405] ; [40.05405405 16.94594595],0
b1,1,0.292757,1.106897,[9 8] ; [22 35],[7.12162162 9.87837838] ; [23.87837838 33.12162162],0
p4,1,0.292757,1.106897,[8 9] ; [35 22],[9.87837838 7.12162162] ; [33.12162162 23.87837838],0
v2,1,0.339925,0.910714,[9 5] ; [27 27],[7.41176471 6.58823529] ; [28.58823529 25.41176471],0
u4,1,0.35697,0.848527,[ 1 16] ; [ 1 56],[ 0.45945946 16.54054054] ; [ 1.54054054 55.45945946],0
a2,1,0.373998,0.790337,[ 5 12] ; [11 46],[ 3.67567568 13.32432432] ; [12.32432432 44.67567568],0
v3,1,0.390248,0.738168,[ 3 11] ; [18 36],[4.32352941 9.67647059] ; [16.67647059 37.32352941],0
a5,1,0.41438,0.666199,[12  5] ; [34 23],[10.56756757  6.43243243] ; [35.43243243 21.56756757],0
s5,1,0.47602,0.507967,[8 8] ; [22 33],[6.76056338 9.23943662] ; [23.23943662 31.76056338],0
n3,1,0.506984,0.440286,[5 4] ; [13  6],[5.78571429 3.21428571] ; [12.21428571  6.78571429],0
r3,1,0.553432,0.351204,[16  1] ; [50  6],[15.36986301  1.63013699] ; [50.63013699  5.36986301],0
s3,1,0.573284,0.317218,[12  5] ; [36 21],[11.02702703  5.97297297] ; [36.97297297 20.02702703],0
n5,1,0.578818,0.308149,[ 6 11] ; [24 32],[ 6.98630137 10.01369863] ; [23.01369863 32.98630137],0
n2,1,0.592516,0.286432,[7 3] ; [15  4],[7.5862069 2.4137931] ; [14.4137931  4.5862069],0
s8,1,0.647172,0.209484,[10  7] ; [37 20],[10.7972973  6.2027027] ; [36.2027027 20.7972973],0
d4,1,0.650134,0.205731,[14  3] ; [44 13],[13.32432432  3.67567568] ; [44.67567568 12.32432432],0
b2,1,0.679126,0.171111,[7 7] ; [13 17],[6.36363636 7.63636364] ; [13.63636364 16.36363636],0
b3,1,0.679126,0.171111,[7 7] ; [13 17],[6.36363636 7.63636364] ; [13.63636364 16.36363636],0
a8,1,0.692005,0.156924,[ 1 15] ; [ 5 48],[ 1.39130435 14.60869565] ; [ 4.60869565 48.39130435],0
r2,1,0.701665,0.146745,[16  1] ; [52  5],[15.62162162  1.37837838] ; [52.37837838  4.62162162],0
s6,1,0.703307,0.145055,[13  4] ; [46 11],[13.55405405  3.44594595] ; [45.44594595 11.55405405],0
s2,1,0.746389,0.10459,[10  7] ; [36 21],[10.56756757  6.43243243] ; [35.43243243 21.56756757],0
p11,1,0.773969,0.082477,[11  6] ; [39 18],[11.48648649  5.51351351] ; [38.51351351 18.48648649],0
n6,1,0.808588,0.058684,[11  6] ; [38 18],[11.4109589  5.5890411] ; [37.5890411 18.4109589],0
b5,1,0.81584,0.054242,[9 8] ; [32 25],[9.41891892 7.58108108] ; [31.58108108 25.41891892],0
p1,1,0.903347,0.014746,[ 2 15] ; [ 6 50],[ 1.8630137 15.1369863] ; [ 6.1369863 49.8630137],0
p6,1,0.954809,0.003211,[ 6 11] ; [19 36],[ 5.90277778 11.09722222] ; [19.09722222 35.90277778],0
v1,1,0.963608,0.002082,[9 8] ; [30 26],[9.08219178 7.91780822] ; [29.91780822 26.08219178],0
r4,1,0.99217,9.6e-05,[14  3] ; [47 10],[14.01351351  2.98648649] ; [46.98648649 10.01351351],0
