Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.873017,[50 32] ; [85  8],[63.25714286 18.74285714] ; [71.74285714 21.25714286],1
p8,1,6e-06,20.395737,[40 43] ; [75 18],[54.23295455 28.76704545] ; [60.76704545 32.23295455],1
p4,1,9e-06,19.821569,[46 37] ; [79 13],[59.28571429 23.71428571] ; [65.71428571 26.28571429],1
s7,1,0.001611,9.947438,[44 36] ; [70 20],[53.64705882 26.35294118] ; [60.35294118 29.64705882],0
p3,1,0.005043,7.864032,[43 41] ; [66 26],[52.02272727 31.97727273] ; [56.97727273 35.02272727],0
s8,1,0.010077,6.621263,[48 35] ; [70 22],[55.96571429 27.03428571] ; [62.03428571 29.96571429],0
p11,1,0.041657,4.149076,[62 22] ; [80 13],[67.38983051 16.61016949] ; [74.61016949 18.38983051],0
p10,1,0.041754,4.145163,[71 12] ; [88  5],[74.98295455  8.01704545] ; [84.01704545  8.98295455],0
d3,1,0.056069,3.650012,[57 27] ; [74 18],[62.52272727 21.47727273] ; [68.47727273 23.52272727],0
n1,1,0.071601,3.245932,[ 7 11] ; [13  6],[9.72972973 8.27027027] ; [10.27027027  8.72972973],0
s4,1,0.079982,3.065262,[14 68] ; [26 66],[18.85057471 63.14942529] ; [21.14942529 70.85057471],0
p1,1,0.089189,2.888955,[ 8 76] ; [17 75],[11.93181818 72.06818182] ; [13.06818182 78.93181818],0
p9,1,0.102419,2.667468,[75  9] ; [89  4],[77.83050847  6.16949153] ; [86.16949153  6.83050847],0
n4,1,0.113011,2.511598,[64 18] ; [81 12],[67.94285714 14.05714286] ; [77.05714286 15.94285714],0
r4,1,0.141651,2.159933,[77  7] ; [90  3],[79.25423729  4.74576271] ; [87.74576271  5.25423729],0
a1,1,0.16625,1.916441,[ 3 81] ; [ 8 85],[ 5.22033898 78.77966102] ; [ 5.77966102 87.22033898],0
u1,1,0.176442,1.827343,[17 67] ; [27 66],[20.88135593 63.11864407] ; [23.11864407 69.88135593],0
p5,1,0.176442,1.827343,[17 67] ; [27 66],[20.88135593 63.11864407] ; [23.11864407 69.88135593],0
r3,1,0.194992,1.679488,[79  5] ; [91  2],[80.6779661  3.3220339] ; [89.3220339  3.6779661],0
a7,1,0.204825,1.607632,[54 30] ; [68 25],[57.89830508 26.10169492] ; [64.10169492 28.89830508],0
d1,1,0.206066,1.59885,[55 29] ; [69 24],[58.84745763 25.15254237] ; [65.15254237 27.84745763],0
s6,1,0.22517,1.471117,[68 14] ; [83 10],[70.75428571 11.24571429] ; [80.24571429 12.75428571],0
s1,1,0.237688,1.394253,[ 1 78] ; [ 4 89],[ 2.29651163 76.70348837] ; [ 2.70348837 90.29651163],0
n3,1,0.248286,1.332921,[14  5] ; [10  8],[12.32432432  6.67567568] ; [11.67567568  6.32432432],0
n2,1,0.316342,1.004009,[17  1] ; [16  3],[16.05405405  1.94594595] ; [16.94594595  2.05405405],0
p12,1,0.319951,0.989148,[10 74] ; [16 77],[12.33898305 71.66101695] ; [13.66101695 79.33898305],0
n6,1,0.331484,0.943093,[71 11] ; [83  8],[72.99421965  9.00578035] ; [81.00578035  9.99421965],0
a5,1,0.3629,0.827831,[68 16] ; [80 13],[70.23728814 13.76271186] ; [77.76271186 15.23728814],0
v3,1,0.398431,0.713055,[45 38] ; [44 48],[42.21142857 40.78857143] ; [46.78857143 45.21142857],0
s2,1,0.424425,0.638031,[63 19] ; [76 17],[65.13142857 16.86857143] ; [73.86857143 19.13142857],0
b5,1,0.42957,0.623986,[51 33] ; [51 42],[48.40677966 35.59322034] ; [53.59322034 39.40677966],0
a8,1,0.430712,0.620902,[10 67] ; [15 71],[11.80981595 65.19018405] ; [13.19018405 72.80981595],0
a4,1,0.431102,0.619853,[42 42] ; [52 41],[44.61016949 39.38983051] ; [49.38983051 43.61016949],0
a2,1,0.479301,0.500453,[23 61] ; [30 63],[25.15254237 58.84745763] ; [27.84745763 65.15254237],0
v2,1,0.486506,0.484245,[56 25] ; [59 33],[53.84393064 27.15606936] ; [61.15606936 30.84393064],0
a6,1,0.490876,0.474606,[55 29] ; [55 36],[52.8 31.2] ; [57.2 33.8],0
b4,1,0.494094,0.467598,[50 34] ; [60 33],[52.20338983 31.79661017] ; [57.79661017 35.20338983],0
d5,1,0.498148,0.45888,[74 10] ; [83  8],[75.36  8.64] ; [81.64  9.36],0
u3,1,0.609473,0.260943,[10  5] ; [12  4],[10.64516129  4.35483871] ; [11.35483871  4.64516129],0
b3,1,0.621519,0.243738,[24 28] ; [30 29],[25.2972973 26.7027027] ; [28.7027027 30.2972973],0
b2,1,0.621519,0.243738,[24 28] ; [30 29],[25.2972973 26.7027027] ; [28.7027027 30.2972973],0
s3,1,0.629865,0.232244,[60 20] ; [66 26],[58.60465116 21.39534884] ; [67.39534884 24.60465116],0
v4,1,0.635869,0.224186,[81  1] ; [91  2],[80.59428571  1.40571429] ; [91.40571429  1.59428571],0
d4,1,0.688007,0.161252,[78  6] ; [83  8],[77.28  6.72] ; [83.72  7.28],0
b1,1,0.698683,0.149846,[34 50] ; [35 58],[32.74576271 51.25423729] ; [36.25423729 56.74576271],0
n5,1,0.716138,0.132223,[68 14] ; [79 14],[68.88 13.12] ; [78.12 14.88],0
r1,1,0.739767,0.110332,[70 12] ; [81 12],[70.75428571 11.24571429] ; [80.24571429 12.75428571],0
a3,1,0.784367,0.074875,[69 15] ; [77 15],[69.68181818 14.31818182] ; [76.31818182 15.68181818],0
r2,1,0.81601,0.05414,[80  3] ; [89  4],[79.69886364  3.30113636] ; [89.30113636  3.69886364],0
u2,1,0.852765,0.034444,[8 7] ; [8 8],[7.74193548 7.25806452] ; [8.25806452 7.74193548],0
p2,1,0.863912,0.029377,[73 11] ; [80 13],[72.61016949 11.38983051] ; [80.38983051 12.61016949],0
u4,1,0.917965,0.010608,[ 2 82] ; [ 2 91],[ 1.89830508 82.10169492] ; [ 2.10169492 90.89830508],0
d2,1,0.928569,0.008036,[46 38] ; [51 41],[46.29545455 37.70454545] ; [50.70454545 41.29545455],0
