Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,27.090235,[10 28] ; [36  7],[21.58024691 16.41975309] ; [24.41975309 18.58024691],1
r1,1,0.001109,10.635697,[21 18] ; [38  6],[27.72289157 11.27710843] ; [31.27710843 12.72289157],0
v3,1,0.001822,9.720405,[ 9 30] ; [24 18],[15.88888889 23.11111111] ; [17.11111111 24.88888889],0
p10,1,0.002342,9.259935,[22 17] ; [38  6],[28.19277108 10.80722892] ; [31.80722892 12.19277108],0
p4,1,0.012622,6.221372,[21 18] ; [35  9],[26.31325301 12.68674699] ; [29.68674699 14.31325301],0
p8,1,0.013495,6.103077,[19 20] ; [33 11],[24.43373494 14.56626506] ; [27.56626506 16.43373494],0
d5,1,0.017584,5.637134,[22 16] ; [36  8],[26.87804878 11.12195122] ; [31.12195122 12.87804878],0
b4,1,0.021971,5.248073,[15 24] ; [28 16],[20.20481928 18.79518072] ; [22.79518072 21.20481928],0
p11,1,0.03303,4.544233,[26 13] ; [38  6],[30.07228916  8.92771084] ; [33.92771084 10.07228916],0
n4,1,0.03303,4.544233,[26 13] ; [38  6],[30.07228916  8.92771084] ; [33.92771084 10.07228916],0
n5,1,0.039375,4.244634,[24 15] ; [36  8],[28.19277108 10.80722892] ; [31.80722892 12.19277108],0
d1,1,0.039405,4.243332,[16 23] ; [28 16],[20.6746988 18.3253012] ; [23.3253012 20.6746988],0
s8,1,0.045553,3.998054,[ 8 31] ; [18 26],[12.21686747 26.78313253] ; [13.78313253 30.21686747],0
p9,1,0.052228,3.768441,[28 11] ; [39  5],[31.48192771  7.51807229] ; [35.51807229  8.48192771],0
d4,1,0.070925,3.261478,[24 15] ; [35  9],[27.72289157 11.27710843] ; [31.27710843 12.72289157],0
a5,1,0.11968,2.421504,[22 17] ; [32 12],[25.37349398 13.62650602] ; [28.62650602 15.37349398],0
a8,1,0.123579,2.371362,[ 6 30] ; [ 2 35],[ 3.94520548 32.05479452] ; [ 4.05479452 32.94520548],0
u2,1,0.125695,2.344877,[10  4] ; [5 7],[8.07692308 5.92307692] ; [6.92307692 5.07692308],0
r4,1,0.154942,2.022906,[30  9] ; [39  5],[32.42168675  6.57831325] ; [36.57831325  7.42168675],0
p3,1,0.171081,1.873443,[19 20] ; [28 16],[22.08433735 16.91566265] ; [24.91566265 19.08433735],0
s5,1,0.173721,1.85054,[ 4 32] ; [10 34],[ 6.3 29.7] ; [ 7.7 36.3],0
d3,1,0.207021,1.592138,[22 15] ; [32 12],[24.66666667 12.33333333] ; [29.33333333 14.66666667],0
u1,1,0.241737,1.370435,[ 5 34] ; [10 34],[ 7.04819277 31.95180723] ; [ 7.95180723 36.04819277],0
p7,1,0.246376,1.343736,[28 10] ; [37  7],[30.12195122  7.87804878] ; [34.87804878  9.12195122],0
p2,1,0.249902,1.323853,[36  3] ; [43  1],[37.12048193  1.87951807] ; [41.87951807  2.12048193],0
b1,1,0.260096,1.268246,[13 26] ; [20 24],[15.5060241 23.4939759] ; [17.4939759 26.5060241],0
