Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,54.548777,[55 57] ; [278  53],[84.18961625 27.81038375] ; [248.81038375  82.18961625],1
a6,1,0.0,51.573293,[47 65] ; [259  72],[77.36343115 34.63656885] ; [228.63656885 102.36343115],1
a2,1,3e-06,21.918643,[  7 105] ; [ 91 240],[24.7765237 87.2234763] ; [ 73.2234763 257.7765237],1
v4,1,5e-06,21.017728,[89 23] ; [309  19],[101.30909091  10.69090909] ; [296.69090909  31.30909091],1
r3,1,0.000134,14.590174,[94 18] ; [311  16],[103.32574032   8.67425968] ; [301.67425968  25.32574032],1
u1,1,0.000218,13.669917,[  5 107] ; [ 63 268],[17.19187359 94.80812641] ; [ 50.80812641 280.19187359],1
r4,1,0.001293,10.353003,[82 30] ; [286  45],[93.03837472 18.96162528] ; [274.96162528  56.03837472],0
b5,1,0.002557,9.09969,[54 58] ; [213 118],[67.503386 44.496614] ; [199.496614 131.503386],0
r1,1,0.006035,7.539737,[74 38] ; [259  69],[84.76363636 27.23636364] ; [248.23636364  79.76363636],0
r2,1,0.007849,7.067601,[93 16] ; [304  21],[99.70737327  9.29262673] ; [297.29262673  27.70737327],0
p2,1,0.010465,6.554016,[75 33] ; [267  62],[84.52173913 23.47826087] ; [257.47826087  71.52173913],0
a8,1,0.016831,5.713878,[  5 102] ; [ 39 260],[11.59605911 95.40394089] ; [ 32.40394089 266.59605911],0
s5,1,0.017433,5.652253,[38 70] ; [ 76 247],[28.56612529 79.43387471] ; [ 85.43387471 237.56612529],0
s2,1,0.017506,5.644927,[29 82] ; [127 202],[39.35454545 71.64545455] ; [116.64545455 212.35454545],0
p8,1,0.024271,5.075141,[38 71] ; [154 172],[48.11034483 60.88965517] ; [143.88965517 182.11034483],0
s6,1,0.028333,4.80766,[47 62] ; [179 145],[56.89145497 52.10854503] ; [169.10854503 154.89145497],0
p12,1,0.040908,4.179813,[  1 109] ; [ 18 309],[  4.7826087 105.2173913] ; [ 14.2173913 312.7826087],0
