Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,29.954077,[48 86] ; [36  7],[63.59322034 70.40677966] ; [20.40677966 22.59322034],1
v1,1,0.000126,14.696356,[46 89] ; [30 15],[57. 78.] ; [19. 26.],1
b1,1,0.001146,10.575077,[65 72] ; [ 9 36],[55.7032967 81.2967033] ; [18.2967033 26.7032967],0
s6,1,0.001826,9.717115,[56 80] ; [30 14],[64.97777778 71.02222222] ; [21.02222222 22.97777778],0
p12,1,0.003035,8.786314,[  2 135] ; [ 5 39],[  5.29834254 131.70165746] ; [ 1.70165746 42.29834254],0
r1,1,0.006248,7.477322,[85 51] ; [38  7],[92.4198895 43.5801105] ; [30.5801105 14.4198895],0
d4,1,0.008739,6.875357,[94 42] ; [40  5],[100.68508287  35.31491713] ; [33.31491713 11.68508287],0
d3,1,0.019132,5.489453,[76 60] ; [34 11],[82.6519337 53.3480663] ; [27.3480663 17.6519337],0
u1,1,0.02498,5.025295,[  9 128] ; [ 8 37],[ 12.7967033 124.2032967] ; [ 4.2032967 40.7967033],0
u2,1,0.025498,4.989769,[29 29] ; [13  3],[32.91891892 25.08108108] ; [9.08108108 6.91891892],0
p10,1,0.033472,4.521489,[81 55] ; [34 10],[86.88888889 49.11111111] ; [28.11111111 15.88888889],0
a2,1,0.036596,4.369103,[ 16 121] ; [11 34],[ 20.32417582 116.67582418] ; [ 6.67582418 38.32417582],0
a7,1,0.059169,3.560516,[89 48] ; [36  9],[94.09340659 42.90659341] ; [30.90659341 14.09340659],0
p9,1,0.067469,3.343544,[91 44] ; [36  8],[95.78212291 39.21787709] ; [31.21787709 12.78212291],0
s7,1,0.071248,3.254031,[ 26 105] ; [14 28],[ 30.28901734 100.71098266] ; [ 9.71098266 32.28901734],0
d5,1,0.077188,3.123148,[87 50] ; [35 10],[91.83516484 45.16483516] ; [30.16483516 14.83516484],0
s2,1,0.078612,3.093372,[41 95] ; [20 25],[45.83425414 90.16574586] ; [15.16574586 29.83425414],0
b4,1,0.082185,3.021163,[71 66] ; [30 15],[76.02747253 60.97252747] ; [24.97252747 20.02747253],0
s3,1,0.089031,2.891809,[50 86] ; [23 22],[54.85082873 81.14917127] ; [18.14917127 26.85082873],0
