Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,40.272173,[115 145] ; [243 105],[153.09210526 106.90789474] ; [204.90789474 143.09210526],1
v3,1,0.0,31.15222,[ 79 186] ; [183 167],[112.89430894 152.10569106] ; [149.10569106 200.89430894],1
p4,1,1e-06,23.209123,[144 126] ; [257 100],[172.67942584  97.32057416] ; [228.32057416 128.67942584],1
n5,1,2e-06,22.289989,[203  67] ; [320  38],[224.8566879  45.1433121] ; [298.1433121  59.8566879],1
p3,1,1.7e-05,18.454105,[119 151] ; [219 138],[145.55023923 124.44976077] ; [192.44976077 164.55023923],1
p7,1,8.1e-05,15.54069,[160 108] ; [259  88],[182.58861789  85.41138211] ; [236.41138211 110.58861789],1
p6,1,0.000371,12.670911,[ 88 183] ; [164 188],[109.61797753 161.38202247] ; [142.38202247 209.61797753],1
p9,1,0.000406,12.502272,[246  24] ; [348   9],[255.78947368  14.21052632] ; [338.21052632  18.78947368],1
r4,1,0.000995,10.837468,[240  31] ; [342  16],[250.75039746  20.24960254] ; [331.24960254  26.75039746],1
p8,1,0.001205,10.482749,[135 135] ; [221 130],[154.7826087 115.2173913] ; [201.2173913 149.7826087],0
s8,1,0.003708,8.421381,[111 159] ; [188 168],[128.96166134 141.03833866] ; [170.03833866 185.96166134],0
p5,1,0.00547,7.717231,[ 25 246] ; [ 60 295],[ 36.7971246 234.2028754] ; [ 48.2028754 306.7971246],0
b5,1,0.009855,6.660911,[141 130] ; [223 135],[156.82670906 114.17329094] ; [207.17329094 150.82670906],0
n4,1,0.01044,6.558276,[212  59] ; [308  50],[224.0381558  46.9618442] ; [295.9618442  62.0381558],0
r1,1,0.015889,5.815117,[208  63] ; [302  56],[219.72972973  51.27027027] ; [290.27027027  67.72972973],0
p2,1,0.016339,5.765993,[226  45] ; [320  36],[235.99043062  35.00956938] ; [310.00956938  45.99043062],0
s5,1,0.018402,5.557497,[ 87 175] ; [147 198],[101.00164745 160.99835255] ; [132.99835255 212.00164745],0
r2,1,0.020022,5.410006,[250  18] ; [345  10],[255.95505618  12.04494382] ; [339.04494382  15.95505618],0
s6,1,0.020111,5.402227,[174  91] ; [260  90],[187.00813008  77.99186992] ; [246.99186992 103.00813008],0
u4,1,0.033193,4.535779,[  1 270] ; [  9 349],[  4.30842607 266.69157393] ; [  5.69157393 352.30842607],0
d1,1,0.039909,4.221742,[153 118] ; [231 127],[165.44356121 105.55643879] ; [218.55643879 139.44356121],0
b2,1,0.049073,3.872838,[48 97] ; [100 131],[57.07446809 87.92553191] ; [ 90.92553191 140.07446809],0
b3,1,0.049073,3.872838,[48 97] ; [100 131],[57.07446809 87.92553191] ; [ 90.92553191 140.07446809],0
d5,1,0.053781,3.719476,[214  56] ; [304  53],[223.06220096  46.93779904] ; [294.93779904  62.06220096],0
s2,1,0.054748,3.689743,[133 136] ; [203 152],[144.84615385 124.15384615] ; [191.15384615 163.84615385],0
p11,1,0.056718,3.630845,[223  48] ; [314  44],[231.36248013  39.63751987] ; [305.63751987  52.36248013],0
