Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,141.32057,[ 41 176] ; [328 159],[113.74005682 103.25994318] ; [255.25994318 231.74005682],1
s3,1,0.0,138.969697,[ 54 164] ; [348 133],[125.37339056  92.62660944] ; [276.62660944 204.37339056],1
s7,1,0.0,89.8424,[ 49 157] ; [299 173],[105.73451327 100.26548673] ; [242.26548673 229.73451327],1
s8,1,0.0,79.005258,[ 48 171] ; [283 205],[102.53041018 116.46958982] ; [228.46958982 259.53041018],1
s5,1,0.0,61.642423,[ 29 185] ; [211 265],[ 74.43478261 139.56521739] ; [165.56521739 310.43478261],1
s4,1,0.0,26.046139,[ 12 207] ; [100 383],[ 34.94017094 184.05982906] ; [ 77.05982906 405.94017094],1
p9,1,2e-06,22.225364,[162  56] ; [427  56],[183.16975749  34.83024251] ; [405.83024251  77.16975749],1
p4,1,3.1e-05,17.340438,[106 110] ; [320 167],[130.89046942  85.10953058] ; [295.10953058 191.89046942],1
n5,1,0.00013,14.635212,[144  73] ; [390  99],[164.13314448  52.86685552] ; [369.86685552 119.13314448],1
p6,1,0.000312,12.999295,[ 58 158] ; [198 284],[ 79.22063037 136.77936963] ; [176.77936963 305.22063037],1
u1,1,0.000353,12.765056,[ 27 192] ; [118 373],[ 44.72535211 174.27464789] ; [100.27464789 390.72535211],1
p10,1,0.000976,10.872441,[163  55] ; [412  72],[178.56125356  39.43874644] ; [396.43874644  87.56125356],1
r4,1,0.001527,10.045509,[205  14] ; [482   9],[211.9056338   7.0943662] ; [475.0943662  15.9056338],0
p12,1,0.002158,9.410238,[  8 209] ; [ 52 435],[ 18.49431818 198.50568182] ; [ 41.50568182 445.49431818],0
n6,1,0.002425,9.1967,[171  48] ; [424  63],[184.56798867  34.43201133] ; [410.43201133  76.56798867],0
p5,1,0.002733,8.977804,[ 12 204] ; [ 64 422],[ 23.38461538 192.61538462] ; [ 52.61538462 433.38461538],0
d5,1,0.010677,6.518374,[169  50] ; [415  73],[180.89957567  38.10042433] ; [403.10042433  84.89957567],0
a2,1,0.020683,5.353304,[ 46 173] ; [144 347],[ 58.6056338 160.3943662] ; [131.3943662 359.6056338],0
n4,1,0.02423,5.078066,[160  59] ; [395  95],[171.43159379  47.56840621] ; [383.56840621 106.43159379],0
r2,1,0.025266,5.005587,[208   9] ; [482   7],[212.08215297   4.91784703] ; [477.91784703  11.08215297],0
p3,1,0.030352,4.689221,[ 96 121] ; [259 229],[109.26950355 107.73049645] ; [245.73049645 242.26950355],0
u4,1,0.031198,4.64201,[  1 218] ; [ 15 476],[  4.93521127 214.06478873] ; [ 11.06478873 479.93521127],0
v1,1,0.031999,4.598529,[108 109] ; [279 198],[121.00720461  95.99279539] ; [265.99279539 211.00720461],0
r3,1,0.03859,4.278812,[206  12] ; [477  12],[210.59971711   7.40028289] ; [472.40028289  16.59971711],0
u3,1,0.056501,3.637214,[36 29] ; [86 38],[41.95767196 23.04232804] ; [80.04232804 43.95767196],0
n2,1,0.05765,3.60372,[32 18] ; [80 22],[36.84210526 13.15789474] ; [75.15789474 26.84210526],0
a8,1,0.083749,2.990599,[ 21 176] ; [ 70 372],[ 28.05477308 168.94522692] ; [ 62.94522692 379.05477308],0
p7,1,0.087833,2.913644,[130  85] ; [317 155],[139.89082969  75.10917031] ; [307.10917031 164.89082969],0
b5,1,0.09435,2.798539,[121  98] ; [304 187],[131.0915493  87.9084507] ; [293.9084507 197.0915493],0
d1,1,0.162349,1.952206,[128  91] ; [314 177],[136.33521127  82.66478873] ; [305.66478873 185.33521127],0
n1,1,0.166982,1.909829,[15 35] ; [42 59],[18.87417219 31.12582781] ; [38.12582781 62.87417219],0
a5,1,0.174271,1.845815,[160  59] ; [381 109],[167.10719323  51.89280677] ; [373.89280677 116.10719323],0
p2,1,0.177848,1.815515,[176  42] ; [413  74],[182.13049645  35.86950355] ; [406.86950355  80.13049645],0
a1,1,0.188777,1.727136,[  6 213] ; [ 24 467],[  9.25352113 209.74647887] ; [ 20.74647887 470.25352113],0
p1,1,0.209081,1.577779,[ 14 204] ; [ 45 441],[ 18.26988636 199.73011364] ; [ 40.73011364 445.26988636],0
p8,1,0.212457,1.554604,[108 108] ; [265 216],[115.59253945 100.40746055] ; [257.40746055 223.59253945],0
s1,1,0.224189,1.477356,[  5 212] ; [ 20 462],[  7.76108727 209.23891273] ; [ 17.23891273 464.76108727],0
a4,1,0.229724,1.442569,[ 95 124] ; [235 252],[102.36543909 116.63456091] ; [227.63456091 259.36543909],0
a3,1,0.247978,1.334661,[154  64] ; [365 123],[160.25779037  57.74220963] ; [358.74220963 129.25779037],0
d2,1,0.254081,1.300722,[102 116] ; [251 237],[109. 109.] ; [244. 244.],0
p11,1,0.322372,0.9793,[178  41] ; [383 108],[173.04084507  45.95915493] ; [387.95915493 103.04084507],0
u2,1,0.326625,0.962231,[35 29] ; [77 47],[38.12765957 25.87234043] ; [73.87234043 50.12765957],0
n3,1,0.530251,0.39391,[34 15] ; [75 26],[35.60666667 13.39333333] ; [73.39333333 27.60666667],0
b4,1,0.549745,0.357774,[125  94] ; [292 199],[128.62394366  90.37605634] ; [288.37605634 202.62394366],0
d4,1,0.597678,0.278512,[181  37] ; [412  75],[183.36737589  34.63262411] ; [409.63262411  77.36737589],0
d3,1,0.677721,0.172702,[156  63] ; [355 133],[158.28712871  60.71287129] ; [352.71287129 135.28712871],0
b3,1,0.745281,0.10554,[49 83] ; [114 180],[50.50704225 81.49295775] ; [112.49295775 181.50704225],0
b2,1,0.745281,0.10554,[49 83] ; [114 180],[50.50704225 81.49295775] ; [112.49295775 181.50704225],0
v2,1,0.764147,0.090024,[126  83] ; [277 192],[124.22861357  84.77138643] ; [278.77138643 190.22861357],0
a6,1,0.786005,0.073714,[156  63] ; [342 145],[154.47875354  64.52124646] ; [343.52124646 143.47875354],0
a7,1,0.789095,0.071549,[162  56] ; [368 121],[163.42291372  54.57708628] ; [366.57708628 122.42291372],0
v3,1,0.799383,0.06459,[ 86 120] ; [202 270],[ 87.50442478 118.49557522] ; [200.49557522 271.50442478],0
b1,1,0.860359,0.030947,[ 81 138] ; [185 306],[ 82.04788732 136.95211268] ; [183.95211268 307.04788732],0
