Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.441927,[14 45] ; [101  64],[30.29017857 28.70982143] ; [84.70982143 80.29017857],1
p8,1,2e-06,22.906611,[ 8 52] ; [81 86],[23.52422907 36.47577093] ; [ 65.47577093 101.52422907],1
v4,1,2e-06,22.765547,[41 20] ; [155  13],[52.20960699  8.79039301] ; [143.79039301  24.20960699],1
p9,1,8e-06,19.989474,[27 31] ; [130  37],[40.47111111 17.52888889] ; [116.52888889  50.47111111],1
p10,1,2.1e-05,18.070165,[24 35] ; [119  47],[37.49777778 21.50222222] ; [105.50222222  60.49777778],1
p11,1,2.7e-05,17.643449,[27 34] ; [125  44],[40.31304348 20.68695652] ; [111.68695652  57.31304348],1
r3,1,0.000151,14.365198,[40 21] ; [147  21],[49.81222707 11.18777293] ; [137.18777293  30.81222707],1
p4,1,0.00022,13.648639,[14 45] ; [87 82],[26.13596491 32.86403509] ; [74.86403509 94.13596491],1
s1,1,0.000321,12.943133,[10 51] ; [  5 161],[ 4.030837 56.969163] ; [ 10.969163 155.030837],1
a7,1,0.002111,9.450254,[25 36] ; [107  61],[35.16157205 25.83842795] ; [96.83842795 71.16157205],0
p3,1,0.002241,9.341217,[11 50] ; [ 67 102],[20.68695652 40.31304348] ; [ 57.31304348 111.68695652],0
v3,1,0.002527,9.121044,[18 41] ; [ 22 146],[10.39647577 48.60352423] ; [ 29.60352423 138.39647577],0
d2,1,0.002921,8.856319,[19 41] ; [ 24 145],[11.26637555 48.73362445] ; [ 31.73362445 137.26637555],0
s6,1,0.004026,8.272011,[22 37] ; [98 68],[31.46666667 27.53333333] ; [88.53333333 77.46666667],0
d3,1,0.006513,7.40246,[12 49] ; [ 65 102],[20.60087719 40.39912281] ; [ 56.39912281 110.60087719],0
d5,1,0.008248,6.978856,[21 40] ; [91 77],[29.83406114 31.16593886] ; [82.16593886 85.83406114],0
s7,1,0.011828,6.336418,[12 45] ; [64 98],[19.78082192 37.21917808] ; [ 56.21917808 105.78082192],0
s3,1,0.012296,6.267632,[19 39] ; [87 81],[27.20353982 30.79646018] ; [78.79646018 89.20353982],0
r4,1,0.014603,5.963763,[37 24] ; [130  39],[44.29130435 16.70869565] ; [122.70869565  46.29130435],0
s4,1,0.023201,5.153388,[ 6 55] ; [ 39 128],[12.03947368 48.96052632] ; [ 32.96052632 134.03947368],0
a1,1,0.030954,4.655507,[ 6 55] ; [  5 164],[ 2.9173913 58.0826087] ; [  8.0826087 160.9173913],0
p6,1,0.032527,4.570479,[ 8 52] ; [ 45 122],[14.00881057 45.99118943] ; [ 38.99118943 128.00881057],0
n6,1,0.047398,3.931191,[38 23] ; [127  41],[43.95196507 17.04803493] ; [121.04803493  46.95196507],0
b2,1,0.061098,3.507315,[17 24] ; [23 68],[12.42424242 28.57575758] ; [27.57575758 63.42424242],0
b3,1,0.061098,3.507315,[17 24] ; [23 68],[12.42424242 28.57575758] ; [27.57575758 63.42424242],0
p1,1,0.080212,3.060608,[ 9 52] ; [ 12 155],[ 5.61842105 55.38157895] ; [ 15.38157895 151.61842105],0
