Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.441927,[14 45] ; [101  64],[30.29017857 28.70982143] ; [84.70982143 80.29017857],1
s2,1,0.085988,2.947924,[17 43] ; [ 69 100],[22.53275109 37.46724891] ; [ 63.46724891 105.53275109],0
r2,1,0.087146,2.926313,[46 15] ; [143  25],[50.34497817 10.65502183] ; [138.65502183  29.34497817],0
d4,1,0.092281,2.834128,[27 34] ; [96 73],[32.62173913 28.37826087] ; [90.37826087 78.62173913],0
s5,1,0.133027,2.25682,[ 9 47] ; [ 43 123],[13.11711712 42.88288288] ; [ 38.88288288 127.11711712],0
a5,1,0.137595,2.204649,[25 36] ; [88 81],[29.96956522 31.03043478] ; [83.03043478 85.96956522],0
b1,1,0.184937,1.757498,[32 29] ; [72 97],[27.5826087 33.4173913] ; [76.4173913 92.5826087],0
a6,1,0.244124,1.356622,[29 32] ; [95 74],[32.88695652 28.11304348] ; [91.11304348 77.88695652],0
n4,1,0.32492,0.96904,[36 25] ; [111  57],[39.15720524 21.84279476] ; [107.84279476  60.15720524],0
s8,1,0.338955,0.914381,[12 48] ; [ 44 124],[14.73684211 45.26315789] ; [ 41.26315789 126.73684211],0
v1,1,0.347558,0.882355,[18 42] ; [ 61 105],[20.97345133 39.02654867] ; [ 58.02654867 107.97345133],0
r1,1,0.381733,0.765114,[32 29] ; [99 69],[34.89519651 26.10480349] ; [96.10480349 71.89519651],0
u3,1,0.42535,0.635487,[13 17] ; [42 39],[14.86486486 15.13513514] ; [40.13513514 40.86486486],0
b4,1,0.480634,0.497423,[30 31] ; [92 77],[32.35652174 28.64347826] ; [89.64347826 79.35652174],0
n3,1,0.723016,0.125621,[13  6] ; [30 17],[12.37878788  6.62121212] ; [30.62121212 16.37878788],0
a8,1,0.729385,0.119677,[ 8 52] ; [ 24 134],[ 8.80733945 51.19266055] ; [ 23.19266055 134.80733945],0
p12,1,0.753985,0.098213,[ 2 59] ; [  7 160],[ 2.40789474 58.59210526] ; [  6.59210526 160.40789474],0
a4,1,0.78744,0.072704,[15 45] ; [ 45 123],[15.78947368 44.21052632] ; [ 44.21052632 123.78947368],0
u1,1,0.787916,0.07237,[ 1 60] ; [  2 167],[ 0.79565217 60.20434783] ; [  2.20434783 166.79565217],0
b5,1,0.790136,0.070827,[38 23] ; [102  67],[37.13043478 23.86956522] ; [102.86956522  66.13043478],0
n1,1,0.853249,0.034215,[ 9 11] ; [20 27],[ 8.65671642 11.34328358] ; [20.34328358 26.65671642],0
a3,1,0.858133,0.031952,[31 28] ; [86 82],[30.40969163 28.59030837] ; [86.59030837 81.40969163],0
n2,1,0.919028,0.010334,[15  6] ; [33 14],[14.82352941  6.17647059] ; [33.17647059 13.82352941],0
u2,1,0.933099,0.007047,[14 16] ; [39 43],[14.19642857 15.80357143] ; [38.80357143 43.19642857],0
n5,1,0.946949,0.004427,[39 21] ; [110  58],[39.21052632 20.78947368] ; [109.78947368  58.21052632],0
p5,1,0.963634,0.002079,[ 5 54] ; [ 14 155],[ 4.91666667 54.08333333] ; [ 14.08333333 154.91666667],0
a2,1,0.989507,0.000173,[ 4 57] ; [ 11 158],[ 3.97826087 57.02173913] ; [ 11.02173913 157.97826087],0
