Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,24.423804,[75 79] ; [17 79],[56.672 97.328] ; [35.328 60.672],1
r3,1,0.000164,14.20581,[142  12] ; [72 24],[131.824  22.176] ; [82.176 13.824],1
d5,1,0.000362,12.719451,[94 61] ; [36 60],[80.27888446 74.72111554] ; [49.72111554 46.27888446],1
p10,1,0.000818,11.199476,[107  42] ; [47 46],[94.81818182 54.18181818] ; [59.18181818 33.81818182],1
p2,1,0.006604,7.377504,[116  38] ; [56 39],[106.37751004  47.62248996] ; [65.62248996 29.37751004],0
p9,1,0.008253,6.97781,[115  36] ; [56 37],[105.82377049  45.17622951] ; [65.17622951 27.82377049],0
a3,1,0.008461,6.933168,[81 72] ; [34 61],[70.94758065 82.05241935] ; [44.05241935 50.94758065],0
r4,1,0.008661,6.891363,[126  29] ; [64 32],[117.33067729  37.66932271] ; [72.66932271 23.33067729],0
d4,1,0.009032,6.816549,[94 61] ; [42 54],[83.98406375 71.01593625] ; [52.01593625 43.98406375],0
a5,1,0.014687,5.953664,[81 74] ; [35 61],[71.63346614 83.36653386] ; [44.36653386 51.63346614],0
b5,1,0.015194,5.893864,[103  52] ; [49 47],[93.86454183 61.13545817] ; [58.13545817 37.86454183],0
a6,1,0.017149,5.681094,[98 57] ; [46 50],[88.92430279 66.07569721] ; [55.07569721 40.92430279],0
r1,1,0.019369,5.467914,[106  48] ; [52 44],[97.328 56.672] ; [60.672 35.328],0
n4,1,0.019515,5.454809,[103  51] ; [50 46],[94.248 59.752] ; [58.752 37.248],0
v2,1,0.052809,3.749951,[65 81] ; [29 62],[57.907173 88.092827] ; [36.092827 54.907173],0
s6,1,0.062165,3.478657,[76 75] ; [35 57],[68.97530864 82.02469136] ; [42.02469136 49.97530864],0
d2,1,0.069883,3.285771,[ 18 137] ; [19 76],[ 22.94 132.06] ; [14.06 80.94],0
s2,1,0.077833,3.109573,[ 44 108] ; [18 77],[ 38.15384615 113.84615385] ; [23.84615385 71.15384615],0
p4,1,0.097384,2.747879,[65 88] ; [30 64],[58.84615385 94.15384615] ; [36.15384615 57.84615385],0
u3,1,0.108343,2.578222,[35 36] ; [22 40],[30.42857143 40.57142857] ; [26.57142857 35.42857143],0
n3,1,0.114148,2.495835,[27  6] ; [22 12],[24.13432836  8.86567164] ; [24.86567164  9.13432836],0
r2,1,0.115312,2.479862,[134  19] ; [77 19],[129.65060241  23.34939759] ; [81.34939759 14.65060241],0
p8,1,0.12611,2.33975,[64 87] ; [31 64],[58.31300813 92.68699187] ; [36.68699187 58.31300813],0
v4,1,0.140038,2.177544,[136  17] ; [79 17],[132.10843373  20.89156627] ; [82.89156627 13.10843373],0
p3,1,0.144887,2.125267,[58 97] ; [27 68],[ 52.7 102.3] ; [32.3 62.7],0
a2,1,0.161402,1.96104,[  9 146] ; [ 2 94],[  6.79282869 148.20717131] ; [ 4.20717131 91.79282869],0
v1,1,0.199872,1.643306,[63 86] ; [32 62],[58.25102881 90.74897119] ; [36.74897119 57.25102881],0
