Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,24.423804,[75 79] ; [17 79],[56.672 97.328] ; [35.328 60.672],1
p11,1,0.200057,1.641962,[112  43] ; [62 34],[107.4501992  47.5498008] ; [66.5498008 29.4501992],0
p7,1,0.220779,1.499298,[77 72] ; [41 53],[72.35390947 76.64609053] ; [45.64609053 48.35390947],0
n6,1,0.258346,1.277599,[114  40] ; [64 31],[110.08835341  43.91164659] ; [67.91164659 27.08835341],0
a4,1,0.281513,1.159771,[ 40 114] ; [19 76],[ 36.48995984 117.51004016] ; [22.51004016 72.48995984],0
a1,1,0.31744,0.999464,[  8 147] ; [ 8 88],[  9.88047809 145.11952191] ; [ 6.11952191 89.88047809],0
s4,1,0.339958,0.910591,[ 24 128] ; [11 85],[ 21.4516129 130.5483871] ; [13.5483871 82.4516129],0
p6,1,0.405931,0.690688,[ 33 120] ; [16 77],[ 30.47560976 122.52439024] ; [18.52439024 74.47560976],0
s8,1,0.411113,0.675581,[ 20 135] ; [ 9 86],[ 17.98 137.02] ; [11.02 83.98],0
v3,1,0.421056,0.647365,[ 40 112] ; [20 72],[ 37.37704918 114.62295082] ; [22.62295082 69.37704918],0
u2,1,0.422435,0.64353,[34 38] ; [25 37],[31.70149254 40.29850746] ; [27.29850746 34.70149254],0
s1,1,0.427125,0.630628,[  5 148] ; [ 5 89],[  6.19433198 146.80566802] ; [ 3.80566802 90.19433198],0
b3,1,0.42788,0.628571,[19 58] ; [17 38],[21. 56.] ; [15. 40.],0
b2,1,0.42788,0.628571,[19 58] ; [17 38],[21. 56.] ; [15. 40.],0
n1,1,0.436958,0.604257,[12 20] ; [10 25],[10.50746269 21.49253731] ; [11.49253731 23.50746269],0
s3,1,0.464345,0.535402,[59 92] ; [32 61],[56.31557377 94.68442623] ; [34.68442623 58.31557377],0
s5,1,0.549486,0.358239,[ 24 127] ; [17 73],[ 25.68879668 125.31120332] ; [15.31120332 74.68879668],0
p5,1,0.558071,0.343056,[  7 145] ; [ 6 89],[  8. 144.] ; [ 5. 90.],0
n5,1,0.710065,0.138212,[98 55] ; [58 36],[96.63157895 56.36842105] ; [59.36842105 34.63157895],0
a8,1,0.801942,0.062918,[ 18 128] ; [10 79],[ 17.39574468 128.60425532] ; [10.60425532 78.39574468],0
p12,1,0.806104,0.060248,[  7 146] ; [ 5 90],[  7.40322581 145.59677419] ; [ 4.59677419 90.40322581],0
b1,1,0.867591,0.027795,[63 92] ; [38 58],[62.37051793 92.62948207] ; [38.62948207 57.37051793],0
p1,1,0.873245,0.025452,[ 12 141] ; [ 7 89],[ 11.6746988 141.3253012] ; [ 7.3253012 88.6746988],0
n2,1,0.892934,0.018115,[25  8] ; [27  8],[25.23529412  7.76470588] ; [26.76470588  8.23529412],0
b4,1,0.917058,0.010845,[91 64] ; [57 39],[91.39442231 63.60557769] ; [56.60557769 39.39442231],0
