Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8.3e-05,15.48588,[20 98] ; [13 11],[27.42253521 90.57746479] ; [ 5.57746479 18.42253521],1
p8,1,0.003019,8.796073,[ 12 111] ; [ 8 17],[ 16.62162162 106.37837838] ; [ 3.37837838 21.62162162],0
p11,1,0.200255,1.640514,[57 67] ; [15 10],[59.91946309 64.08053691] ; [12.08053691 12.91946309],0
b1,1,0.487363,0.482343,[60 64] ; [14 11],[61.58389262 62.41610738] ; [12.41610738 12.58389262],0
p1,1,0.638786,0.220334,[  8 116] ; [ 1 24],[  7.48993289 116.51006711] ; [ 1.51006711 23.48993289],0
