Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,193.11825,[  7 131] ; [418 180],[79.6875 58.3125] ; [345.3125 252.6875],1
d5,1,0.0,119.918072,[65 73] ; [527  71],[111.  27.] ; [481. 117.],1
d3,1,0.0,115.010046,[ 37 100] ; [449 149],[90.5877551 46.4122449] ; [395.4122449 202.5877551],1
d2,1,0.0,34.808714,[ 36 102] ; [321 274],[67.21145975 70.78854025] ; [289.78854025 305.21145975],1
r3,1,0.0,31.41376,[116  22] ; [576  21],[129.92653061   8.07346939] ; [562.07346939  34.92653061],1
a4,1,0.0,29.838255,[ 32 104] ; [294 302],[60.56830601 75.43169399] ; [265.43169399 330.56830601],1
u1,1,0.0,28.104634,[  2 136] ; [120 478],[ 22.875 115.125] ; [ 99.125 498.875],1
a5,1,0.0,26.555995,[76 62] ; [459 139],[100.3125  37.6875] ; [434.6875 163.3125],1
a3,1,0.0,25.354334,[73 64] ; [446 149],[97.1352459 39.8647541] ; [421.8647541 173.1352459],1
r1,1,9e-06,19.809705,[92 44] ; [501  94],[110.3255814  25.6744186] ; [482.6744186 112.3255814],1
a2,1,1.1e-05,19.316606,[ 13 125] ; [162 436],[ 32.8125 105.1875] ; [142.1875 455.8125],1
s2,1,0.000107,15.012661,[43 95] ; [293 300],[63.43091655 74.56908345] ; [272.56908345 320.43091655],1
a7,1,0.000506,12.091599,[83 55] ; [447 150],[99.51020408 38.48979592] ; [430.48979592 166.51020408],1
r4,1,0.001466,10.121291,[116  22] ; [554  44],[125.625  12.375] ; [544.375  53.625],0
u2,1,0.002733,8.97787,[26 39] ; [92 56],[36.00938967 28.99061033] ; [81.99061033 66.00938967],0
v2,1,0.003342,8.610474,[60 71] ; [343 230],[74.99005682 56.00994318] ; [328.00994318 244.99005682],0
p1,1,0.003396,8.581414,[ 21 116] ; [ 44 549],[ 12.19863014 124.80136986] ; [ 52.80136986 540.19863014],0
p2,1,0.003938,8.311974,[100  37] ; [494  97],[111.78296703  25.21703297] ; [482.21703297 108.78296703],0
s6,1,0.004536,8.055723,[69 67] ; [375 212],[83.5186722 52.4813278] ; [360.4813278 226.5186722],0
p9,1,0.013209,6.140932,[100  34] ; [494  96],[109.93922652  24.06077348] ; [484.06077348 105.93922652],0
s5,1,0.013645,6.083456,[ 28 107] ; [182 396],[39.76157083 95.23842917] ; [170.23842917 407.76157083],0
