Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,23.315492,[ 21 108] ; [25 23],[33.52542373 95.47457627] ; [12.47457627 35.52542373],1
s2,1,0.000592,11.802231,[30 99] ; [24 24],[39.3559322 89.6440678] ; [14.6440678 33.3559322],1
s6,1,0.000645,11.640212,[46 82] ; [31 17],[56. 72.] ; [21. 27.],1
s3,1,0.001037,10.760265,[39 86] ; [28 20],[48.41040462 76.58959538] ; [18.58959538 29.41040462],0
a2,1,0.016628,5.735205,[ 12 117] ; [11 37],[ 16.76271186 112.23728814] ; [ 6.23728814 41.76271186],0
u1,1,0.01698,5.698421,[  7 122] ; [ 8 40],[ 10.93220339 118.06779661] ; [ 4.06779661 43.93220339],0
n4,1,0.017492,5.646281,[47 82] ; [27 21],[53.93220339 75.06779661] ; [20.06779661 27.93220339],0
a3,1,0.019978,5.413802,[72 57] ; [36 12],[78.71186441 50.28813559] ; [29.28813559 18.71186441],0
u2,1,0.020991,5.327531,[30 26] ; [10  1],[33.43283582 22.56716418] ; [6.56716418 4.43283582],0
a5,1,0.02471,5.044109,[70 59] ; [35 13],[76.52542373 52.47457627] ; [28.47457627 19.52542373],0
d2,1,0.025405,4.996077,[41 88] ; [24 24],[47.37288136 81.62711864] ; [17.62711864 30.37288136],0
p5,1,0.027209,4.877469,[  1 128] ; [ 3 44],[  2.93181818 126.06818182] ; [ 1.06818182 45.93181818],0
d3,1,0.036175,4.388856,[80 48] ; [38 10],[85.81818182 42.18181818] ; [32.18181818 15.81818182],0
r4,1,0.036343,4.380947,[97 32] ; [43  5],[102.03389831  26.96610169] ; [37.96610169 10.03389831],0
p11,1,0.039057,4.258369,[81 48] ; [38 10],[86.72881356 42.27118644] ; [32.27118644 15.72881356],0
u3,1,0.039981,4.218682,[28 27] ; [10  2],[31.19402985 23.80597015] ; [6.80597015 5.19402985],0
p10,1,0.042362,4.120672,[69 59] ; [34 14],[74.90909091 53.09090909] ; [28.09090909 19.90909091],0
