Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,65.616814,[88 11] ; [15 44],[64.53797468 34.46202532] ; [38.46202532 20.53797468],1
p11,1,7e-05,15.806125,[76 23] ; [28 33],[64.35 34.65] ; [39.65 21.35],1
s8,1,0.00095,10.922484,[47 51] ; [13 47],[37.21518987 60.78481013] ; [22.78481013 37.21518987],1
n5,1,0.001287,10.360826,[70 28] ; [28 33],[60.40251572 37.59748428] ; [37.59748428 23.40251572],0
v2,1,0.008389,6.948505,[57 34] ; [24 35],[49.14 41.86] ; [31.86 27.14],0
a6,1,0.0148,5.940173,[65 33] ; [28 32],[57.6835443 40.3164557] ; [35.3164557 24.6835443],0
v4,1,0.016703,5.727321,[92  7] ; [49 12],[87.24375 11.75625] ; [53.75625  7.24375],0
n6,1,0.019404,5.464692,[79 19] ; [39 22],[72.72955975 25.27044025] ; [45.27044025 15.72955975],0
a7,1,0.023819,5.107787,[68 31] ; [31 30],[61.25625 37.74375] ; [37.74375 23.25625],0
s7,1,0.028863,4.775793,[45 49] ; [17 40],[38.59602649 55.40397351] ; [23.40397351 33.59602649],0
s2,1,0.031445,4.628489,[52 45] ; [22 39],[45.43037975 51.56962025] ; [28.56962025 32.43037975],0
s4,1,0.035608,4.415786,[25 73] ; [ 7 53],[19.84810127 78.15189873] ; [12.15189873 47.84810127],0
s3,1,0.053264,3.735626,[54 44] ; [24 37],[48.0754717 49.9245283] ; [29.9245283 31.0754717],0
n2,1,0.076179,3.144587,[27  5] ; [16  9],[24.14035088  7.85964912] ; [18.85964912  6.14035088],0
s5,1,0.092444,2.831289,[30 61] ; [12 47],[25.48 65.52] ; [16.52 42.48],0
p3,1,0.11937,2.425564,[38 60] ; [16 44],[33.49367089 64.50632911] ; [20.50632911 39.49367089],0
n4,1,0.128438,2.311278,[67 32] ; [34 27],[62.49375 36.50625] ; [38.50625 22.49375],0
u4,1,0.142319,2.152703,[ 2 97] ; [ 4 57],[ 3.7125 95.2875] ; [ 2.2875 58.7125],0
s1,1,0.144263,2.131889,[ 5 92] ; [ 7 54],[ 7.36708861 89.63291139] ; [ 4.63291139 56.36708861],0
p1,1,0.158179,1.991545,[ 9 90] ; [ 2 59],[ 6.80625 92.19375] ; [ 4.19375 56.80625],0
p7,1,0.180002,1.797608,[39 57] ; [18 42],[35.07692308 60.92307692] ; [21.92307692 38.07692308],0
p8,1,0.18222,1.779426,[27 72] ; [11 50],[23.5125 75.4875] ; [14.4875 46.5125],0
a3,1,0.209607,1.574141,[65 34] ; [34 27],[61.25625 37.74375] ; [37.74375 23.25625],0
a5,1,0.21291,1.551527,[68 31] ; [36 25],[64.35 34.65] ; [39.65 21.35],0
b1,1,0.216282,1.528868,[42 57] ; [32 29],[45.7875 53.2125] ; [28.2125 32.7875],0
a1,1,0.222923,1.485456,[ 8 91] ; [ 2 59],[ 6.1875 92.8125] ; [ 3.8125 57.1875],0
p4,1,0.267246,1.230828,[37 60] ; [18 43],[33.76582278 63.23417722] ; [21.23417722 39.76582278],0
v1,1,0.278541,1.174194,[42 54] ; [21 39],[38.76923077 57.23076923] ; [24.23076923 35.76923077],0
n3,1,0.297208,1.086678,[23  8] ; [14  9],[21.24074074  9.75925926] ; [15.75925926  7.24074074],0
r4,1,0.300579,1.071625,[87 12] ; [50 11],[84.76875 14.23125] ; [52.23125  8.76875],0
d2,1,0.331395,0.943439,[44 53] ; [32 28],[46.95541401 50.04458599] ; [29.04458599 30.95541401],0
d3,1,0.424966,0.63654,[57 41] ; [31 29],[54.58227848 43.41772152] ; [33.41772152 26.58227848],0
s6,1,0.440319,0.59545,[60 38] ; [33 27],[57.6835443 40.3164557] ; [35.3164557 24.6835443],0
v3,1,0.473234,0.514415,[34 57] ; [18 39],[31.97297297 59.02702703] ; [20.02702703 36.97297297],0
b5,1,0.558961,0.341506,[63 36] ; [36 25],[61.25625 37.74375] ; [37.74375 23.25625],0
b4,1,0.610524,0.259413,[56 43] ; [37 24],[57.54375 41.45625] ; [35.45625 25.54375],0
d1,1,0.68098,0.169024,[52 47] ; [30 31],[50.7375 48.2625] ; [31.2625 29.7375],0
d4,1,0.684242,0.16539,[74 24] ; [47 13],[75.05063291 22.94936709] ; [45.94936709 14.05063291],0
r2,1,0.697031,0.151579,[88 10] ; [55  5],[88.69620253  9.30379747] ; [54.30379747  5.69620253],0
u2,1,0.699833,0.148646,[20 14] ; [14 12],[19.26666667 14.73333333] ; [14.73333333 11.26666667],0
p5,1,0.71483,0.1335,[ 6 89] ; [ 3 58],[ 5.48076923 89.51923077] ; [ 3.51923077 57.48076923],0
u3,1,0.74237,0.108054,[20 14] ; [17 10],[20.62295082 13.37704918] ; [16.37704918 10.62295082],0
r1,1,0.760015,0.093307,[72 27] ; [43 18],[71.15625 27.84375] ; [43.84375 17.15625],0
d5,1,0.783146,0.075747,[69 29] ; [41 19],[68.2278481 29.7721519] ; [41.7721519 18.2278481],0
p6,1,0.793176,0.068743,[23 75] ; [13 47],[22.32911392 75.67088608] ; [13.67088608 46.32911392],0
u1,1,0.811761,0.056718,[16 83] ; [ 9 52],[15.46875 83.53125] ; [ 9.53125 51.46875],0
a2,1,0.85523,0.033288,[19 80] ; [11 50],[18.5625 80.4375] ; [11.4375 49.5625],0
n1,1,0.88364,0.02142,[13 18] ; [10 15],[12.73214286 18.26785714] ; [10.26785714 14.73214286],0
a8,1,0.899259,0.016027,[10 84] ; [ 6 54],[ 9.76623377 84.23376623] ; [ 6.23376623 53.76623377],0
a4,1,0.919826,0.010131,[43 56] ; [26 35],[42.69375 56.30625] ; [26.30625 34.69375],0
b2,1,0.971988,0.001233,[22 40] ; [13 24],[21.91919192 40.08080808] ; [13.08080808 23.91919192],0
b3,1,0.971988,0.001233,[22 40] ; [13 24],[21.91919192 40.08080808] ; [13.08080808 23.91919192],0
