Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,33.070237,[11 22] ; [48  4],[22.90588235 10.09411765] ; [36.09411765 15.90588235],1
s3,1,0.000191,13.918954,[12 21] ; [42 13],[20.25 12.75] ; [33.75 21.25],1
r1,1,0.004158,8.213333,[21 12] ; [49  6],[26.25  6.75] ; [43.75 11.25],0
p8,1,0.00539,7.743677,[22 12] ; [49  6],[27.12359551  6.87640449] ; [43.87640449 11.12359551],0
s2,1,0.006292,7.464688,[13 20] ; [38 17],[19.125 13.875] ; [31.875 23.125],0
r2,1,0.023353,5.142021,[27  6] ; [52  2],[29.96551724  3.03448276] ; [49.03448276  4.96551724],0
s6,1,0.030321,4.691014,[21  9] ; [48  6],[24.64285714  5.35714286] ; [44.35714286  9.64285714],0
p7,1,0.052883,3.747598,[23 10] ; [46  7],[26.47674419  6.52325581] ; [42.52325581 10.47674419],0
a3,1,0.056717,3.630876,[25  9] ; [49  6],[28.26966292  5.73033708] ; [45.73033708  9.26966292],0
p6,1,0.059894,3.540309,[15 18] ; [35 18],[19.18604651 13.81395349] ; [30.81395349 22.18604651],0
r4,1,0.063666,3.439219,[27  7] ; [51  4],[29.79775281  4.20224719] ; [48.20224719  6.79775281],0
b5,1,0.118791,2.433192,[20 14] ; [23 32],[16.42696629 17.57303371] ; [26.57303371 28.42696629],0
p9,1,0.121163,2.402216,[31  3] ; [54  1],[32.47191011  1.52808989] ; [52.52808989  2.47191011],0
v4,1,0.126322,2.337127,[29  4] ; [53  2],[30.75  2.25] ; [51.25  3.75],0
a6,1,0.142639,2.149252,[25  9] ; [32 23],[21.7752809 12.2247191] ; [35.2247191 19.7752809],0
v1,1,0.154027,2.03191,[19 12] ; [41 13],[21.88235294  9.11764706] ; [38.11764706 15.88235294],0
v3,1,0.165598,1.922344,[15 17] ; [33 20],[18.07058824 13.92941176] ; [29.92941176 23.07058824],0
p4,1,0.211894,1.558442,[27  6] ; [50  5],[28.875  4.125] ; [48.125  6.875],0
u1,1,0.21748,1.520925,[10 24] ; [10 45],[ 7.64044944 26.35955056] ; [12.35955056 42.64044944],0
p3,1,0.21748,1.520925,[24 10] ; [45 10],[26.35955056  7.64044944] ; [42.64044944 12.35955056],0
d5,1,0.233397,1.420042,[28  6] ; [50  5],[29.79775281  4.20224719] ; [48.20224719  6.79775281],0
s1,1,0.260913,1.263906,[ 1 33] ; [ 5 50],[ 2.29213483 31.70786517] ; [ 3.70786517 51.29213483],0
v2,1,0.267563,1.229196,[16 16] ; [33 20],[18.44705882 13.55294118] ; [30.55294118 22.44705882],0
n3,1,0.329114,0.952381,[2 4] ; [8 6],[3. 3.] ; [7. 7.],0
b4,1,0.344666,0.892998,[22 12] ; [30 25],[19.86516854 14.13483146] ; [32.13483146 22.86516854],0
d2,1,0.344666,0.892998,[22 12] ; [30 25],[19.86516854 14.13483146] ; [32.13483146 22.86516854],0
a2,1,0.353815,0.859726,[ 9 25] ; [10 45],[ 7.25842697 26.74157303] ; [11.74157303 43.25842697],0
a8,1,0.397721,0.715207,[ 3 26] ; [ 9 43],[ 4.2962963 24.7037037] ; [ 7.7037037 44.2962963],0
p1,1,0.41973,0.65107,[10 24] ; [12 43],[ 8.40449438 25.59550562] ; [13.59550562 41.40449438],0
a4,1,0.49225,0.471605,[18 16] ; [25 30],[16.42696629 17.57303371] ; [26.57303371 28.42696629],0
r3,1,0.512348,0.429268,[30  3] ; [52  3],[30.75  2.25] ; [51.25  3.75],0
a1,1,0.523127,0.407725,[ 6 28] ; [ 7 48],[ 4.96629213 29.03370787] ; [ 8.03370787 46.96629213],0
p10,1,0.527757,0.398709,[30  3] ; [51  3],[30.72413793  2.27586207] ; [50.27586207  3.72413793],0
n2,1,0.573138,0.31746,[4 2] ; [11  3],[4.5 1.5] ; [10.5  3.5],0
n5,1,0.596946,0.279626,[29  5] ; [49  6],[29.79775281  4.20224719] ; [48.20224719  6.79775281],0
n6,1,0.611034,0.258671,[31  2] ; [50  5],[30.375  2.625] ; [50.625  4.375],0
d3,1,0.615484,0.252266,[25  9] ; [43 12],[25.97752809  8.02247191] ; [42.02247191 12.97752809],0
u3,1,0.633553,0.227273,[7 2] ; [4 2],[6.6 2.4] ; [4.4 1.6],0
a7,1,0.682733,0.167066,[24 10] ; [41 14],[24.83146067  9.16853933] ; [40.16853933 14.83146067],0
n4,1,0.684363,0.165255,[30  4] ; [50  5],[30.56179775  3.43820225] ; [49.43820225  5.56179775],0
p12,1,0.754116,0.098105,[ 8 25] ; [15 40],[ 8.625 24.375] ; [14.375 40.625],0
d1,1,0.827305,0.047594,[24 10] ; [40 15],[24.4494382  9.5505618] ; [39.5505618 15.4494382],0
a5,1,0.890567,0.01893,[27  7] ; [43 12],[26.74157303  7.25842697] ; [43.25842697 11.74157303],0
b2,1,0.895806,0.017151,[12 13] ; [19 22],[11.74242424 13.25757576] ; [19.25757576 21.74242424],0
b3,1,0.895806,0.017151,[12 13] ; [19 22],[11.74242424 13.25757576] ; [19.25757576 21.74242424],0
s5,1,0.962438,0.002218,[20 11] ; [32 18],[19.90123457 11.09876543] ; [32.09876543 17.90123457],0
b1,1,0.964535,0.001977,[15 19] ; [24 31],[14.8988764 19.1011236] ; [24.1011236 30.8988764],0
p11,1,0.983388,0.000434,[29  5] ; [47  8],[29.03370787  4.96629213] ; [46.96629213  8.03370787],0
p2,1,1.0,0.0,[30  3] ; [50  5],[30.  3.] ; [50.  5.],0
u2,1,1.0,0.0,[6 3] ; [4 2],[6. 3.] ; [4. 2.],0
