Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,35.808247,[14 59] ; [101  64],[35.27310924 37.72689076] ; [79.72689076 85.27310924],1
s8,1,0.0,32.394052,[10 63] ; [88 78],[29.93305439 43.06694561] ; [68.06694561 97.93305439],1
s3,1,0.0,25.368717,[20 53] ; [103  61],[37.88607595 35.11392405] ; [85.11392405 78.88607595],1
s7,1,2e-06,22.323285,[14 55] ; [86 73],[30.26315789 38.73684211] ; [69.73684211 89.26315789],1
s5,1,3.6e-05,17.046062,[13 60] ; [74 87],[27.14102564 45.85897436] ; [ 59.85897436 101.14102564],1
p9,1,0.002628,9.049118,[55 17] ; [150  15],[62.27848101  9.72151899] ; [142.72151899  22.27848101],0
p6,1,0.002955,8.83488,[18 52] ; [75 86],[28.18181818 41.81818182] ; [64.81818182 96.18181818],0
d5,1,0.015414,5.868548,[50 23] ; [137  29],[57.11715481 15.88284519] ; [129.88284519  36.11715481],0
p10,1,0.015445,5.864974,[53 20] ; [139  23],[59.64255319 13.35744681] ; [132.35744681  29.64255319],0
r4,1,0.015945,5.808964,[57 16] ; [149  17],[62.92050209 10.07949791] ; [143.07949791  22.92050209],0
p7,1,0.019187,5.484413,[38 34] ; [110  50],[45.93103448 26.06896552] ; [102.06896552  57.93103448],0
r2,1,0.023252,5.149614,[64  9] ; [156   7],[68.05084746  4.94915254] ; [151.94915254  11.05084746],0
v4,1,0.025644,4.979893,[64  8] ; [158   6],[67.72881356  4.27118644] ; [154.27118644   9.72881356],0
d4,1,0.026278,4.937619,[52 21] ; [139  27],[58.33891213 14.66108787] ; [132.66108787  33.33891213],0
p4,1,0.030412,4.685867,[36 37] ; [106  59],[43.55462185 29.44537815] ; [98.44537815 66.55462185],0
n6,1,0.031414,4.630172,[52 20] ; [139  26],[58.02531646 13.97468354] ; [132.97468354  32.02531646],0
a8,1,0.036393,4.378612,[ 5 63] ; [ 27 121],[10.07407407 57.92592593] ; [ 21.92592593 126.07407407],0
r1,1,0.042688,4.10771,[52 20] ; [138  27],[57.72151899 14.27848101] ; [132.27848101  32.72151899],0
d1,1,0.043508,4.075554,[31 42] ; [94 72],[38.17991632 34.82008368] ; [86.82008368 79.17991632],0
s1,1,0.051822,3.781498,[ 5 68] ; [  3 158],[ 2.4957265 70.5042735] ; [  5.5042735 155.4957265],0
a7,1,0.052475,3.76055,[46 27] ; [125  41],[52.23012552 20.76987448] ; [118.76987448  47.23012552],0
n4,1,0.074129,3.189133,[49 24] ; [128  36],[54.51898734 18.48101266] ; [122.48101266  41.51898734],0
p5,1,0.095289,2.782679,[ 3 69] ; [ 18 148],[ 6.35294118 65.64705882] ; [ 14.64705882 151.35294118],0
r3,1,0.099841,2.708077,[65  7] ; [158   7],[67.74683544  4.25316456] ; [155.25316456   9.74683544],0
n2,1,0.10412,2.64127,[12  4] ; [33  3],[13.84615385  2.15384615] ; [31.15384615  4.84615385],0
s4,1,0.109525,2.561066,[10 63] ; [ 37 126],[14.53813559 58.46186441] ; [ 32.46186441 130.53813559],0
a2,1,0.12241,2.386208,[13 60] ; [ 45 121],[17.71548117 55.28451883] ; [ 40.28451883 125.71548117],0
u1,1,0.130688,2.284317,[ 9 64] ; [ 34 132],[13.13389121 59.86610879] ; [ 29.86610879 136.13389121],0
p1,1,0.132466,2.263369,[ 2 71] ; [ 13 152],[ 4.60084034 68.39915966] ; [ 10.39915966 154.60084034],0
b5,1,0.139439,2.184139,[42 31] ; [112  54],[47.0376569 25.9623431] ; [106.9623431  59.0376569],0
d3,1,0.142791,2.147617,[43 30] ; [114  52],[47.9539749 25.0460251] ; [109.0460251  56.9539749],0
b4,1,0.143102,2.144285,[37 36] ; [101  65],[42.15062762 30.84937238] ; [95.84937238 70.15062762],0
p8,1,0.24276,1.364495,[32 39] ; [87 76],[36.10683761 34.89316239] ; [82.89316239 80.10683761],0
a5,1,0.27795,1.177088,[51 22] ; [127  39],[54.36820084 18.63179916] ; [123.63179916  42.36820084],0
b3,1,0.281879,1.158006,[20 21] ; [45 70],[17.08333333 23.91666667] ; [47.91666667 67.08333333],0
b2,1,0.281879,1.158006,[20 21] ; [45 70],[17.08333333 23.91666667] ; [47.91666667 67.08333333],0
d2,1,0.384833,0.755205,[29 44] ; [76 90],[32.07112971 40.92887029] ; [72.92887029 93.07112971],0
u2,1,0.40856,0.682987,[ 8 11] ; [23 20],[9.5 9.5] ; [21.5 21.5],0
n5,1,0.427184,0.630467,[54 19] ; [129  35],[56.36708861 16.63291139] ; [126.63291139  37.36708861],0
a4,1,0.467464,0.527965,[31 42] ; [78 86],[33.57383966 39.42616034] ; [75.42616034 88.57383966],0
p2,1,0.52179,0.410353,[60 13] ; [141  24],[61.6512605 11.3487395] ; [139.3487395  25.6512605],0
n1,1,0.54789,0.361111,[7 9] ; [19 17],[8. 8.] ; [18. 18.],0
