Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000147,14.415778,[22  8] ; [26 53],[13.21100917 16.78899083] ; [34.78899083 44.21100917],1
d1,1,0.013121,6.152694,[22  8] ; [38 43],[16.21621622 13.78378378] ; [43.78378378 37.21621622],0
v1,1,0.022714,5.190244,[21  9] ; [37 44],[15.67567568 14.32432432] ; [42.32432432 38.67567568],0
a1,1,0.027773,4.842082,[ 3 27] ; [ 1 80],[ 1.08108108 28.91891892] ; [ 2.91891892 78.08108108],0
s8,1,0.030412,4.685836,[21  9] ; [38 43],[15.94594595 14.05405405] ; [43.05405405 37.94594595],0
s7,1,0.03388,4.500772,[23  7] ; [43 36],[18.16513761 11.83486239] ; [47.83486239 31.16513761],0
s6,1,0.038003,4.304869,[27  1] ; [63 16],[23.55140187  4.44859813] ; [66.44859813 12.55140187],0
a3,1,0.040241,4.207707,[25  5] ; [51 30],[20.54054054  9.45945946] ; [55.45945946 25.54054054],0
d4,1,0.042132,4.129899,[27  3] ; [58 23],[22.97297297  7.02702703] ; [62.02702703 18.97297297],0
u1,1,0.045617,3.995684,[ 9 21] ; [11 70],[ 5.40540541 24.59459459] ; [14.59459459 66.40540541],0
s3,1,0.057511,3.607741,[25  4] ; [55 26],[21.09090909  7.90909091] ; [58.90909091 22.09090909],0
s5,1,0.063381,3.44663,[19  9] ; [35 39],[14.82352941 13.17647059] ; [39.17647059 34.82352941],0
s2,1,0.063443,3.445007,[24  5] ; [52 29],[20.03636364  8.96363636] ; [55.96363636 25.03636364],0
p2,1,0.123611,2.370964,[28  2] ; [66 15],[25.40540541  4.59459459] ; [68.59459459 12.40540541],0
p3,1,0.131224,2.27796,[20 10] ; [41 40],[16.48648649 13.51351351] ; [44.51351351 36.48648649],0
p7,1,0.133157,2.25531,[23  6] ; [50 28],[19.78504673  9.21495327] ; [53.21495327 24.78504673],0
r1,1,0.134705,2.237426,[25  5] ; [56 25],[21.89189189  8.10810811] ; [59.10810811 21.89189189],0
a2,1,0.142118,2.15488,[ 9 21] ; [14 67],[ 6.21621622 23.78378378] ; [16.78378378 64.21621622],0
r3,1,0.148875,2.083742,[29  1] ; [69 10],[26.97247706  3.02752294] ; [71.02752294  7.97247706],0
d5,1,0.158404,1.989395,[26  4] ; [60 21],[23.24324324  6.75675676] ; [62.75675676 18.24324324],0
p10,1,0.173058,1.85625,[27  3] ; [63 17],[24.54545455  5.45454545] ; [65.45454545 14.54545455],0
p9,1,0.192097,1.701462,[28  2] ; [67 13],[25.90909091  4.09090909] ; [69.09090909 10.90909091],0
p5,1,0.2266,1.462074,[ 5 25] ; [ 7 74],[ 3.24324324 26.75675676] ; [ 8.75675676 72.24324324],0
p8,1,0.231829,1.429606,[20  9] ; [45 35],[17.29357798 11.70642202] ; [47.70642202 32.29357798],0
a4,1,0.235405,1.4079,[16 14] ; [33 48],[13.24324324 16.75675676] ; [35.75675676 45.24324324],0
p11,1,0.242541,1.365766,[26  4] ; [62 19],[23.78378378  6.21621622] ; [64.21621622 16.78378378],0
n4,1,0.242541,1.365766,[26  4] ; [62 19],[23.78378378  6.21621622] ; [64.21621622 16.78378378],0
d3,1,0.257926,1.279854,[23  7] ; [53 28],[20.54054054  9.45945946] ; [55.45945946 25.54054054],0
n3,1,0.2686,1.223885,[4 3] ; [18  5],[5.13333333 1.86666667] ; [16.86666667  6.13333333],0
