Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000243,13.465643,[ 4 60] ; [15 30],[11.1559633 52.8440367] ; [ 7.8440367 37.1559633],1
s2,1,0.002226,9.352902,[14 52] ; [22 23],[21.40540541 44.59459459] ; [14.59459459 30.40540541],0
v4,1,0.006272,7.470525,[47 17] ; [44  3],[52.46846847 11.53153153] ; [38.53153153  8.46846847],0
s7,1,0.006467,7.415396,[ 9 52] ; [17 28],[14.96226415 46.03773585] ; [11.03773585 33.96226415],0
r4,1,0.006794,7.326734,[39 27] ; [39  8],[45.55752212 20.44247788] ; [32.44247788 14.55752212],0
a7,1,0.008043,7.023809,[25 40] ; [30 17],[31.91964286 33.08035714] ; [23.08035714 23.91964286],0
s3,1,0.00874,6.875135,[25 41] ; [29 17],[31.82142857 34.17857143] ; [22.17857143 23.82142857],0
s4,1,0.009776,6.675187,[ 7 59] ; [14 33],[12.26548673 53.73451327] ; [ 8.73451327 38.26548673],0
n4,1,0.011267,6.42277,[33 32] ; [35 12],[39.46428571 25.53571429] ; [28.53571429 18.46428571],0
p10,1,0.01483,5.936544,[28 37] ; [30 15],[34.27272727 30.72727273] ; [23.72727273 21.27272727],0
r3,1,0.016425,5.756825,[47 17] ; [43  4],[51.89189189 12.10810811] ; [38.10810811  8.89189189],0
u2,1,0.027062,4.886847,[10 21] ; [16 10],[14.14035088 16.85964912] ; [11.85964912 14.14035088],0
p5,1,0.034801,4.454914,[ 1 64] ; [ 5 42],[ 3.48214286 61.51785714] ; [ 2.51785714 44.48214286],0
s8,1,0.036352,4.380499,[ 8 58] ; [13 34],[12.26548673 53.73451327] ; [ 8.73451327 38.26548673],0
u3,1,0.036707,4.363942,[11 20] ; [17 10],[14.96551724 16.03448276] ; [13.03448276 13.96551724],0
d3,1,0.051865,3.780129,[23 43] ; [25 22],[28.03539823 37.96460177] ; [19.96460177 27.03539823],0
r2,1,0.061448,3.497856,[49 16] ; [42  5],[52.8125 12.1875] ; [38.1875  8.8125],0
p2,1,0.078169,3.102566,[34 32] ; [32 15],[38.54867257 27.45132743] ; [27.45132743 19.54867257],0
p4,1,0.080743,3.049892,[13 52] ; [16 30],[16.98198198 48.01801802] ; [12.01801802 33.98198198],0
p9,1,0.082651,3.011993,[36 28] ; [34 13],[40.36036036 23.63963964] ; [29.63963964 17.36036036],0
b5,1,0.08834,2.90437,[30 36] ; [29 18],[34.46017699 31.53982301] ; [24.53982301 22.46017699],0
n6,1,0.097749,2.741892,[38 26] ; [35 12],[42.09009009 21.90990991] ; [30.90990991 16.09009009],0
b3,1,0.123789,2.368708,[19 24] ; [ 7 20],[15.97142857 27.02857143] ; [10.02857143 16.97142857],0
b2,1,0.123789,2.368708,[19 24] ; [ 7 20],[15.97142857 27.02857143] ; [10.02857143 16.97142857],0
