Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.002279,9.309766,[25  7] ; [14 20],[18.90909091 13.09090909] ; [20.09090909 13.90909091],0
r1,1,0.007703,7.101212,[30  2] ; [23 11],[25.6969697  6.3030303] ; [27.3030303  6.6969697],0
a2,1,0.01084,6.491387,[15 17] ; [ 6 28],[10.18181818 21.81818182] ; [10.81818182 23.18181818],0
s4,1,0.016875,5.709343,[ 4 28] ; [13 21],[ 8.24242424 23.75757576] ; [ 8.75757576 25.24242424],0
v3,1,0.022167,5.232653,[15 16] ; [ 7 26],[10.65625 20.34375] ; [11.34375 21.65625],0
a8,1,0.022945,5.172634,[ 6 20] ; [ 1 30],[ 3.19298246 22.80701754] ; [ 3.80701754 27.19298246],0
r4,1,0.029821,4.71959,[31  1] ; [27  7],[28.12121212  3.87878788] ; [29.87878788  4.12121212],0
s8,1,0.034275,4.480932,[20 11] ; [13 21],[15.73846154 15.26153846] ; [17.26153846 16.73846154],0
a4,1,0.079478,3.075551,[21 11] ; [15 19],[17.45454545 14.54545455] ; [18.54545455 15.45454545],0
a5,1,0.080585,3.05306,[26  6] ; [21 13],[22.78787879  9.21212121] ; [24.21212121  9.78787879],0
u2,1,0.081277,3.039183,[4 5] ; [9 2],[5.85 3.15] ; [7.15 3.85],0
s7,1,0.107299,2.593552,[23  6] ; [18 12],[20.15254237  8.84745763] ; [20.84745763  9.15254237],0
s6,1,0.130425,2.287439,[23  6] ; [21 13],[20.25396825  8.74603175] ; [23.74603175 10.25396825],0
b4,1,0.134796,2.236378,[20 12] ; [15 19],[16.96969697 15.03030303] ; [18.03030303 15.96969697],0
d5,1,0.136595,2.215909,[28  4] ; [24  9],[25.6  6.4] ; [26.4  6.6],0
a6,1,0.163541,1.941176,[24  8] ; [20 14],[21.33333333 10.66666667] ; [22.66666667 11.33333333],0
a7,1,0.181053,1.78896,[26  6] ; [22 11],[23.63076923  8.36923077] ; [24.36923077  8.63076923],0
