Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,29.259145,[69 32] ; [18 51],[51.68823529 49.31176471] ; [35.31176471 33.68823529],1
a4,1,0.007853,7.066705,[49 50] ; [20 49],[40.66071429 58.33928571] ; [28.33928571 40.66071429],0
n1,1,0.014995,5.917039,[20 19] ; [ 8 26],[14.95890411 24.04109589] ; [13.04109589 20.95890411],0
s7,1,0.025349,4.999864,[24 71] ; [ 7 57],[18.52201258 76.47798742] ; [12.47798742 51.52201258],0
u1,1,0.065777,3.385374,[15 86] ; [ 4 65],[11.28823529 89.71176471] ; [ 7.71176471 61.28823529],0
a8,1,0.122909,2.379855,[11 82] ; [ 3 61],[ 8.29299363 84.70700637] ; [ 5.70700637 58.29299363],0
b3,1,0.142733,2.148248,[22 40] ; [ 9 32],[18.66019417 43.33980583] ; [12.33980583 28.66019417],0
b2,1,0.142733,2.148248,[22 40] ; [ 9 32],[18.66019417 43.33980583] ; [12.33980583 28.66019417],0
a2,1,0.147338,2.0996,[22 79] ; [ 9 60],[18.41764706 82.58235294] ; [12.58235294 56.41764706],0
u3,1,0.150561,2.06656,[13 28] ; [15 16],[15.94444444 25.05555556] ; [12.05555556 18.94444444],0
a5,1,0.173616,1.851436,[59 42] ; [33 36],[54.65882353 46.34117647] ; [37.34117647 31.65882353],0
a1,1,0.180924,1.790018,[10 91] ; [ 3 66],[ 7.72352941 93.27647059] ; [ 5.27647059 63.72352941],0
d4,1,0.197739,1.658997,[65 34] ; [51 17],[68.76646707 30.23353293] ; [47.23353293 20.76646707],0
d5,1,0.199108,1.648906,[69 31] ; [41 28],[65.0887574 34.9112426] ; [44.9112426 24.0887574],0
n6,1,0.203353,1.618127,[62 38] ; [36 33],[57.98816568 42.01183432] ; [40.01183432 28.98816568],0
u2,1,0.215767,1.532301,[12 27] ; [14 17],[14.48571429 24.51428571] ; [11.51428571 19.48571429],0
p1,1,0.240247,1.379143,[ 9 90] ; [ 3 66],[ 7.07142857 91.92857143] ; [ 4.92857143 64.07142857],0
n2,1,0.257263,1.283425,[27 13] ; [18 15],[24.65753425 15.34246575] ; [20.34246575 12.65753425],0
a7,1,0.277202,1.180756,[62 38] ; [37 32],[58.57988166 41.42011834] ; [40.42011834 28.57988166],0
b1,1,0.304916,1.052568,[52 49] ; [30 39],[48.71764706 52.28235294] ; [33.28235294 35.71764706],0
b4,1,0.313533,1.015733,[62 39] ; [37 32],[58.81764706 42.18235294] ; [40.18235294 28.81764706],0
s1,1,0.320262,0.987874,[ 6 94] ; [ 7 62],[ 7.69230769 92.30769231] ; [ 5.30769231 63.69230769],0
r2,1,0.334207,0.932526,[82 17] ; [53 16],[79.55357143 19.44642857] ; [55.44642857 13.55357143],0
s4,1,0.336881,0.922266,[12 87] ; [12 57],[14.14285714 84.85714286] ; [ 9.85714286 59.14285714],0
d2,1,0.345142,0.891237,[47 51] ; [28 41],[44.01197605 53.98802395] ; [30.98802395 38.01197605],0
s3,1,0.366966,0.813913,[39 58] ; [23 46],[36.22891566 60.77108434] ; [25.77108434 43.22891566],0
p6,1,0.386032,0.751405,[20 79] ; [10 57],[17.89156627 81.10843373] ; [12.10843373 54.89156627],0
s5,1,0.398564,0.712654,[14 86] ; [13 56],[15.97633136 84.02366864] ; [11.02366864 57.97633136],0
p8,1,0.398857,0.71177,[22 77] ; [19 49],[24.30538922 74.69461078] ; [16.69461078 51.30538922],0
v1,1,0.406828,0.688052,[34 66] ; [19 49],[31.54761905 68.45238095] ; [21.45238095 46.54761905],0
v3,1,0.421323,0.646623,[24 73] ; [13 54],[21.88414634 75.11585366] ; [15.11585366 51.88414634],0
r3,1,0.42532,0.635568,[76 24] ; [56 13],[78.10650888 21.89349112] ; [53.89349112 15.10650888],0
r1,1,0.428453,0.627014,[64 36] ; [40 29],[61.53846154 38.46153846] ; [42.46153846 26.53846154],0
p2,1,0.49884,0.457403,[58 43] ; [36 33],[55.84705882 45.15294118] ; [38.15294118 30.84705882],0
a3,1,0.54247,0.370981,[60 39] ; [38 30],[58.09580838 40.90419162] ; [39.90419162 28.09580838],0
v2,1,0.557091,0.344766,[34 65] ; [26 41],[35.78313253 63.21686747] ; [24.21686747 42.78313253],0
p7,1,0.56045,0.338926,[39 61] ; [30 39],[40.82840237 59.17159763] ; [28.17159763 40.82840237],0
a6,1,0.572958,0.317758,[58 42] ; [37 32],[56.21301775 43.78698225] ; [38.78698225 30.21301775],0
b5,1,0.697761,0.150812,[63 38] ; [41 28],[61.78823529 39.21176471] ; [42.21176471 26.78823529],0
p4,1,0.749164,0.102235,[31 69] ; [23 46],[31.95266272 68.04733728] ; [22.04733728 46.95266272],0
s6,1,0.75293,0.099085,[39 62] ; [25 44],[38.02352941 62.97647059] ; [25.97647059 43.02352941],0
p9,1,0.778997,0.078751,[27 70] ; [20 47],[27.79878049 69.20121951] ; [19.20121951 47.79878049],0
s2,1,0.796595,0.066439,[24 77] ; [15 53],[23.30769231 77.69230769] ; [15.69230769 52.30769231],0
v4,1,0.796595,0.066439,[77 24] ; [53 15],[77.69230769 23.30769231] ; [52.30769231 15.69230769],0
p3,1,0.801268,0.063356,[27 74] ; [17 51],[26.29585799 74.70414201] ; [17.70414201 50.29585799],0
r4,1,0.832516,0.044722,[66 35] ; [44 25],[65.35294118 35.64705882] ; [44.64705882 24.35294118],0
d3,1,0.844837,0.038302,[55 45] ; [39 30],[55.62130178 44.37869822] ; [38.37869822 30.62130178],0
d1,1,0.851914,0.034848,[41 60] ; [29 40],[41.58823529 59.41176471] ; [28.41176471 40.58823529],0
p11,1,0.889629,0.019258,[45 56] ; [30 39],[44.55882353 56.44117647] ; [30.44117647 38.55882353],0
n3,1,0.902975,0.014861,[24 14] ; [21 13],[23.75 14.25] ; [21.25 12.75],0
