Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,4e-06,21.331669,[36 19] ; [35 87],[22.06214689 32.93785311] ; [48.93785311 73.06214689],1
r1,1,4.1e-05,16.806672,[47  9] ; [66 61],[34.57923497 21.42076503] ; [78.42076503 48.57923497],1
n4,1,0.000873,11.07917,[48  8] ; [78 50],[38.34782609 17.65217391] ; [87.65217391 40.34782609],1
r4,1,0.001301,10.341292,[51  5] ; [89 40],[42.37837838 13.62162162] ; [97.62162162 31.37837838],0
r2,1,0.006534,7.396856,[54  2] ; [104  24],[48.08695652  7.91304348] ; [109.91304348  18.08695652],0
v1,1,0.009184,6.786645,[32 23] ; [47 79],[24.00552486 30.99447514] ; [54.99447514 71.00552486],0
p1,1,0.012576,6.227806,[12 43] ; [ 11 118],[ 6.875 48.125] ; [ 16.125 112.875],0
p3,1,0.018115,5.585026,[29 26] ; [44 85],[21.82065217 33.17934783] ; [51.17934783 77.82065217],0
a5,1,0.022087,5.238934,[35 21] ; [57 72],[27.84864865 28.15135135] ; [64.15135135 64.84864865],0
d3,1,0.027099,4.884479,[19 37] ; [ 24 103],[13.15846995 42.84153005] ; [29.84153005 97.15846995],0
p5,1,0.030701,4.669619,[ 9 46] ; [  8 120],[ 5.10928962 49.89071038] ; [ 11.89071038 116.10928962],0
a3,1,0.031719,4.613623,[33 23] ; [53 74],[26.31693989 29.68306011] ; [59.68306011 67.31693989],0
s5,1,0.05661,3.634021,[16 39] ; [ 21 105],[11.24309392 43.75690608] ; [ 25.75690608 100.24309392],0
v4,1,0.065639,3.388849,[53  3] ; [108  19],[49.26775956  6.73224044] ; [111.73224044  15.26775956],0
s3,1,0.068101,3.328214,[30 23] ; [53 74],[24.43888889 28.56111111] ; [58.56111111 68.43888889],0
p8,1,0.073508,3.202907,[29 26] ; [48 77],[23.52777778 31.47222222] ; [53.47222222 71.52777778],0
s4,1,0.080337,3.058073,[ 6 49] ; [ 28 100],[10.21857923 44.78142077] ; [ 23.78142077 104.21857923],0
a7,1,0.083917,2.987354,[37 19] ; [67 61],[31.65217391 24.34782609] ; [72.34782609 55.65217391],0
p12,1,0.084605,2.974149,[ 5 50] ; [  4 125],[ 2.69021739 52.30978261] ; [  6.30978261 122.69021739],0
s7,1,0.093182,2.818531,[23 28] ; [39 84],[18.17241379 32.82758621] ; [43.82758621 79.17241379],0
p6,1,0.09915,2.719171,[20 35] ; [31 96],[15.41208791 39.58791209] ; [35.58791209 91.41208791],0
n5,1,0.1138,2.500643,[46 10] ; [91 37],[41.69565217 14.30434783] ; [95.30434783 32.69565217],0
p4,1,0.130076,2.291601,[31 24] ; [57 72],[26.30434783 28.69565217] ; [61.69565217 67.30434783],0
s6,1,0.142617,2.149491,[33 21] ; [62 64],[28.5 25.5] ; [66.5 59.5],0
b4,1,0.145627,2.117467,[33 23] ; [61 68],[28.45405405 27.54594595] ; [65.54594595 63.45405405],0
p10,1,0.197473,1.660969,[41 14] ; [81 44],[37.27777778 17.72222222] ; [84.72222222 40.27777778],0
n1,1,0.225269,1.470486,[5 3] ; [19 29],[3.42857143 4.57142857] ; [20.57142857 27.42857143],0
b3,1,0.267125,1.231452,[12 25] ; [17 58],[ 9.58035714 27.41964286] ; [19.41964286 55.58035714],0
b2,1,0.267125,1.231452,[12 25] ; [17 58],[ 9.58035714 27.41964286] ; [19.41964286 55.58035714],0
n6,1,0.278942,1.172238,[45 11] ; [94 35],[42.07567568 13.92432432] ; [96.92432432 32.07567568],0
a6,1,0.314764,1.010582,[34 22] ; [68 61],[30.87567568 25.12432432] ; [71.12432432 57.87567568],0
s2,1,0.318636,0.994536,[21 33] ; [40 88],[18.0989011 35.9010989] ; [42.9010989 85.0989011],0
p9,1,0.353602,0.86049,[42 13] ; [87 38],[39.41666667 15.58333333] ; [89.58333333 35.41666667],0
p2,1,0.379628,0.771907,[37 18] ; [95 34],[39.45652174 15.54347826] ; [92.54347826 36.45652174],0
a8,1,0.434193,0.611581,[ 4 48] ; [ 14 106],[ 5.44186047 46.55813953] ; [ 12.55813953 107.44186047],0
p11,1,0.434655,0.610353,[41 15] ; [87 42],[38.74594595 17.25405405] ; [89.25405405 39.74594595],0
r3,1,0.539104,0.377202,[48  8] ; [105  23],[46.56521739  9.43478261] ; [106.43478261  21.56521739],0
n3,1,0.622461,0.242424,[6 1] ; [38 11],[5.5 1.5] ; [38.5 10.5],0
a1,1,0.631167,0.230482,[ 2 54] ; [  3 126],[ 1.51351351 54.48648649] ; [  3.48648649 125.51351351],0
p7,1,0.637422,0.222129,[32 22] ; [71 57],[30.56043956 23.43956044] ; [72.43956044 55.56043956],0
d2,1,0.666642,0.185555,[11 45] ; [ 29 100],[12.10810811 43.89189189] ; [ 27.89189189 101.10810811],0
u3,1,0.709518,0.138759,[11 12] ; [33 43],[10.22222222 12.77777778] ; [33.77777778 42.22222222],0
u2,1,0.731661,0.117592,[10 13] ; [30 46],[ 9.29292929 13.70707071] ; [30.70707071 45.29292929],0
s8,1,0.762277,0.091501,[18 37] ; [39 89],[17.13114754 37.86885246] ; [39.86885246 88.13114754],0
s1,1,0.807988,0.05906,[ 4 51] ; [  8 119],[ 3.62637363 51.37362637] ; [  8.37362637 118.62637363],0
a2,1,0.811236,0.057041,[ 4 52] ; [  8 121],[ 3.63243243 52.36756757] ; [  8.36756757 120.63243243],0
u1,1,0.816578,0.0538,[ 1 55] ; [  3 126],[ 1.21081081 54.78918919] ; [  2.78918919 126.21081081],0
b1,1,0.867069,0.028017,[24 32] ; [57 72],[24.51891892 31.48108108] ; [56.48108108 72.51891892],0
b5,1,0.876682,0.02408,[31 25] ; [73 56],[31.48108108 24.51891892] ; [72.51891892 56.48108108],0
d5,1,0.932598,0.007153,[24 32] ; [54 74],[23.73913043 32.26086957] ; [54.26086957 73.73913043],0
a4,1,0.979508,0.00066,[12 44] ; [ 27 100],[11.93442623 44.06557377] ; [27.06557377 99.93442623],0
