Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,25.617136,[212  80] ; [42 53],[191.64857881 100.35142119] ; [62.35142119 32.64857881],1
r4,1,1e-06,23.469108,[246  47] ; [58 38],[228.97686375  64.02313625] ; [75.02313625 20.97686375],1
p10,1,2e-06,22.285224,[223  68] ; [48 46],[204.83376623  86.16623377] ; [66.16623377 27.83376623],1
p9,1,2e-06,22.283224,[231  55] ; [53 41],[213.74736842  72.25263158] ; [70.25263158 23.74736842],1
r3,1,3e-06,21.990458,[269  23] ; [71 25],[255.87628866  36.12371134] ; [84.12371134 11.87628866],1
v4,1,1.3e-05,19.0458,[269  23] ; [70 23],[257.11168831  34.88831169] ; [81.88831169 11.11168831],1
p11,1,1.8e-05,18.344226,[223  70] ; [51 45],[206.38046272  86.61953728] ; [67.61953728 28.38046272],1
n4,1,0.000724,11.426784,[207  85] ; [50 46],[193.41237113  98.58762887] ; [63.58762887 32.41237113],1
p2,1,0.001565,10.000763,[228  65] ; [59 37],[216.1722365  76.8277635] ; [70.8277635 25.1722365],0
a1,1,0.001717,9.830404,[  5 288] ; [ 8 88],[  9.79177378 283.20822622] ; [ 3.20822622 92.79177378],0
s6,1,0.002341,9.260962,[171 119] ; [39 56],[158.18181818 131.81818182] ; [51.81818182 43.18181818],0
b1,1,0.003208,8.685325,[103 190] ; [50 46],[115.24164524 177.75835476] ; [37.75835476 58.24164524],0
p8,1,0.009621,6.70367,[117 173] ; [24 70],[106.484375 183.515625] ; [34.515625 59.484375],0
r2,1,0.016733,5.724205,[261  29] ; [75 18],[254.41253264  35.58746736] ; [81.58746736 11.41253264],0
p3,1,0.045943,3.983681,[102 190] ; [23 73],[ 94.07216495 197.92783505] ; [30.92783505 65.07216495],0
a5,1,0.049689,3.85191,[200  93] ; [55 41],[192.06940874 100.93059126] ; [62.93059126 33.06940874],0
p4,1,0.061356,3.50034,[127 165] ; [31 64],[119.21447028 172.78552972] ; [38.78552972 56.21447028],0
s4,1,0.069547,3.29368,[ 57 234] ; [11 85],[ 51.13178295 239.86821705] ; [16.86821705 79.13178295],0
d5,1,0.079421,3.076716,[222  71] ; [64 32],[215.41902314  77.58097686] ; [70.58097686 25.41902314],0
u3,1,0.08037,3.057405,[50 59] ; [22 13],[54.5 54.5] ; [17.5 17.5],0
s2,1,0.087949,2.911522,[113 178] ; [28 68],[106.02325581 184.97674419] ; [34.97674419 61.02325581],0
