Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000117,14.846036,[26 20] ; [43  4],[34.12903226 11.87096774] ; [34.87096774 12.12903226],1
p9,1,0.00015,14.369124,[17 26] ; [37 10],[25.8 17.2] ; [28.2 18.8],1
p7,1,0.000368,12.686486,[10 34] ; [28 19],[18.37362637 25.62637363] ; [19.62637363 27.37362637],1
r4,1,0.000425,12.4184,[21 25] ; [38  9],[29.1827957 16.8172043] ; [29.8172043 17.1827957],1
p2,1,0.000504,12.10084,[20 25] ; [36  9],[28. 17.] ; [28. 17.],1
n2,1,0.001365,10.251838,[ 7 15] ; [10  1],[11.33333333 10.66666667] ; [5.66666667 5.33333333],0
v4,1,0.001452,10.138246,[28 18] ; [42  5],[34.62365591 11.37634409] ; [35.37634409 11.62365591],0
p8,1,0.0018,9.743461,[ 9 35] ; [24 22],[16.13333333 27.86666667] ; [16.86666667 29.13333333],0
p10,1,0.002073,9.483389,[14 29] ; [30 16],[21.25842697 21.74157303] ; [22.74157303 23.25842697],0
p4,1,0.011752,6.347879,[11 34] ; [23 23],[16.81318681 28.18681319] ; [17.18681319 28.81318681],0
n3,1,0.016283,5.772006,[10 11] ; [10  1],[13.125  7.875] ; [6.875 4.125],0
a2,1,0.017915,5.604405,[14 32] ; [ 5 42],[ 9.39784946 36.60215054] ; [ 9.60215054 37.39784946],0
v2,1,0.018739,5.525688,[15 29] ; [26 18],[20.5 23.5] ; [20.5 23.5],0
s8,1,0.031488,4.626146,[ 4 42] ; [12 35],[ 7.91397849 38.08602151] ; [ 8.08602151 38.91397849],0
p3,1,0.073423,3.204783,[ 9 36] ; [17 29],[12.85714286 32.14285714] ; [13.14285714 32.85714286],0
r1,1,0.110921,2.541056,[26 20] ; [34 13],[29.67741935 16.32258065] ; [30.32258065 16.67741935],0
b5,1,0.118948,2.431124,[23 23] ; [31 16],[26.70967742 19.29032258] ; [27.29032258 19.70967742],0
n1,1,0.12471,2.357143,[ 6 16] ; [6 5],[ 8. 14.] ; [4. 7.],0
p5,1,0.191903,1.70295,[ 1 43] ; [ 4 43],[ 2.41758242 41.58241758] ; [ 2.58241758 44.41758242],0
