Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.000741,11.383399,[13  2] ; [10 20],[7.66666667 7.33333333] ; [15.33333333 14.66666667],1
s8,1,0.001268,10.388285,[7 8] ; [ 2 29],[ 2.93478261 12.06521739] ; [ 6.06521739 24.93478261],0
r3,1,0.002979,8.82,[13  2] ; [12 18],[8.33333333 6.66666667] ; [16.66666667 13.33333333],0
p3,1,0.003418,8.569597,[8 7] ; [ 4 27],[ 3.91304348 11.08695652] ; [ 8.08695652 22.91304348],0
s2,1,0.003418,8.569597,[8 7] ; [ 4 27],[ 3.91304348 11.08695652] ; [ 8.08695652 22.91304348],0
p6,1,0.005832,7.601351,[6 9] ; [ 2 28],[ 2.66666667 12.33333333] ; [ 5.33333333 24.66666667],0
p4,1,0.005839,7.599334,[9 6] ; [ 6 25],[ 4.89130435 10.10869565] ; [10.10869565 20.89130435],0
u2,1,0.008401,6.945903,[5 2] ; [ 3 15],[2.24 4.76] ; [ 5.76 12.24],0
p8,1,0.010521,6.544471,[8 7] ; [ 5 25],[ 4.33333333 10.66666667] ; [ 8.66666667 21.33333333],0
r4,1,0.011848,6.333495,[7 8] ; [ 4 27],[ 3.58695652 11.41304348] ; [ 7.41304348 23.58695652],0
u3,1,0.022357,5.217782,[3 4] ; [ 1 17],[1.12 5.88] ; [ 2.88 15.12],0
s3,1,0.022791,5.184332,[8 7] ; [ 6 24],[ 4.66666667 10.33333333] ; [ 9.33333333 20.66666667],0
r1,1,0.027325,4.870141,[10  5] ; [10 21],[6.52173913 8.47826087] ; [13.47826087 17.52173913],0
v2,1,0.03193,4.602273,[7 8] ; [ 5 25],[ 4. 11.] ; [ 8. 22.],0
p7,1,0.04365,4.070046,[9 6] ; [ 9 22],[5.86956522 9.13043478] ; [12.13043478 18.86956522],0
s7,1,0.062853,3.460466,[5 8] ; [ 4 26],[ 2.72093023 10.27906977] ; [ 6.27906977 23.72093023],0
d5,1,0.073235,3.208979,[9 6] ; [10 21],[6.19565217 8.80434783] ; [12.80434783 18.19565217],0
p2,1,0.075171,3.166341,[10  5] ; [12 19],[7.17391304 7.82608696] ; [14.82608696 16.17391304],0
p10,1,0.087761,2.91498,[9 6] ; [10 20],[6.33333333 8.66666667] ; [12.66666667 17.33333333],0
a5,1,0.115808,2.473118,[10  5] ; [13 18],[7.5 7.5] ; [15.5 15.5],0
s5,1,0.166378,1.915279,[ 3 12] ; [ 2 29],[ 1.63043478 13.36956522] ; [ 3.36956522 27.63043478],0
p11,1,0.16976,1.885066,[8 7] ; [10 21],[5.86956522 9.13043478] ; [12.13043478 18.86956522],0
