Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,3e-06,21.873422,[ 3 22] ; [25  9],[11.86440678 13.13559322] ; [16.13559322 17.86440678],1
p2,1,5.8e-05,16.160742,[12 13] ; [32  2],[18.6440678  6.3559322] ; [25.3559322  8.6440678],1
p8,1,0.001281,10.370032,[ 6 19] ; [22 11],[12.06896552 12.93103448] ; [15.93103448 17.06896552],0
p4,1,0.002727,8.981401,[ 6 19] ; [21 12],[11.63793103 13.36206897] ; [15.36206897 17.63793103],0
s6,1,0.006797,7.325796,[10 14] ; [24  7],[14.83636364  9.16363636] ; [19.16363636 11.83636364],0
v1,1,0.011616,6.368593,[10 14] ; [26  9],[14.6440678  9.3559322] ; [21.3559322 13.6440678],0
p10,1,0.012383,6.255231,[14 11] ; [29  5],[18.22033898  6.77966102] ; [24.77966102  9.22033898],0
n6,1,0.017153,5.680672,[18  7] ; [33  2],[21.25  3.75] ; [29.75  5.25],0
s3,1,0.018857,5.5147,[ 7 18] ; [20 14],[11.44067797 13.55932203] ; [15.55932203 18.44067797],0
r4,1,0.021526,5.283697,[13 12] ; [28  7],[17.08333333  7.91666667] ; [23.91666667 11.08333333],0
s2,1,0.032509,4.571429,[ 6 19] ; [18 17],[10. 15.] ; [14. 21.],0
r3,1,0.039955,4.21978,[19  6] ; [33  2],[21.66666667  3.33333333] ; [30.33333333  4.66666667],0
v4,1,0.046499,3.963429,[18  7] ; [32  3],[20.83333333  4.16666667] ; [29.16666667  5.83333333],0
s8,1,0.053613,3.724694,[ 6 19] ; [17 18],[ 9.58333333 15.41666667] ; [13.41666667 21.58333333],0
s7,1,0.068833,3.310636,[ 8 17] ; [19 15],[11.44067797 13.55932203] ; [15.55932203 18.44067797],0
p9,1,0.085701,2.953326,[17  7] ; [31  4],[19.52542373  4.47457627] ; [28.47457627  6.52542373],0
p11,1,0.090089,2.872777,[15 10] ; [28  7],[17.91666667  7.08333333] ; [25.08333333  9.91666667],0
n5,1,0.090089,2.872777,[15 10] ; [28  7],[17.91666667  7.08333333] ; [25.08333333  9.91666667],0
v2,1,0.108778,2.571885,[13 11] ; [26  9],[15.86440678  8.13559322] ; [23.13559322 11.86440678],0
p6,1,0.110734,2.543714,[ 8 17] ; [17 15],[10.96491228 14.03508772] ; [14.03508772 17.96491228],0
p5,1,0.117948,2.444359,[ 1 24] ; [ 6 29],[ 2.91666667 22.08333333] ; [ 4.08333333 30.91666667],0
d1,1,0.12642,2.335929,[10 15] ; [21 14],[12.91666667 12.08333333] ; [18.08333333 16.91666667],0
b2,1,0.12871,2.307992,[8 4] ; [10 15],[5.83783784 6.16216216] ; [12.16216216 12.83783784],0
b3,1,0.12871,2.307992,[8 4] ; [10 15],[5.83783784 6.16216216] ; [12.16216216 12.83783784],0
a7,1,0.1311,2.279435,[19  6] ; [20 15],[16.25  8.75] ; [22.75 12.25],0
a1,1,0.19043,1.714286,[ 4 21] ; [ 2 33],[ 2.5 22.5] ; [ 3.5 31.5],0
d4,1,0.19768,1.659429,[19  6] ; [31  4],[20.83333333  4.16666667] ; [29.16666667  5.83333333],0
a6,1,0.236289,1.402597,[16  9] ; [17 18],[13.75 11.25] ; [19.25 15.75],0
n2,1,0.250829,1.318681,[4 4] ; [9 3],[5.2 2.8] ; [7.8 4.2],0
s5,1,0.335375,0.92803,[ 3 19] ; [ 8 25],[ 4.4 17.6] ; [ 6.6 26.4],0
d3,1,0.354539,0.857143,[15 10] ; [25 10],[16.66666667  8.33333333] ; [23.33333333 11.66666667],0
a5,1,0.484018,0.489796,[12 13] ; [20 15],[13.33333333 11.66666667] ; [18.66666667 16.33333333],0
n4,1,0.512691,0.428571,[19  6] ; [29  6],[20.  5.] ; [28.  7.],0
b4,1,0.526103,0.401914,[17  8] ; [21 14],[15.83333333  9.16666667] ; [22.16666667 12.83333333],0
p1,1,0.607565,0.263736,[ 4 21] ; [ 4 31],[ 3.33333333 21.66666667] ; [ 4.66666667 30.33333333],0
a2,1,0.607565,0.263736,[ 4 21] ; [ 4 31],[ 3.33333333 21.66666667] ; [ 4.66666667 30.33333333],0
r2,1,0.607565,0.263736,[21  4] ; [31  4],[21.66666667  3.33333333] ; [30.33333333  4.66666667],0
u2,1,0.614295,0.253968,[3 4] ; [5 4],[3.5 3.5] ; [4.5 4.5],0
u3,1,0.627477,0.235498,[2 5] ; [4 6],[2.47058824 4.52941176] ; [3.52941176 6.47058824],0
n1,1,0.678044,0.172336,[3 4] ; [4 8],[2.57894737 4.42105263] ; [4.42105263 7.57894737],0
n3,1,0.690328,0.15873,[6 2] ; [8 4],[5.6 2.4] ; [8.4 3.6],0
d2,1,0.693012,0.155844,[12 13] ; [15 20],[11.25 13.75] ; [15.75 19.25],0
d5,1,0.7108,0.13748,[19  6] ; [28  7],[19.58333333  5.41666667] ; [27.41666667  7.58333333],0
a4,1,0.711138,0.137143,[ 9 16] ; [11 24],[ 8.33333333 16.66666667] ; [11.66666667 23.33333333],0
p12,1,0.745012,0.10577,[ 1 24] ; [ 2 32],[ 1.27118644 23.72881356] ; [ 1.72881356 32.27118644],0
s4,1,0.797351,0.065934,[ 3 22] ; [ 5 30],[ 3.33333333 21.66666667] ; [ 4.66666667 30.33333333],0
u1,1,0.807903,0.059113,[ 1 24] ; [ 1 34],[ 0.83333333 24.16666667] ; [ 1.16666667 33.83333333],0
b5,1,0.822436,0.050361,[15 10] ; [22 13],[15.41666667  9.58333333] ; [21.58333333 13.41666667],0
b1,1,0.890831,0.018838,[ 9 16] ; [12 23],[ 8.75 16.25] ; [12.25 22.75],0
a8,1,0.920483,0.009965,[ 2 22] ; [ 3 30],[ 2.10526316 21.89473684] ; [ 2.89473684 30.10526316],0
