Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-05,17.421393,[ 4 12] ; [63 18],[11.05154639  4.94845361] ; [55.94845361 25.05154639],1
r3,1,0.000261,13.334705,[9 7] ; [74  7],[13.69072165  2.30927835] ; [69.30927835 11.69072165],1
r2,1,0.000313,12.993727,[8 7] ; [73  8],[12.65625  2.34375] ; [68.34375 12.65625],1
p2,1,0.005775,7.619048,[ 4 12] ; [50 30],[9. 7.] ; [45. 35.],0
n6,1,0.008099,7.011376,[ 3 13] ; [44 36],[7.83333333 8.16666667] ; [39.16666667 40.83333333],0
d5,1,0.020416,5.376,[9 7] ; [66 14],[12.5  3.5] ; [62.5 17.5],0
a6,1,0.02455,5.055323,[ 5 11] ; [50 31],[9.07216495 6.92783505] ; [45.92783505 35.07216495],0
p9,1,0.027773,4.842105,[ 4 12] ; [42 34],[8. 8.] ; [38. 38.],0
b3,1,0.032988,4.546409,[5 6] ; [ 5 29],[2.44444444 8.55555556] ; [ 7.55555556 26.44444444],0
b2,1,0.032988,4.546409,[5 6] ; [ 5 29],[2.44444444 8.55555556] ; [ 7.55555556 26.44444444],0
p10,1,0.074923,3.171723,[ 4 12] ; [38 39],[7.22580645 8.77419355] ; [34.77419355 42.22580645],0
a7,1,0.076309,3.141818,[8 8] ; [58 22],[11.  5.] ; [55. 25.],0
s1,1,0.09468,2.792942,[ 3 13] ; [ 5 76],[ 1.31958763 14.68041237] ; [ 6.68041237 74.31958763],0
d1,1,0.131822,2.270918,[ 6 10] ; [47 34],[8.74226804 7.25773196] ; [44.25773196 36.74226804],0
s5,1,0.132409,2.264033,[ 2 14] ; [23 51],[ 4.44444444 11.55555556] ; [20.55555556 53.44444444],0
s7,1,0.139196,2.186823,[ 2 12] ; [25 48],[4.34482759 9.65517241] ; [22.65517241 50.34482759],0
r1,1,0.170253,1.880716,[8 8] ; [55 26],[10.39175258  5.60824742] ; [52.60824742 28.39175258],0
s6,1,0.183747,1.767053,[ 6 10] ; [44 35],[8.42105263 7.57894737] ; [41.57894737 37.42105263],0
v2,1,0.2032,1.619223,[ 5 11] ; [37 39],[7.30434783 8.69565217] ; [34.69565217 41.30434783],0
s2,1,0.21472,1.539311,[ 5 11] ; [39 42],[7.25773196 8.74226804] ; [36.74226804 44.25773196],0
s3,1,0.235487,1.407407,[ 5 10] ; [40 40],[7.10526316 7.89473684] ; [37.89473684 42.10526316],0
d3,1,0.237333,1.396364,[9 7] ; [57 23],[11.  5.] ; [55. 25.],0
b5,1,0.28535,1.14143,[8 8] ; [52 29],[9.89690722 6.10309278] ; [50.10309278 30.89690722],0
p1,1,0.380073,0.770465,[ 2 14] ; [ 5 75],[ 1.16666667 14.83333333] ; [ 5.83333333 74.16666667],0
n4,1,0.404261,0.695615,[ 6 10] ; [22 59],[ 4.6185567 11.3814433] ; [23.3814433 57.6185567],0
p3,1,0.466369,0.530565,[7 9] ; [27 52],[ 5.72631579 10.27368421] ; [28.27368421 50.72631579],0
a2,1,0.495262,0.465075,[ 2 14] ; [16 65],[ 2.96907216 13.03092784] ; [15.03092784 65.96907216],0
n3,1,0.512902,0.428143,[4 3] ; [21  9],[4.72972973 2.27027027] ; [20.27027027  9.72972973],0
n1,1,0.589032,0.291859,[2 5] ; [ 6 25],[1.47368421 5.52631579] ; [ 6.52631579 24.47368421],0
b1,1,0.615626,0.252063,[9 7] ; [40 41],[8.08247423 7.91752577] ; [40.91752577 40.08247423],0
p4,1,0.665732,0.186635,[7 9] ; [30 49],[6.23157895 9.76842105] ; [30.76842105 48.23157895],0
s4,1,0.708814,0.139464,[ 4 12] ; [24 57],[ 4.6185567 11.3814433] ; [23.3814433 57.6185567],0
v1,1,0.723236,0.125413,[ 6 10] ; [26 53],[ 5.38947368 10.61052632] ; [26.61052632 52.38947368],0
a5,1,0.739655,0.11043,[10  6] ; [47 34],[9.40206186 6.59793814] ; [47.59793814 33.40206186],0
d2,1,0.747487,0.103655,[7 9] ; [39 42],[7.58762887 8.41237113] ; [38.41237113 42.58762887],0
u2,1,0.777525,0.079832,[3 3] ; [18 14],[3.31578947 2.68421053] ; [17.68421053 14.31578947],0
a3,1,0.780394,0.077733,[10  6] ; [47 33],[9.5 6.5] ; [47.5 32.5],0
p8,1,0.783225,0.07569,[ 5 11] ; [22 57],[ 4.54736842 11.45263158] ; [22.45263158 56.54736842],0
b4,1,0.809095,0.058368,[10  6] ; [48 33],[9.56701031 6.43298969] ; [48.43298969 32.56701031],0
v3,1,0.811975,0.056586,[ 4 11] ; [22 52],[ 4.38202247 10.61797753] ; [21.61797753 52.38202247],0
p7,1,0.851919,0.034846,[ 6 10] ; [32 48],[6.33333333 9.66666667] ; [31.66666667 48.33333333],0
p6,1,0.872924,0.025583,[ 3 13] ; [16 62],[ 3.23404255 12.76595745] ; [15.76595745 62.23404255],0
a4,1,0.880588,0.022567,[ 6 10] ; [32 49],[6.26804124 9.73195876] ; [31.73195876 49.26804124],0
d4,1,0.887909,0.019867,[13  3] ; [67 14],[13.19587629  2.80412371] ; [66.80412371 14.19587629],0
n2,1,0.911824,0.012263,[4 3] ; [17 14],[3.86842105 3.13157895] ; [17.13157895 13.86842105],0
