Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.3e-05,19.002166,[55 21] ; [13 29],[43.79661017 32.20338983] ; [24.20338983 17.79661017],1
v4,1,0.000969,10.885916,[73  3] ; [32 10],[67.62711864  8.37288136] ; [37.37288136  4.62711864],1
d4,1,0.000997,10.832367,[63 13] ; [23 19],[55.38983051 20.61016949] ; [30.61016949 11.38983051],1
a6,1,0.001007,10.814521,[51 25] ; [15 27],[42.50847458 33.49152542] ; [23.49152542 18.50847458],0
r3,1,0.002888,8.87662,[71  5] ; [31 11],[65.69491525 10.30508475] ; [36.30508475  5.69491525],0
r4,1,0.003448,8.553752,[65 11] ; [26 16],[58.61016949 17.38983051] ; [32.38983051  9.61016949],0
r2,1,0.006137,7.509628,[72  4] ; [32  9],[67.55555556  8.44444444] ; [36.44444444  4.55555556],0
p2,1,0.010487,6.55022,[51 25] ; [18 24],[44.44067797 31.55932203] ; [24.55932203 17.44067797],0
u1,1,0.012722,6.207303,[17 59] ; [ 2 40],[12.23728814 63.76271186] ; [ 6.76271186 35.23728814],0
p4,1,0.012723,6.207161,[40 35] ; [12 29],[33.62068966 41.37931034] ; [18.37931034 22.62068966],0
s1,1,0.01412,6.023031,[ 2 74] ; [ 6 35],[ 5.1965812 70.8034188] ; [ 2.8034188 38.1965812],0
d1,1,0.022365,5.217176,[42 34] ; [14 28],[36.06779661 39.93220339] ; [19.93220339 22.06779661],0
n3,1,0.022856,5.179414,[19  6] ; [5 8],[15.78947368  9.21052632] ; [8.21052632 4.78947368],0
b5,1,0.02653,4.921131,[52 24] ; [20 22],[46.37288136 29.62711864] ; [25.62711864 16.37288136],0
a2,1,0.034802,4.454876,[17 59] ; [ 3 39],[12.88135593 63.11864407] ; [ 7.11864407 34.88135593],0
b2,1,0.037956,4.307003,[17 28] ; [ 4 23],[13.125 31.875] ; [ 7.875 19.125],0
b3,1,0.037956,4.307003,[17 28] ; [ 4 23],[13.125 31.875] ; [ 7.875 19.125],0
p10,1,0.044671,4.031024,[26 49] ; [ 7 34],[21.3362069 53.6637931] ; [11.6637931 29.3362069],0
v2,1,0.04649,3.963752,[37 37] ; [13 29],[31.89655172 42.10344828] ; [18.10344828 23.89655172],0
n1,1,0.048642,3.887649,[13 11] ; [ 3 11],[10.10526316 13.89473684] ; [5.89473684 8.10526316],0
d5,1,0.055869,3.65597,[58 18] ; [25 17],[53.45762712 22.54237288] ; [29.54237288 12.45762712],0
a3,1,0.059916,3.539698,[48 28] ; [19 23],[43.15254237 32.84745763] ; [23.84745763 18.15254237],0
u3,1,0.111406,2.534161,[16 12] ; [ 8 15],[13.17647059 14.82352941] ; [10.82352941 12.17647059],0
p8,1,0.112635,2.516856,[29 47] ; [10 32],[25.11864407 50.88135593] ; [13.88135593 28.11864407],0
r1,1,0.118446,2.437754,[59 17] ; [27 15],[55.38983051 20.61016949] ; [30.61016949 11.38983051],0
n2,1,0.148731,2.085217,[19  5] ; [8 6],[17.05263158  6.94736842] ; [9.94736842 4.05263158],0
v1,1,0.186698,1.743487,[31 45] ; [12 30],[27.69491525 48.30508475] ; [15.30508475 26.69491525],0
s6,1,0.212594,1.553672,[42 33] ; [18 23],[38.79310345 36.20689655] ; [21.20689655 19.79310345],0
b1,1,0.225497,1.469039,[45 31] ; [20 22],[41.86440678 34.13559322] ; [23.13559322 18.86440678],0
