Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.733822,[ 3 10] ; [59 11],[9.71084337 3.28915663] ; [52.28915663 17.71084337],1
r3,1,3.9e-05,16.920355,[7 6] ; [66  4],[11.43373494  1.56626506] ; [61.56626506  8.43373494],1
p2,1,8.2e-05,15.522944,[ 2 10] ; [51 17],[7.95 4.05] ; [45.05 22.95],1
p10,1,0.000534,11.991774,[ 3 10] ; [49 18],[8.45 4.55] ; [43.55 23.45],1
r1,1,0.000674,11.560859,[5 8] ; [57 12],[9.82926829 3.17073171] ; [52.17073171 16.82926829],1
p9,1,0.001082,10.682366,[4 9] ; [52 16],[8.98765432 4.01234568] ; [47.01234568 20.98765432],0
p1,1,0.004895,7.917859,[ 3 10] ; [ 2 68],[ 0.78313253 12.21686747] ; [ 4.21686747 65.78313253],0
p7,1,0.005418,7.734502,[ 2 11] ; [38 28],[6.58227848 6.41772152] ; [33.41772152 32.58227848],0
a1,1,0.013294,6.129611,[ 2 11] ; [ 1 69],[ 0.46987952 12.53012048] ; [ 2.53012048 67.46987952],0
s2,1,0.018829,5.517289,[ 2 11] ; [35 34],[5.86585366 7.13414634] ; [31.13414634 37.86585366],0
a4,1,0.038743,4.272088,[10  3] ; [32 38],[6.57831325 6.42168675] ; [35.42168675 34.57831325],0
p11,1,0.040517,4.19609,[4 9] ; [43 27],[7.36144578 5.63855422] ; [39.63855422 30.36144578],0
a6,1,0.080178,3.061291,[6 7] ; [49 20],[8.7195122 4.2804878] ; [46.2804878 22.7195122],0
a7,1,0.080508,3.054611,[7 6] ; [54 16],[9.55421687 3.44578313] ; [51.44578313 18.55421687],0
s6,1,0.08786,2.913152,[5 8] ; [44 25],[7.76829268 5.23170732] ; [41.23170732 27.76829268],0
v1,1,0.090615,2.863405,[ 3 10] ; [33 35],[5.77777778 7.22222222] ; [30.22222222 37.77777778],0
b1,1,0.119362,2.425667,[9 4] ; [32 38],[6.42168675 6.57831325] ; [34.57831325 35.42168675],0
s4,1,0.144967,2.124428,[4 9] ; [10 60],[ 2.19277108 10.80722892] ; [11.80722892 58.19277108],0
b5,1,0.148005,2.092697,[6 7] ; [47 23],[8.30120482 4.69879518] ; [44.69879518 25.30120482],0
d5,1,0.180713,1.79175,[12  1] ; [68  1],[12.68292683  0.31707317] ; [67.31707317  1.68292683],0
r2,1,0.184516,1.76087,[10  2] ; [65  4],[11.11111111  0.88888889] ; [63.88888889  5.11111111],0
b2,1,0.198112,1.65624,[5 5] ; [13 32],[3.27272727 6.72727273] ; [14.72727273 30.27272727],0
b3,1,0.198112,1.65624,[5 5] ; [13 32],[3.27272727 6.72727273] ; [14.72727273 30.27272727],0
p4,1,0.203007,1.62061,[4 9] ; [34 34],[6.09876543 6.90123457] ; [31.90123457 36.09876543],0
s3,1,0.210253,1.569681,[5 8] ; [39 29],[7.0617284 5.9382716] ; [36.9382716 31.0617284],0
v3,1,0.340067,0.910179,[ 2 10] ; [19 44],[3.36 8.64] ; [17.64 45.36],0
b4,1,0.413368,0.669094,[7 6] ; [46 24],[8.30120482 4.69879518] ; [44.69879518 25.30120482],0
a3,1,0.423849,0.63962,[11  2] ; [52 18],[9.86746988 3.13253012] ; [53.13253012 16.86746988],0
n4,1,0.4445,0.584638,[8 5] ; [35 35],[6.73493976 6.26506024] ; [36.26506024 33.73493976],0
p3,1,0.457872,0.551091,[4 9] ; [28 39],[5.2 7.8] ; [26.8 40.2],0
v2,1,0.476046,0.507907,[6 7] ; [37 28],[7.16666667 5.83333333] ; [35.83333333 29.16666667],0
p6,1,0.483685,0.490544,[ 2 10] ; [17 48],[2.96103896 9.03896104] ; [16.03896104 48.96103896],0
n1,1,0.500184,0.454545,[4 4] ; [ 8 14],[3.2 4.8] ; [ 8.8 13.2],0
n3,1,0.500184,0.454545,[4 4] ; [14  8],[4.8 3.2] ; [13.2  8.8],0
s7,1,0.536262,0.382513,[3 8] ; [24 41],[3.90789474 7.09210526] ; [23.09210526 41.90789474],0
d3,1,0.579303,0.307363,[11  2] ; [62  7],[11.57317073  1.42682927] ; [61.42682927  7.57317073],0
n2,1,0.591507,0.287997,[4 4] ; [14  9],[4.64516129 3.35483871] ; [13.35483871  9.64516129],0
n5,1,0.593297,0.285226,[4 9] ; [27 43],[4.85542169 8.14457831] ; [26.14457831 43.85542169],0
s5,1,0.642743,0.215172,[4 9] ; [16 49],[3.33333333 9.66666667] ; [16.66666667 48.33333333],0
p5,1,0.803784,0.061729,[ 1 12] ; [ 4 64],[ 0.80246914 12.19753086] ; [ 4.19753086 63.80246914],0
s1,1,0.8144,0.055109,[ 1 12] ; [ 4 63],[ 0.8125 12.1875] ; [ 4.1875 62.8125],0
a5,1,0.840797,0.04035,[10  3] ; [52 18],[9.71084337 3.28915663] ; [52.28915663 17.71084337],0
a2,1,0.872475,0.025765,[4 9] ; [20 50],[3.75903614 9.24096386] ; [20.24096386 49.75903614],0
