Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,36.925776,[36 51] ; [87 17],[56.02617801 30.97382199] ; [66.97382199 37.02617801],1
p7,1,0.000711,11.459602,[58 27] ; [91 12],[67.36702128 17.63297872] ; [81.63297872 21.36702128],1
p6,1,0.001126,10.607833,[26 62] ; [54 48],[37.05263158 50.94736842] ; [42.94736842 59.05263158],0
p11,1,0.01266,6.216006,[68 20] ; [94 10],[74.25 13.75] ; [87.75 16.25],0
p5,1,0.015881,5.81605,[ 8 79] ; [23 81],[14.12041885 72.87958115] ; [16.87958115 87.12041885],0
n4,1,0.025461,4.992288,[54 33] ; [80 24],[61.03664921 25.96335079] ; [72.96335079 31.03664921],0
p12,1,0.025985,4.957043,[ 3 83] ; [13 91],[ 7.24210526 78.75789474] ; [ 8.75789474 95.24210526],0
a5,1,0.031203,4.641758,[44 44] ; [68 36],[51.33333333 36.66666667] ; [60.66666667 43.33333333],0
v2,1,0.057769,3.600299,[36 47] ; [58 43],[42.40217391 40.59782609] ; [51.59782609 49.40217391],0
p10,1,0.087338,2.922759,[68 18] ; [90 12],[72.27659574 13.72340426] ; [85.72340426 16.27659574],0
s1,1,0.087494,2.919878,[ 6 81] ; [  2 102],[ 3.64397906 83.35602094] ; [ 4.35602094 99.64397906],0
a6,1,0.121552,2.397214,[47 41] ; [67 37],[52.25 35.75] ; [61.75 42.25],0
r4,1,0.135554,2.227719,[70 18] ; [91 13],[73.79166667 14.20833333] ; [87.20833333 16.79166667],0
r3,1,0.150113,2.071097,[79  9] ; [99  5],[81.58333333  6.41666667] ; [96.41666667  7.58333333],0
r1,1,0.167319,1.906799,[58 30] ; [78 26],[62.33333333 25.66666667] ; [73.66666667 30.33333333],0
v3,1,0.170666,1.877082,[26 60] ; [41 62],[30.48677249 55.51322751] ; [36.51322751 66.48677249],0
a3,1,0.177529,1.81819,[40 47] ; [58 46],[44.63874346 42.36125654] ; [53.36125654 50.63874346],0
p1,1,0.177867,1.815359,[ 7 79] ; [15 89],[ 9.95789474 76.04210526] ; [12.04210526 91.95789474],0
n5,1,0.230721,1.436411,[60 27] ; [79 24],[63.64736842 23.35263158] ; [75.35263158 27.64736842],0
s7,1,0.249199,1.327791,[37 49] ; [50 47],[40.8852459 45.1147541] ; [46.1147541 50.8852459],0
n6,1,0.250843,1.318602,[68 19] ; [88 16],[71.05759162 15.94240838] ; [84.94240838 19.05759162],0
a8,1,0.252932,1.307038,[13 67] ; [10 86],[10.45454545 69.54545455] ; [12.54545455 83.45454545],0
d3,1,0.273114,1.201038,[39 49] ; [38 66],[35.29166667 52.70833333] ; [41.70833333 62.29166667],0
u1,1,0.298075,1.082788,[ 4 84] ; [  2 102],[ 2.75 85.25] ; [  3.25 100.75],0
u3,1,0.300795,1.070664,[20 27] ; [24 21],[22.47826087 24.52173913] ; [21.52173913 23.47826087],0
b5,1,0.306826,1.044289,[53 35] ; [55 49],[49.5 38.5] ; [58.5 45.5],0
s5,1,0.325185,0.967979,[24 61] ; [35 65],[27.10810811 57.89189189] ; [31.89189189 68.10810811],0
p9,1,0.343952,0.895646,[72 14] ; [92 12],[74.23157895 11.76842105] ; [89.76842105 14.23157895],0
a4,1,0.368275,0.809477,[17 70] ; [26 78],[19.58638743 67.41361257] ; [23.41361257 80.58638743],0
n2,1,0.385223,0.753968,[20  4] ; [10  4],[18.94736842  5.05263158] ; [11.05263158  2.94736842],0
b2,1,0.402881,0.699709,[12 32] ; [21 39],[13.96153846 30.03846154] ; [19.03846154 40.96153846],0
b3,1,0.402881,0.699709,[12 32] ; [21 39],[13.96153846 30.03846154] ; [19.03846154 40.96153846],0
u2,1,0.403796,0.696991,[23 25] ; [26 20],[25.0212766 22.9787234] ; [23.9787234 22.0212766],0
v1,1,0.468479,0.525561,[38 47] ; [52 52],[40.47619048 44.52380952] ; [49.52380952 54.47619048],0
a1,1,0.532403,0.389804,[ 2 86] ; [  4 100],[ 2.75 85.25] ; [  3.25 100.75],0
r2,1,0.535807,0.383367,[76 11] ; [92 10],[77.33333333  9.66666667] ; [90.66666667 11.33333333],0
s3,1,0.586208,0.296305,[42 43] ; [55 48],[43.85638298 41.14361702] ; [53.14361702 49.85638298],0
d4,1,0.597951,0.278097,[50 38] ; [63 41],[51.79166667 36.20833333] ; [61.20833333 42.79166667],0
b1,1,0.613656,0.254885,[37 51] ; [40 64],[35.29166667 52.70833333] ; [41.70833333 62.29166667],0
a7,1,0.627442,0.235545,[61 27] ; [68 35],[59.43455497 28.56544503] ; [69.56544503 33.43455497],0
s8,1,0.643684,0.213956,[31 57] ; [40 64],[32.54166667 55.45833333] ; [38.45833333 65.54166667],0
s6,1,0.659999,0.193525,[55 28] ; [70 31],[56.38586957 26.61413043] ; [68.61413043 32.38586957],0
n3,1,0.675319,0.175443,[17  7] ; [9 5],[16.42105263  7.57894737] ; [9.57894737 4.42105263],0
s4,1,0.684082,0.165568,[13 73] ; [18 86],[14.03157895 71.96842105] ; [16.96842105 87.03157895],0
a2,1,0.703756,0.144594,[ 4 84] ; [ 6 98],[ 4.58333333 83.41666667] ; [ 5.41666667 98.58333333],0
p2,1,0.791874,0.069631,[75 12] ; [91 13],[75.61256545 11.38743455] ; [90.38743455 13.61256545],0
s2,1,0.82892,0.046693,[39 48] ; [45 59],[38.2617801 48.7382199] ; [45.7382199 58.2617801],0
n1,1,0.858733,0.031679,[11 13] ; [6 8],[10.73684211 13.26315789] ; [6.26315789 7.73684211],0
b4,1,0.865084,0.028868,[48 40] ; [58 46],[48.58333333 39.41666667] ; [57.41666667 46.58333333],0
d5,1,0.942154,0.005265,[47 41] ; [55 49],[46.75 41.25] ; [55.25 48.75],0
v4,1,0.946704,0.004468,[80  6] ; [97  7],[80.11578947  5.88421053] ; [96.88421053  7.11578947],0
d2,1,0.969772,0.001436,[10 78] ; [12 92],[10.08333333 77.91666667] ; [11.91666667 92.08333333],0
