Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,72.46623,[ 1 58] ; [107  54],[28.96363636 30.03636364] ; [79.03636364 81.96363636],1
d5,1,0.0,65.57895,[20 39] ; [142  19],[43.44545455 15.55454545] ; [118.55454545  42.44545455],1
a3,1,0.0,36.934113,[23 36] ; [131  30],[41.3 17.7] ; [112.7  48.3],1
a5,1,0.0,30.475488,[23 36] ; [126  35],[39.95909091 19.04090909] ; [109.04090909  51.95909091],1
p9,1,1.3e-05,19.057716,[34 23] ; [138  21],[45.38888889 11.61111111] ; [126.61111111  32.38888889],1
r3,1,1.5e-05,18.782203,[42 17] ; [150  11],[51.49090909  7.50909091] ; [140.50909091  20.49090909],1
p10,1,5.2e-05,16.372311,[32 25] ; [131  27],[43.21395349 13.78604651] ; [119.78604651  38.21395349],1
d2,1,9.9e-05,15.161053,[17 42] ; [93 66],[29.7706422 29.2293578] ; [80.2293578 78.7706422],1
v2,1,0.000146,14.426463,[15 40] ; [89 67],[27.10900474 27.89099526] ; [76.89099526 79.10900474],1
d3,1,0.000173,14.107771,[13 46] ; [81 80],[25.20909091 33.79090909] ; [68.79090909 92.20909091],1
a4,1,0.000492,12.146288,[14 44] ; [81 79],[25.27522936 32.72477064] ; [69.72477064 90.27522936],1
s2,1,0.001612,9.945944,[17 41] ; [86 75],[27.27853881 30.72146119] ; [75.72146119 85.27853881],0
r1,1,0.002177,9.394345,[33 26] ; [124  37],[42.10454545 16.89545455] ; [114.89545455  46.10454545],0
r4,1,0.002747,8.9683,[38 21] ; [134  27],[46.12727273 12.87272727] ; [125.87272727  35.12727273],0
v1,1,0.00294,8.844138,[20 38] ; [90 67],[29.6744186 28.3255814] ; [80.3255814 76.6744186],0
p2,1,0.004066,8.25415,[38 21] ; [129  27],[45.82790698 13.17209302] ; [121.17209302  34.82790698],0
s8,1,0.00526,7.787674,[19 40] ; [86 75],[28.15909091 30.84090909] ; [76.84090909 84.15909091],0
p11,1,0.011504,6.385804,[38 21] ; [130  31],[45.05454545 13.94545455] ; [122.94545455  38.05454545],0
n6,1,0.01506,5.909464,[43 16] ; [138  21],[48.98623853 10.01376147] ; [132.01376147  26.98623853],0
p7,1,0.022936,5.173338,[28 31] ; [100  55],[35.28971963 23.71028037] ; [92.71028037 62.28971963],0
s5,1,0.024496,5.059198,[13 43] ; [62 93],[19.90521327 36.09478673] ; [55.09478673 99.90521327],0
b2,1,0.026877,4.89871,[13 29] ; [57 55],[19.09090909 22.90909091] ; [50.90909091 61.09090909],0
b3,1,0.026877,4.89871,[13 29] ; [57 55],[19.09090909 22.90909091] ; [50.90909091 61.09090909],0
p3,1,0.030438,4.684372,[22 37] ; [85 73],[29.0921659 29.9078341] ; [77.9078341 80.0921659],0
s7,1,0.033434,4.523423,[24 32] ; [92 63],[30.78672986 25.21327014] ; [85.21327014 69.78672986],0
p4,1,0.049714,3.851079,[25 34] ; [90 67],[31.41203704 27.58796296] ; [83.58796296 73.41203704],0
a6,1,0.057261,3.614992,[30 29] ; [ 59 102],[23.86818182 35.13181818] ; [65.13181818 95.86818182],0
v3,1,0.074407,3.183017,[18 38] ; [72 85],[23.66197183 32.33802817] ; [66.33802817 90.66197183],0
p1,1,0.080597,3.052824,[ 8 51] ; [ 10 150],[ 4.84931507 54.15068493] ; [ 13.15068493 146.84931507],0
s1,1,0.080804,3.04866,[ 5 52] ; [  5 155],[ 2.62672811 54.37327189] ; [  7.37327189 152.62672811],0
s6,1,0.099554,2.712671,[31 26] ; [104  52],[36.12676056 20.87323944] ; [98.87323944 57.12676056],0
s3,1,0.105774,2.616253,[27 30] ; [95 64],[32.19444444 24.80555556] ; [89.80555556 69.19444444],0
p8,1,0.116738,2.460554,[23 36] ; [79 76],[28.12149533 30.87850467] ; [73.87850467 81.12149533],0
r2,1,0.118605,2.435641,[48 10] ; [142  15],[51.25581395  6.74418605] ; [138.74418605  18.25581395],0
s4,1,0.130197,2.290152,[14 45] ; [ 24 136],[10.23744292 48.76255708] ; [ 27.76255708 132.23744292],0
p6,1,0.145386,2.120002,[16 42] ; [59 95],[20.51886792 37.48113208] ; [54.48113208 99.51886792],0
u3,1,0.186635,1.743984,[10 26] ; [13 17],[12.54545455 23.45454545] ; [10.45454545 19.54545455],0
b4,1,0.212049,1.557384,[36 23] ; [83 78],[31.91363636 27.08636364] ; [87.08636364 73.91363636],0
