Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,51.659635,[3 6] ; [253  13],[8.37818182 0.62181818] ; [247.62181818  18.37818182],1
r2,1,4.3e-05,16.752273,[6 3] ; [254  10],[8.57142857 0.42857143] ; [251.42857143  12.57142857],1
r1,1,0.001506,10.070755,[4 5] ; [225  41],[7.49454545 1.50545455] ; [221.50545455  44.49454545],0
d4,1,0.001947,9.598685,[4 5] ; [222  42],[7.45054945 1.54945055] ; [218.54945055  45.45054945],0
s6,1,0.002704,8.997024,[3 6] ; [198  59],[6.80075188 2.19924812] ; [194.19924812  62.80075188],0
s3,1,0.016633,5.734725,[2 7] ; [164 101],[5.45255474 3.54744526] ; [160.54744526 104.45255474],0
p9,1,0.028755,4.782217,[6 3] ; [238  27],[8.01459854 0.98540146] ; [235.98540146  29.01459854],0
s8,1,0.039923,4.221151,[2 7] ; [150 114],[5.01098901 3.98901099] ; [146.98901099 117.01098901],0
b1,1,0.047689,3.920913,[7 2] ; [118 148],[4.09090909 4.90909091] ; [120.90909091 145.09090909],0
a7,1,0.073342,3.206586,[4 5] ; [190  74],[6.3956044 2.6043956] ; [187.6043956  76.3956044],0
p3,1,0.11879,2.433198,[4 5] ; [183  82],[6.14233577 2.85766423] ; [180.85766423  84.14233577],0
n1,1,0.131076,2.27971,[4 2] ; [16 30],[2.30769231 3.69230769] ; [17.69230769 28.30769231],0
s5,1,0.145161,2.122377,[2 7] ; [119 135],[4.14068441 4.85931559] ; [116.85931559 137.14068441],0
p11,1,0.188115,1.732319,[6 3] ; [222  44],[7.46181818 1.53818182] ; [220.53818182  45.46181818],0
n4,1,0.188115,1.732319,[6 3] ; [222  44],[7.46181818 1.53818182] ; [220.53818182  45.46181818],0
a6,1,0.192647,1.697255,[4 5] ; [173  91],[5.83516484 3.16483516] ; [171.16483516  92.83516484],0
n6,1,0.253122,1.305988,[7 2] ; [236  27],[8.04044118 0.95955882] ; [234.95955882  28.04044118],0
v2,1,0.253765,1.302456,[7 2] ; [154 108],[5.34686347 3.65313653] ; [155.65313653 106.34686347],0
a2,1,0.286342,1.13674,[1 8] ; [ 72 194],[2.38909091 6.61090909] ; [ 70.61090909 195.38909091],0
d1,1,0.286387,1.136528,[4 5] ; [165 101],[5.53090909 3.46909091] ; [163.46909091 102.53090909],0
d2,1,0.288469,1.126752,[3 6] ; [136 129],[4.56569343 4.43430657] ; [134.43430657 130.56569343],0
s2,1,0.344907,0.892108,[4 5] ; [160 106],[5.36727273 3.63272727] ; [158.63272727 107.36727273],0
s4,1,0.360802,0.835101,[3 6] ; [ 54 207],[1.9 7.1] ; [ 55.1 205.9],0
u3,1,0.363121,0.827071,[1 2] ; [43 29],[1.76 1.24] ; [42.24 29.76],0
p10,1,0.366809,0.814445,[7 2] ; [232  32],[7.87912088 1.12087912] ; [231.12087912  32.87912088],0
b5,1,0.382608,0.762305,[4 5] ; [157 109],[5.26909091 3.73090909] ; [155.73090909 110.26909091],0
b4,1,0.395591,0.721686,[4 5] ; [156 110],[5.23636364 3.76363636] ; [154.76363636 111.23636364],0
u1,1,0.429073,0.625332,[1 8] ; [ 59 207],[1.96363636 7.03636364] ; [ 58.03636364 207.96363636],0
s7,1,0.478503,0.502272,[4 4] ; [159  96],[4.9581749 3.0418251] ; [158.0418251  96.9581749],0
b2,1,0.519039,0.415803,[4 3] ; [77 95],[3.16759777 3.83240223] ; [77.83240223 94.16759777],0
b3,1,0.519039,0.415803,[4 3] ; [77 95],[3.16759777 3.83240223] ; [77.83240223 94.16759777],0
n2,1,0.547041,0.362646,[5 1] ; [33 13],[4.38461538 1.61538462] ; [33.61538462 12.38461538],0
p4,1,0.624884,0.239062,[8 1] ; [219  46],[7.45620438 1.54379562] ; [219.54379562  45.45620438],0
v1,1,0.637901,0.221497,[5 4] ; [167  97],[5.67032967 3.32967033] ; [166.32967033  97.67032967],0
a3,1,0.649497,0.206535,[6 3] ; [194  70],[6.59340659 2.40659341] ; [193.40659341  70.59340659],0
a4,1,0.652293,0.203022,[5 4] ; [127 138],[4.33576642 4.66423358] ; [127.66423358 137.33576642],0
d3,1,0.713897,0.134415,[6 3] ; [190  73],[6.48529412 2.51470588] ; [189.51470588  73.48529412],0
d5,1,0.76231,0.091475,[7 2] ; [215  48],[7.34558824 1.65441176] ; [214.65441176  48.34558824],0
u2,1,0.773967,0.082478,[2 1] ; [42 30],[1.76 1.24] ; [42.24 29.76],0
a5,1,0.820934,0.051231,[7 2] ; [198  68],[6.70909091 2.29090909] ; [198.29090909  67.70909091],0
n3,1,0.82242,0.05037,[4 2] ; [32 13],[4.23529412 1.76470588] ; [31.76470588 13.23529412],0
p12,1,0.851539,0.035027,[1 8] ; [ 35 229],[1.18681319 7.81318681] ; [ 34.81318681 229.18681319],0
p8,1,0.854576,0.033593,[7 2] ; [199  66],[6.76642336 2.23357664] ; [199.23357664  65.76642336],0
p2,1,0.862884,0.029827,[8 1] ; [241  25],[8.14909091 0.85090909] ; [240.85090909  25.14909091],0
v3,1,0.898519,0.016264,[4 5] ; [110 150],[3.81412639 5.18587361] ; [110.18587361 149.81412639],0
p5,1,0.932587,0.007155,[2 7] ; [ 56 210],[1.89818182 7.10181818] ; [ 56.10181818 209.89818182],0
