Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,79.780646,[356   9] ; [44 22],[338.74709977  26.25290023] ; [61.25290023  4.74709977],1
r2,1,1e-06,24.635507,[356   6] ; [55  9],[349.25352113  12.74647887] ; [61.74647887  2.25352113],1
v4,1,1e-06,23.373976,[356   8] ; [56 10],[348.7627907  15.2372093] ; [63.2372093  2.7627907],1
u1,1,0.000158,14.271288,[109 256] ; [ 5 61],[ 96.54292343 268.45707657] ; [17.45707657 48.54292343],1
a2,1,0.00055,11.936525,[135 230] ; [10 56],[122.79582367 242.20417633] ; [22.20417633 43.79582367],1
p7,1,0.00059,11.807044,[255  98] ; [33 32],[243.215311 109.784689] ; [44.784689 20.215311],1
r3,1,0.000753,11.354126,[358   4] ; [61  5],[354.38785047   7.61214953] ; [64.61214953  1.38785047],1
a5,1,0.004226,8.184101,[320  45] ; [49 17],[312.49419954  52.50580046] ; [56.50580046  9.49419954],0
a6,1,0.017932,5.602735,[276  87] ; [41 25],[268.23076923  94.76923077] ; [48.76923077 17.23076923],0
n4,1,0.01948,5.457896,[312  52] ; [49 17],[305.59069767  58.40930233] ; [55.40930233 10.59069767],0
p2,1,0.019822,5.427495,[322  41] ; [50 14],[316.24355972  46.75644028] ; [55.75644028  8.24355972],0
a8,1,0.022944,5.172756,[ 51 272] ; [ 3 59],[ 45.3038961 277.6961039] ; [ 8.6961039 53.3038961],0
p8,1,0.02717,4.880006,[218 140] ; [29 34],[210.03800475 147.96199525] ; [36.96199525 26.03800475],0
n6,1,0.02923,4.754031,[329  34] ; [53 12],[323.98598131  39.01401869] ; [58.01401869  6.98598131],0
a7,1,0.040307,4.204929,[285  79] ; [44 22],[278.50232558  85.49767442] ; [50.49767442 15.50232558],0
b4,1,0.065075,3.403078,[216 149] ; [47 19],[222.7262181 142.2737819] ; [40.2737819 25.7262181],0
a4,1,0.081495,3.034822,[213 151] ; [31 35],[206.54883721 157.45116279] ; [37.45116279 28.54883721],0
d3,1,0.099158,2.719039,[324  40] ; [54 12],[319.98139535  44.01860465] ; [58.01860465  7.98139535],0
p12,1,0.101307,2.684842,[ 41 321] ; [ 3 62],[ 37.30210773 324.69789227] ; [ 6.69789227 58.30210773],0
p4,1,0.11437,2.492769,[253 109] ; [39 26],[247.55035129 114.44964871] ; [44.44964871 20.55035129],0
n5,1,0.151804,2.054025,[297  66] ; [49 17],[292.76923077  70.23076923] ; [53.23076923 12.76923077],0
p10,1,0.155677,2.015727,[323  39] ; [54 11],[319.61124122  42.38875878] ; [57.38875878  7.61124122],0
s7,1,0.180619,1.792521,[192 161] ; [29 35],[187.08153477 165.91846523] ; [33.91846523 30.08153477],0
s3,1,0.207831,1.586473,[213 143] ; [34 32],[208.36966825 147.63033175] ; [38.63033175 27.36966825],0
b3,1,0.227988,1.453371,[104 138] ; [15 30],[100.34146341 141.65853659] ; [18.65853659 26.34146341],0
b2,1,0.227988,1.453371,[104 138] ; [15 30],[100.34146341 141.65853659] ; [18.65853659 26.34146341],0
v1,1,0.2852,1.142145,[214 140] ; [33 29],[210.1875 143.8125] ; [36.8125 25.1875],0
a1,1,0.321542,0.982664,[ 17 348] ; [ 5 61],[ 18.63109049 346.36890951] ; [ 3.36890951 62.63109049],0
