Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,28.925146,[23 35] ; [78 17],[38.2875817 19.7124183] ; [62.7124183 32.2875817],1
n6,1,0.002767,8.954969,[33 26] ; [74 20],[41.26143791 17.73856209] ; [65.73856209 28.26143791],0
v3,1,0.015696,5.836655,[10 48] ; [33 60],[16.51655629 41.48344371] ; [26.48344371 66.51655629],0
p1,1,0.024863,5.033386,[ 2 57] ; [14 81],[ 6.12987013 52.87012987] ; [ 9.87012987 85.12987013],0
v2,1,0.032261,4.584566,[15 41] ; [40 50],[21.09589041 34.90410959] ; [33.90410959 56.09589041],0
n1,1,0.037416,4.331387,[ 5 17] ; [14 13],[ 8.53061224 13.46938776] ; [10.46938776 16.53061224],0
p10,1,0.0503,3.831427,[32 27] ; [65 28],[37.65131579 21.34868421] ; [59.34868421 33.65131579],0
p3,1,0.053761,3.720096,[13 46] ; [35 60],[18.38961039 40.61038961] ; [29.61038961 65.38961039],0
r2,1,0.063762,3.436723,[43 16] ; [80 14],[47.43137255 11.56862745] ; [75.56862745 18.43137255],0
b2,1,0.070351,3.274818,[ 6 22] ; [27 39],[ 9.82978723 18.17021277] ; [23.17021277 42.82978723],0
b3,1,0.070351,3.274818,[ 6 22] ; [27 39],[ 9.82978723 18.17021277] ; [23.17021277 42.82978723],0
p7,1,0.076027,3.147851,[34 22] ; [43 51],[28.74666667 27.25333333] ; [48.25333333 45.74666667],0
s7,1,0.077437,3.117884,[13 44] ; [33 57],[17.83673469 39.16326531] ; [28.16326531 61.83673469],0
a5,1,0.091728,2.843786,[21 38] ; [47 48],[26.05194805 32.94805195] ; [41.94805195 53.05194805],0
r1,1,0.11662,2.462132,[31 28] ; [62 33],[35.62987013 23.37012987] ; [57.37012987 37.62987013],0
v1,1,0.138538,2.194125,[21 38] ; [44 48],[25.39735099 33.60264901] ; [39.60264901 52.39735099],0
a6,1,0.142396,2.151873,[27 32] ; [55 40],[31.41558442 27.58441558] ; [50.58441558 44.41558442],0
s6,1,0.163164,1.944653,[20 39] ; [43 52],[24.13636364 34.86363636] ; [38.86363636 56.13636364],0
p12,1,0.176747,1.824767,[ 1 58] ; [ 6 88],[ 2.69934641 56.30065359] ; [ 4.30065359 89.69934641],0
r4,1,0.196346,1.669351,[37 22] ; [69 26],[40.61038961 18.38961039] ; [65.38961039 29.61038961],0
u2,1,0.201067,1.634604,[16 13] ; [18 27],[13.32432432 15.67567568] ; [20.67567568 24.32432432],0
s3,1,0.266488,1.234737,[25 34] ; [48 45],[28.33552632 30.66447368] ; [44.66447368 48.33552632],0
s4,1,0.27772,1.178213,[ 9 50] ; [ 9 86],[ 6.8961039 52.1038961] ; [11.1038961 83.8961039],0
p8,1,0.302917,1.061307,[21 37] ; [42 52],[24.03947368 33.96052632] ; [38.96052632 55.03947368],0
b5,1,0.308323,1.037847,[36 23] ; [50 45],[32.94805195 26.05194805] ; [53.05194805 41.94805195],0
a8,1,0.326004,0.964708,[ 8 47] ; [ 8 79],[ 6.1971831 48.8028169] ; [ 9.8028169 77.1971831],0
p11,1,0.386063,0.751305,[37 22] ; [66 29],[39.46103896 19.53896104] ; [63.53896104 31.46103896],0
b1,1,0.392584,0.730922,[29 30] ; [40 55],[26.43506494 32.56493506] ; [42.56493506 52.43506494],0
p6,1,0.409807,0.67936,[12 46] ; [25 69],[14.11842105 43.88157895] ; [22.88157895 71.11842105],0
v4,1,0.458374,0.549862,[46 12] ; [79 15],[47.69736842 10.30263158] ; [77.30263158 16.69736842],0
p9,1,0.480694,0.497288,[38 21] ; [65 28],[39.98026316 19.01973684] ; [63.01973684 29.98026316],0
d4,1,0.486012,0.485343,[29 29] ; [42 53],[26.91503268 31.08496732] ; [44.08496732 50.91503268],0
a4,1,0.491587,0.473051,[10 49] ; [20 73],[11.64473684 47.35526316] ; [18.35526316 74.64473684],0
a2,1,0.576083,0.31261,[ 3 56] ; [ 7 88],[ 3.83116883 55.16883117] ; [ 6.16883117 88.83116883],0
d3,1,0.580686,0.305126,[25 34] ; [36 59],[23.37012987 35.62987013] ; [37.62987013 57.37012987],0
p5,1,0.582703,0.301886,[ 3 55] ; [ 7 87],[ 3.81578947 54.18421053] ; [ 6.18421053 87.81578947],0
b4,1,0.584242,0.299427,[29 30] ; [51 44],[30.64935065 28.35064935] ; [49.35064935 45.64935065],0
n2,1,0.586211,0.2963,[17  5] ; [19  8],[16.16326531  5.83673469] ; [19.83673469  7.16326531],0
a1,1,0.587427,0.29438,[ 2 57] ; [ 5 90],[ 2.68181818 56.31818182] ; [ 4.31818182 90.68181818],0
r3,1,0.605448,0.266857,[47 12] ; [78 16],[48.20261438 10.79738562] ; [76.79738562 17.20261438],0
d2,1,0.606791,0.264874,[11 48] ; [21 74],[12.25974026 46.74025974] ; [19.74025974 75.25974026],0
p4,1,0.609878,0.260353,[22 36] ; [40 55],[23.50326797 34.49673203] ; [38.49673203 56.50326797],0
u3,1,0.625598,0.238077,[13 16] ; [18 28],[11.98666667 17.01333333] ; [19.01333333 26.98666667],0
u1,1,0.626099,0.237388,[ 2 57] ; [ 2 93],[ 1.53246753 57.46753247] ; [ 2.46753247 92.53246753],0
a7,1,0.638155,0.221163,[30 29] ; [52 43],[31.41558442 27.58441558] ; [50.58441558 44.41558442],0
a3,1,0.670834,0.180628,[29 30] ; [49 44],[30.27631579 28.72368421] ; [47.72368421 45.27631579],0
s8,1,0.719679,0.128801,[14 45] ; [25 70],[14.94155844 44.05844156] ; [24.05844156 70.94155844],0
