Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,63.10259,[106  20] ; [102 147],[69.888 56.112] ; [138.112 110.888],1
p4,1,0.0,44.781373,[99 29] ; [105 150],[68.17754569 59.82245431] ; [135.82245431 119.17754569],1
p8,1,0.0,43.820377,[91 37] ; [ 90 165],[60.49086162 67.50913838] ; [120.50913838 134.49086162],1
p3,1,5e-06,20.91829,[75 53] ; [ 87 168],[54.14099217 73.85900783] ; [107.85900783 147.14099217],1
s7,1,5e-06,20.831433,[74 50] ; [ 84 158],[53.53005464 70.46994536] ; [104.46994536 137.53005464],1
s5,1,1.7e-05,18.539086,[56 66] ; [ 60 191],[37.94101877 84.05898123] ; [ 78.05898123 172.94101877],1
p2,1,1.9e-05,18.293036,[116  12] ; [182  73],[99.5926893 28.4073107] ; [198.4073107  56.5926893],1
s8,1,4e-05,16.85879,[65 62] ; [ 76 180],[46.75456919 80.24543081] ; [ 94.24543081 161.75456919],1
p5,1,0.000197,13.859711,[ 24 104] ; [ 16 236],[ 13.47368421 114.52631579] ; [ 26.52631579 225.47368421],1
d1,1,0.000792,11.25892,[81 47] ; [116 141],[65.4961039 62.5038961] ; [131.5038961 125.4961039],1
s6,1,0.001086,10.674286,[90 32] ; [143 111],[75.60106383 46.39893617] ; [157.39893617  96.60106383],0
p9,1,0.001557,10.010164,[110  18] ; [179  72],[97.60422164 30.39577836] ; [191.39577836  59.60422164],0
p10,1,0.001859,9.683718,[105  22] ; [171  82],[92.24210526 34.75789474] ; [183.75789474  69.24210526],0
r3,1,0.003478,8.537881,[122   5] ; [222  35],[113.77083333  13.22916667] ; [230.22916667  26.77083333],0
r4,1,0.004365,8.125327,[121   7] ; [217  40],[112.37402597  15.62597403] ; [225.62597403  31.37402597],0
r1,1,0.004855,7.932677,[106  22] ; [177  78],[94.57963446 33.42036554] ; [188.42036554  66.57963446],0
p1,1,0.005335,7.76233,[ 20 108] ; [ 17 237],[ 12.39790576 115.60209424] ; [ 24.60209424 229.39790576],0
b2,1,0.005626,7.666369,[39 44] ; [ 43 106],[29.3362069 53.6637931] ; [52.6637931 96.3362069],0
b3,1,0.005626,7.666369,[39 44] ; [ 43 106],[29.3362069 53.6637931] ; [52.6637931 96.3362069],0
n6,1,0.00713,7.239819,[112  16] ; [194  62],[102.  26.] ; [204.  52.],0
s2,1,0.007255,7.208643,[72 56] ; [106 148],[59.64397906 68.35602094] ; [118.35602094 135.64397906],0
d3,1,0.009454,6.734914,[91 35] ; [150 106],[79.4921466 46.5078534] ; [161.5078534  94.4921466],0
p11,1,0.011355,6.408864,[102  26] ; [173  84],[91.42857143 36.57142857] ; [183.57142857  73.42857143],0
v4,1,0.01271,6.209069,[126   2] ; [235  20],[120.64751958   7.35248042] ; [240.35248042  14.64751958],0
n4,1,0.017463,5.649232,[104  24] ; [179  77],[94.33333333 33.66666667] ; [188.66666667  67.33333333],0
d4,1,0.020739,5.348579,[105  22] ; [184  72],[95.83028721 31.16971279] ; [193.16971279  62.83028721],0
a4,1,0.021521,5.284128,[65 62] ; [ 99 156],[54.52356021 72.47643979] ; [109.47643979 145.52356021],0
s4,1,0.046781,3.953249,[33 90] ; [ 46 210],[25.63852243 97.36147757] ; [ 53.36147757 202.63852243],0
b5,1,0.084987,2.96685,[69 59] ; [162  95],[76.8 51.2] ; [154.2 102.8],0
n5,1,0.089113,2.890323,[100  28] ; [179  77],[93. 35.] ; [186.  70.],0
s3,1,0.094233,2.800536,[77 50] ; [131 123],[69.33333333 57.66666667] ; [138.66666667 115.33333333],0
a6,1,0.100572,2.696457,[73 55] ; [168  88],[80.33333333 47.66666667] ; [160.66666667  95.33333333],0
b4,1,0.103639,2.648635,[63 65] ; [149 108],[70.48311688 57.51688312] ; [141.51688312 115.48311688],0
p12,1,0.122177,2.389189,[  9 118] ; [  9 246],[  5.98429319 121.01570681] ; [ 12.01570681 242.98429319],0
d5,1,0.150118,2.07105,[101  25] ; [188  68],[95.32460733 30.67539267] ; [193.67539267  62.32460733],0
a5,1,0.204803,1.607785,[90 38] ; [164  93],[84.44675325 43.55324675] ; [169.55324675  87.44675325],0
n2,1,0.252073,1.311781,[24  7] ; [53 27],[21.5045045  9.4954955] ; [55.4954955 24.5045045],0
a3,1,0.264587,1.244597,[88 39] ; [162  93],[83.11518325 43.88481675] ; [166.88481675  88.11518325],0
b1,1,0.292489,1.108128,[59 69] ; [104 153],[54.19220779 73.80779221] ; [108.80779221 148.19220779],0
d2,1,0.38001,0.77067,[62 66] ; [111 143],[57.96858639 70.03141361] ; [115.03141361 138.96858639],0
v3,1,0.431334,0.619229,[ 27 101] ; [ 44 204],[ 24.17021277 103.82978723] ; [ 46.82978723 201.17021277],0
v1,1,0.436854,0.604533,[53 74] ; [ 94 156],[49.5198939 77.4801061] ; [ 97.4801061 152.5198939],0
u1,1,0.455036,0.558078,[ 20 108] ; [ 33 224],[ 17.62077922 110.37922078] ; [ 35.37922078 221.62077922],0
s1,1,0.545784,0.364925,[  6 120] ; [ 16 238],[  7.29473684 118.70526316] ; [ 14.70526316 239.29473684],0
a2,1,0.572723,0.318148,[ 27 101] ; [ 48 209],[ 24.93506494 103.06493506] ; [ 50.06493506 206.93506494],0
a7,1,0.590699,0.289254,[83 44] ; [175  82],[85.328125 41.671875] ; [172.671875  84.328125],0
u2,1,0.596146,0.280847,[22 18] ; [47 47],[20.59701493 19.40298507] ; [48.40298507 45.59701493],0
n1,1,0.693286,0.155551,[14 17] ; [32 46],[13.08256881 17.91743119] ; [32.91743119 45.08256881],0
u4,1,0.746964,0.1041,[  2 126] ; [  3 254],[  1.66233766 126.33766234] ; [  3.33766234 253.66233766],0
a8,1,0.770979,0.084736,[ 14 104] ; [ 26 214],[ 13.18435754 104.81564246] ; [ 26.81564246 213.18435754],0
a1,1,0.854578,0.033592,[  6 122] ; [ 11 246],[  5.65194805 122.34805195] ; [ 11.34805195 245.65194805],0
n3,1,0.876416,0.024185,[19 11] ; [50 27],[19.34579439 10.65420561] ; [49.65420561 27.34579439],0
u3,1,0.963346,0.002112,[24 16] ; [56 38],[23.88059701 16.11940299] ; [56.11940299 37.88059701],0
