Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,29.781915,[78 62] ; [19 76],[57.78723404 82.21276596] ; [39.21276596 55.78723404],1
v1,1,9e-06,19.660131,[106  35] ; [44 50],[90. 51.] ; [60. 34.],1
a7,1,0.009457,6.734428,[111  32] ; [59 36],[102.14285714  40.85714286] ; [67.85714286 27.14285714],0
b4,1,0.011025,6.461225,[95 49] ; [47 48],[85.55648536 58.44351464] ; [56.44351464 38.55648536],0
a6,1,0.018738,5.52578,[99 43] ; [52 43],[90.47257384 51.52742616] ; [60.52742616 34.47257384],0
p9,1,0.03104,4.650772,[136   7] ; [83 12],[131.58403361  11.41596639] ; [87.41596639  7.58403361],0
u1,1,0.031177,4.643217,[ 40 104] ; [15 80],[ 33.13807531 110.86192469] ; [21.86192469 73.13807531],0
v4,1,0.049548,3.856697,[135   9] ; [94  1],[137.9748954   6.0251046] ; [91.0251046  3.9748954],0
b5,1,0.082849,3.008106,[92 52] ; [50 45],[85.55648536 58.44351464] ; [56.44351464 38.55648536],0
p12,1,0.083782,2.989964,[ 25 118] ; [ 9 86],[ 20.42857143 122.57142857] ; [13.57142857 81.42857143],0
d2,1,0.094208,2.800953,[85 58] ; [46 49],[78.71008403 64.28991597] ; [52.28991597 42.71008403],0
p3,1,0.098127,2.735732,[102  41] ; [58 37],[96.13445378 46.86554622] ; [63.86554622 31.13445378],0
s4,1,0.111526,2.532468,[ 28 115] ; [26 65],[ 33. 110.] ; [21. 70.],0
n3,1,0.121418,2.39893,[19  6] ; [12 10],[16.4893617  8.5106383] ; [14.5106383  7.4893617],0
p11,1,0.125737,2.344358,[113  31] ; [82 13],[117.48953975  26.51046025] ; [77.51046025 17.48953975],0
b1,1,0.144826,2.125917,[56 88] ; [46 49],[61.45606695 82.54393305] ; [40.54393305 54.45606695],0
p10,1,0.159648,1.977559,[130  13] ; [79 14],[126.63983051  16.36016949] ; [82.36016949 10.63983051],0
a2,1,0.185124,1.756,[ 43 101] ; [21 74],[ 38.56066946 105.43933054] ; [25.43933054 69.56066946],0
p2,1,0.191225,1.708157,[122  22] ; [86  9],[125.32217573  18.67782427] ; [82.67782427 12.32217573],0
p1,1,0.210563,1.567554,[ 16 127] ; [16 79],[ 19.22689076 123.77310924] ; [12.77310924 82.22689076],0
a5,1,0.210796,1.565953,[116  28] ; [70 25],[112.06694561  31.93305439] ; [73.93305439 21.06694561],0
n6,1,0.219833,1.505464,[130  11] ; [83 12],[127.25847458  13.74152542] ; [85.74152542  9.25847458],0
a8,1,0.22929,1.445263,[ 22 108] ; [10 80],[ 18.90909091 111.09090909] ; [13.09090909 76.90909091],0
n5,1,0.266399,1.235196,[122  21] ; [75 19],[118.8649789  24.1350211] ; [78.1350211 15.8649789],0
a3,1,0.268317,1.225332,[110  33] ; [67 28],[106.3487395  36.6512605] ; [70.6512605 24.3487395],0
u2,1,0.270832,1.212529,[24 10] ; [16 12],[21.93548387 12.06451613] ; [18.06451613  9.93548387],0
a1,1,0.273112,1.201052,[ 15 129] ; [ 6 89],[ 12.65271967 131.34728033] ; [ 8.34728033 86.65271967],0
p8,1,0.285812,1.139243,[97 45] ; [71 24],[100.65822785  41.34177215] ; [67.34177215 27.65822785],0
s3,1,0.359617,0.839231,[97 46] ; [69 25],[100.16033755  42.83966245] ; [65.83966245 28.16033755],0
u4,1,0.385904,0.75181,[  6 138] ; [ 2 93],[  4.82008368 139.17991632] ; [ 3.17991632 91.82008368],0
s5,1,0.395628,0.721575,[68 69] ; [52 42],[71.16883117 65.83116883] ; [48.83116883 45.16883117],0
n4,1,0.43506,0.609277,[125  19] ; [79 16],[122.91213389  21.08786611] ; [81.08786611 13.91213389],0
d4,1,0.435769,0.607397,[128  15] ; [81 13],[126.10548523  16.89451477] ; [82.89451477 11.10548523],0
s7,1,0.449774,0.571222,[98 38] ; [62 30],[95.43859649 40.56140351] ; [64.56140351 27.43859649],0
a4,1,0.455179,0.557723,[71 73] ; [51 43],[73.81512605 70.18487395] ; [48.18487395 45.81512605],0
s1,1,0.487525,0.481983,[  5 139] ; [ 5 89],[  6.05042017 137.94957983] ; [ 3.94957983 90.05042017],0
d5,1,0.566113,0.329229,[124  19] ; [79 15],[122.48523207  20.51476793] ; [80.51476793 13.48523207],0
r3,1,0.593959,0.284204,[141   3] ; [91  3],[140.3697479   3.6302521] ; [91.6302521  2.3697479],0
b3,1,0.598928,0.276616,[38 53] ; [29 34],[39.59090909 51.40909091] ; [27.40909091 35.59090909],0
b2,1,0.598928,0.276616,[38 53] ; [29 34],[39.59090909 51.40909091] ; [27.40909091 35.59090909],0
s8,1,0.644974,0.212296,[93 50] ; [59 36],[91.32773109 51.67226891] ; [60.67226891 34.32773109],0
d1,1,0.653358,0.201693,[98 46] ; [62 33],[96.40167364 47.59832636] ; [63.59832636 31.40167364],0
r1,1,0.689692,0.159419,[120  24] ; [81 14],[121.10460251  22.89539749] ; [79.89539749 15.10460251],0
r2,1,0.703804,0.144545,[137   6] ; [90  3],[137.54661017   5.45338983] ; [89.45338983  3.54661017],0
u3,1,0.742528,0.107917,[24 10] ; [18  9],[23.40983607 10.59016393] ; [18.59016393  8.40983607],0
d3,1,0.748821,0.102524,[108  35] ; [70 25],[106.94957983  36.05042017] ; [71.05042017 23.94957983],0
r4,1,0.750536,0.101081,[135   9] ; [90  5],[135.56485356   8.43514644] ; [89.43514644  5.56485356],0
p4,1,0.778807,0.07889,[120  23] ; [81 14],[120.76890756  22.23109244] ; [80.23109244 14.76890756],0
n1,1,0.790414,0.070635,[11 14] ; [11 12],[11.45833333 13.54166667] ; [10.54166667 12.45833333],0
n2,1,0.881557,0.0222,[18  7] ; [17  6],[18.22916667  6.77083333] ; [16.77083333  6.22916667],0
p5,1,0.915669,0.011213,[ 31 113] ; [21 74],[ 31.33054393 112.66945607] ; [20.66945607 74.33054393],0
s2,1,0.918862,0.010377,[103  40] ; [69 26],[103.34453782  39.65546218] ; [68.65546218 26.34453782],0
p7,1,0.973185,0.00113,[120  21] ; [79 14],[119.91025641  21.08974359] ; [79.08974359 13.91025641],0
