Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,88.276042,[48 42] ; [228  10],[75.73170732 14.26829268] ; [200.26829268  37.73170732],1
r2,1,0.0,48.88478,[64 25] ; [230   6],[80.51076923  8.48923077] ; [213.48923077  22.51076923],1
v4,1,0.0,38.080397,[65 25] ; [228  10],[80.39634146  9.60365854] ; [212.60365854  25.39634146],1
r3,1,0.0,29.673434,[65 24] ; [224  13],[78.89877301 10.10122699] ; [210.10122699  26.89877301],1
p2,1,2.1e-05,18.089614,[53 35] ; [196  41],[67.42153846 20.57846154] ; [181.57846154  55.42153846],1
a5,1,0.000167,14.164882,[47 43] ; [176  62],[61.18902439 28.81097561] ; [161.81097561  76.18902439],1
d5,1,0.00037,12.679202,[58 32] ; [197  41],[69.9695122 20.0304878] ; [185.0304878  52.9695122],1
d4,1,0.000558,11.909645,[56 34] ; [191  46],[67.98165138 22.01834862] ; [179.01834862  57.98165138],1
n6,1,0.000603,11.766549,[64 25] ; [208  29],[74.25766871 14.74233129] ; [197.74233129  39.25766871],1
a7,1,0.000642,11.649362,[50 40] ; [177  59],[62.66871166 27.33128834] ; [164.33128834  71.66871166],1
p11,1,0.000775,11.299617,[59 31] ; [197  41],[70.24390244 19.75609756] ; [185.75609756  52.24390244],1
v2,1,0.000941,10.940896,[29 57] ; [122 101],[42.02588997 43.97411003] ; [108.97411003 114.02588997],1
u3,1,0.00103,10.77359,[11 31] ; [48 36],[19.66666667 22.33333333] ; [39.33333333 44.66666667],0
v1,1,0.001032,10.769082,[33 56] ; [134  99],[46.15838509 42.84161491] ; [120.84161491 112.15838509],0
p7,1,0.001373,10.242052,[37 52] ; [143  90],[49.7515528 39.2484472] ; [130.2484472 102.7515528],0
a6,1,0.001886,9.65731,[51 39] ; [177  61],[62.56097561 27.43902439] ; [165.43902439  72.56097561],0
p8,1,0.001888,9.655804,[29 59] ; [122 111],[41.39563863 46.60436137] ; [109.60436137 123.39563863],0
d1,1,0.002513,9.131062,[35 55] ; [137 101],[47.19512195 42.80487805] ; [124.80487805 113.19512195],0
a2,1,0.003195,8.692455,[ 9 81] ; [ 59 179],[18.65853659 71.34146341] ; [ 49.34146341 188.65853659],0
p4,1,0.003501,8.525923,[34 55] ; [133 103],[45.73230769 43.26769231] ; [121.26769231 114.73230769],0
p10,1,0.006477,7.412584,[59 29] ; [191  44],[68.11145511 19.88854489] ; [181.88854489  53.11145511],0
s6,1,0.007237,7.213298,[34 55] ; [128 105],[44.77639752 44.22360248] ; [117.22360248 115.77639752],0
d3,1,0.008664,6.890823,[45 44] ; [158  80],[55.25076453 33.74923547] ; [147.74923547  90.25076453],0
n4,1,0.008806,6.861838,[68 22] ; [208  30],[75.73170732 14.26829268] ; [200.26829268  37.73170732],0
s5,1,0.01567,5.839573,[11 75] ; [ 59 173],[18.93081761 67.06918239] ; [ 51.06918239 180.93081761],0
a1,1,0.021403,5.293679,[ 8 82] ; [  7 231],[ 4.11585366 85.88414634] ; [ 10.88414634 227.11585366],0
u1,1,0.023838,5.106391,[ 5 85] ; [ 35 203],[10.97560976 79.02439024] ; [ 29.02439024 208.97560976],0
p3,1,0.041809,4.142916,[28 61] ; [104 133],[36.03680982 52.96319018] ; [ 95.96319018 141.03680982],0
s8,1,0.046154,3.975961,[10 80] ; [ 49 189],[16.18902439 73.81097561] ; [ 42.81097561 195.18902439],0
a3,1,0.047477,3.928416,[48 42] ; [154  82],[55.76687117 34.23312883] ; [146.23312883  89.76687117],0
v3,1,0.06976,3.288651,[22 66] ; [ 81 146],[28.77460317 59.22539683] ; [ 74.22539683 152.77460317],0
u2,1,0.083223,3.000812,[14 27] ; [42 41],[18.51612903 22.48387097] ; [37.48387097 45.51612903],0
s4,1,0.145667,2.117052,[17 73] ; [ 29 202],[12.89719626 77.10280374] ; [ 33.10280374 197.89719626],0
p9,1,0.170245,1.880783,[65 23] ; [190  45],[69.47368421 18.52631579] ; [185.52631579  49.47368421],0
a4,1,0.186139,1.747913,[32 57] ; [104 132],[37.24307692 51.75692308] ; [ 98.75692308 137.24307692],0
p6,1,0.21947,1.507834,[20 67] ; [ 70 164],[24.39252336 62.60747664] ; [ 65.60747664 168.39252336],0
s1,1,0.22078,1.499292,[ 3 86] ; [  3 228],[ 1.66875 87.33125] ; [  4.33125 226.66875],0
b1,1,0.230969,1.434885,[39 51] ; [ 86 152],[34.29878049 55.70121951] ; [ 90.70121951 147.29878049],0
n3,1,0.271622,1.208538,[19 11] ; [36 12],[21.15384615  8.84615385] ; [33.84615385 14.15384615],0
p12,1,0.355042,0.855355,[ 3 86] ; [ 14 222],[ 4.65538462 84.34461538] ; [ 12.34461538 223.65538462],0
p1,1,0.398687,0.712282,[ 9 81] ; [ 17 220],[ 7.1559633 82.8440367] ; [ 18.8440367 218.1559633],0
s2,1,0.436899,0.604415,[22 68] ; [ 67 166],[24.79876161 65.20123839] ; [ 64.20123839 168.79876161],0
a8,1,0.598633,0.277063,[10 74] ; [ 31 187],[11.40397351 72.59602649] ; [ 29.59602649 188.40397351],0
d2,1,0.628964,0.233469,[38 50] ; [109 127],[39.92592593 48.07407407] ; [107.07407407 128.92592593],0
n2,1,0.698086,0.15047,[21  9] ; [37 13],[21.75  8.25] ; [36.25 13.75],0
b2,1,0.792328,0.069321,[17 33] ; [48 85],[17.75956284 32.24043716] ; [47.24043716 85.75956284],0
b3,1,0.792328,0.069321,[17 33] ; [48 85],[17.75956284 32.24043716] ; [47.24043716 85.75956284],0
u4,1,0.818205,0.052833,[ 1 89] ; [  2 236],[ 0.82317073 89.17682927] ; [  2.17682927 235.82317073],0
s3,1,0.854502,0.033627,[33 57] ; [ 88 145],[33.71517028 56.28482972] ; [ 87.28482972 145.71517028],0
n1,1,0.876265,0.024244,[12 17] ; [19 29],[11.67532468 17.32467532] ; [19.32467532 28.67532468],0
b4,1,0.87846,0.023385,[54 36] ; [145  93],[54.60365854 35.39634146] ; [144.39634146  93.60365854],0
p5,1,0.942747,0.005158,[ 7 82] ; [ 18 218],[ 6.84615385 82.15384615] ; [ 18.15384615 217.84615385],0
b5,1,0.988937,0.000192,[54 36] ; [143  95],[54.05487805 35.94512195] ; [142.94512195  95.05487805],0
