Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,68.665344,[ 35 597] ; [27 55],[ 54.87955182 577.12044818] ; [ 7.12044818 74.87955182],1
p12,1,0.0,42.025792,[ 37 594] ; [22 60],[ 52.21458626 578.78541374] ; [ 6.78541374 75.21458626],1
s5,1,0.0,39.219379,[194 424] ; [51 24],[218.48484848 399.51515152] ; [26.51515152 48.48484848],1
p6,1,0.0,32.571985,[207 421] ; [53 28],[230.29619182 397.70380818] ; [29.70380818 51.29619182],1
p3,1,0.0,30.303608,[296 340] ; [64 17],[319.33054393 316.66945607] ; [40.66945607 40.33054393],1
p4,1,0.0,28.748961,[357 277] ; [70 10],[379.15686275 254.84313725] ; [47.84313725 32.15686275],1
p8,1,0.0,26.511188,[313 314] ; [65 16],[334.75423729 292.24576271] ; [43.24576271 37.75423729],1
s7,1,4e-06,21.496338,[287 320] ; [58 19],[306.1622807 300.8377193] ; [38.8377193 38.1622807],1
s8,1,4.4e-05,16.692056,[271 362] ; [53 26],[288.0505618 344.9494382] ; [35.9494382 43.0505618],1
v3,1,6.2e-05,16.038467,[235 376] ; [49 30],[251.48405797 359.51594203] ; [32.51594203 46.48405797],1
n5,1,0.000291,13.125885,[462 170] ; [75  7],[475.32773109 156.67226891] ; [61.67226891 20.32773109],1
p7,1,0.000824,11.186531,[384 237] ; [64 15],[397.44 223.56] ; [50.56 28.44],1
a1,1,0.001063,10.713724,[ 21 616] ; [ 9 73],[ 26.57858136 610.42141864] ; [ 3.42141864 78.57858136],0
s6,1,0.001347,10.277132,[423 206] ; [64 11],[435.11789773 193.88210227] ; [51.88210227 23.11789773],0
n4,1,0.002427,9.195125,[488 147] ; [75  7],[498.61227336 136.38772664] ; [64.38772664 17.61227336],0
p9,1,0.005707,7.640487,[513 116] ; [76  5],[521.80422535 107.19577465] ; [67.19577465 13.80422535],0
p10,1,0.007416,7.169311,[497 134] ; [74  7],[506.04073034 124.95926966] ; [64.95926966 16.04073034],0
n6,1,0.01074,6.507765,[525 109] ; [76  5],[532.91468531 101.08531469] ; [68.08531469 12.91468531],0
v1,1,0.011163,6.439142,[335 288] ; [55 25],[345.61877667 277.38122333] ; [44.38122333 35.61877667],0
u4,1,0.011552,6.378405,[ 11 626] ; [ 5 77],[ 14.17524339 622.82475661] ; [ 1.82475661 80.17524339],0
s1,1,0.0129,6.182709,[ 19 606] ; [ 7 75],[ 22.9844413 602.0155587] ; [ 3.0155587 78.9844413],0
n1,1,0.013092,6.156645,[53 89] ; [10  4],[57.34615385 84.65384615] ; [5.65384615 8.34615385],0
b5,1,0.022114,5.236763,[387 250] ; [39 43],[377.41585535 259.58414465] ; [48.58414465 33.41585535],0
a3,1,0.032101,4.593105,[455 179] ; [68 14],[463.10335196 170.89664804] ; [59.89664804 22.10335196],0
s3,1,0.071336,3.252013,[357 270] ; [54 26],[364.49363508 262.50636492] ; [46.50636492 33.49363508],0
p11,1,0.099255,2.717466,[493 144] ; [70 12],[498.79137691 138.20862309] ; [64.20862309 17.79137691],0
s2,1,0.102889,2.660182,[320 309] ; [49 32],[326.9028169 302.0971831] ; [42.0971831 38.9028169],0
