Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n1,1,0.109406,2.56278,[8 7] ; [10 24],[5.51020408 9.48979592] ; [12.48979592 21.51020408],0
p3,1,0.165803,1.920489,[17 26] ; [29 75],[13.45578231 29.54421769] ; [32.54421769 71.45578231],0
n6,1,0.228854,1.447972,[27 16] ; [75 28],[30.04109589 12.95890411] ; [71.95890411 31.04109589],0
p6,1,0.243305,1.361345,[17 25] ; [31 71],[14. 28.] ; [34. 68.],0
a7,1,0.248959,1.329135,[21 22] ; [61 42],[24.15068493 18.84931507] ; [57.84931507 45.15068493],0
p8,1,0.264284,1.246176,[19 23] ; [36 66],[16.04166667 25.95833333] ; [38.95833333 63.04166667],0
p2,1,0.334456,0.931566,[28 15] ; [76 28],[30.42176871 12.57823129] ; [73.57823129 30.42176871],0
b5,1,0.344523,0.893527,[30 13] ; [64 40],[27.49659864 15.50340136] ; [66.50340136 37.49659864],0
a3,1,0.34615,0.887522,[22 21] ; [62 42],[24.57142857 18.42857143] ; [59.42857143 44.57142857],0
u3,1,0.365588,0.818607,[14  7] ; [23 19],[12.33333333  8.66666667] ; [24.66666667 17.33333333],0
r4,1,0.390534,0.73728,[32 11] ; [84 20],[33.93197279  9.06802721] ; [82.06802721 21.93197279],0
p7,1,0.404379,0.695265,[24 18] ; [51 52],[21.72413793 20.27586207] ; [53.27586207 49.72413793],0
v1,1,0.415226,0.663788,[20 23] ; [40 62],[17.79310345 25.20689655] ; [42.20689655 59.79310345],0
p5,1,0.417471,0.657424,[ 3 40] ; [  4 100],[ 2.04761905 40.95238095] ; [ 4.95238095 99.04761905],0
n5,1,0.418197,0.655377,[20 23] ; [56 48],[22.23129252 20.76870748] ; [53.76870748 50.23129252],0
r2,1,0.448629,0.574113,[36  7] ; [91 12],[37.40410959  5.59589041] ; [89.59589041 13.40410959],0
d2,1,0.460559,0.544537,[18 25] ; [50 53],[20.02739726 22.97260274] ; [47.97260274 55.02739726],0
s2,1,0.475053,0.510198,[17 26] ; [34 68],[15.12413793 27.87586207] ; [35.87586207 66.12413793],0
a6,1,0.493779,0.46828,[23 20] ; [62 42],[24.86394558 18.13605442] ; [60.13605442 43.86394558],0
u1,1,0.581289,0.304155,[ 4 39] ; [13 91],[ 4.97278912 38.02721088] ; [12.02721088 91.97278912],0
r3,1,0.588778,0.292257,[38  5] ; [94  9],[38.87671233  4.12328767] ; [93.12328767  9.87671233],0
p4,1,0.592992,0.285696,[19 24] ; [41 63],[17.55102041 25.44897959] ; [42.44897959 61.55102041],0
a1,1,0.597927,0.278134,[ 3 40] ; [ 5 99],[ 2.34013605 40.65986395] ; [ 5.65986395 98.34013605],0
s4,1,0.598947,0.276587,[ 4 38] ; [13 90],[ 4.92413793 37.07586207] ; [12.07586207 90.92413793],0
d5,1,0.59897,0.276552,[27 16] ; [70 34],[28.37414966 14.62585034] ; [68.62585034 35.37414966],0
v2,1,0.612552,0.256476,[21 20] ; [47 54],[19.63380282 21.36619718] ; [48.36619718 52.63380282],0
