Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.470579,[28 15] ; [ 7 41],[16.53846154 26.46153846] ; [18.46153846 29.53846154],1
s8,1,1e-05,19.466909,[20 23] ; [ 3 45],[10.86813187 32.13186813] ; [12.13186813 35.86813187],1
s7,1,1.6e-05,18.669285,[21 17] ; [ 5 40],[11.90361446 26.09638554] ; [14.09638554 30.90361446],1
s3,1,3.9e-05,16.904569,[29 13] ; [12 35],[19.34831461 22.65168539] ; [21.65168539 25.34831461],1
r1,1,6.3e-05,16.00436,[34  9] ; [18 30],[24.57142857 18.42857143] ; [27.42857143 20.57142857],1
r4,1,0.000109,14.972496,[35  8] ; [20 28],[25.98901099 17.01098901] ; [29.01098901 18.98901099],1
u3,1,0.000265,13.303167,[20  6] ; [10 24],[13. 13.] ; [17. 17.],1
a7,1,0.001151,10.567077,[32 11] ; [19 28],[24.36666667 18.63333333] ; [26.63333333 20.36666667],0
v4,1,0.001673,9.877315,[40  3] ; [31 16],[33.92222222  9.07777778] ; [37.07777778  9.92222222],0
s5,1,0.002584,9.079951,[13 29] ; [ 3 44],[ 7.5505618 34.4494382] ; [ 8.4494382 38.5505618],0
v1,1,0.004521,8.061564,[21 21] ; [10 37],[14.62921348 27.37078652] ; [16.37078652 30.62921348],0
n6,1,0.005579,7.681397,[32 11] ; [22 26],[25.51648352 17.48351648] ; [28.48351648 19.51648352],0
d4,1,0.009861,6.659872,[34  9] ; [25 22],[28.18888889 14.81111111] ; [30.81111111 16.18888889],0
p4,1,0.011811,6.339054,[21 22] ; [11 36],[15.28888889 27.71111111] ; [16.71111111 30.28888889],0
p3,1,0.016995,5.696867,[19 24] ; [10 38],[13.7032967 29.2967033] ; [15.2967033 32.7032967],0
u2,1,0.018529,5.545472,[16  8] ; [12 22],[11.5862069 12.4137931] ; [16.4137931 17.5862069],0
r3,1,0.019927,5.418243,[34  7] ; [29 19],[29.02247191 11.97752809] ; [33.97752809 14.02247191],0
r2,1,0.020757,5.34707,[38  5] ; [32 15],[33.44444444  9.55555556] ; [36.55555556 10.44444444],0
d3,1,0.026569,4.918621,[26 17] ; [17 29],[20.7752809 22.2247191] ; [22.2247191 23.7752809],0
d5,1,0.027613,4.852049,[30 13] ; [22 25],[24.84444444 18.15555556] ; [27.15555556 19.84444444],0
p1,1,0.027909,4.833695,[ 8 35] ; [ 2 46],[ 4.72527473 38.27472527] ; [ 5.27472527 42.72527473],0
d1,1,0.030027,4.707741,[18 25] ; [10 38],[13.23076923 29.76923077] ; [14.76923077 33.23076923],0
p2,1,0.069962,3.283918,[32 11] ; [27 21],[27.87912088 15.12087912] ; [31.12087912 16.87912088],0
v2,1,0.086775,2.933202,[15 26] ; [ 9 36],[11.44186047 29.55813953] ; [12.55813953 32.44186047],0
p9,1,0.13396,2.246007,[23 17] ; [19 27],[19.53488372 20.46511628] ; [22.46511628 23.53488372],0
n5,1,0.14574,2.116279,[28 15] ; [24 24],[24.57142857 18.42857143] ; [27.42857143 20.57142857],0
b1,1,0.154525,2.027004,[27 16] ; [23 25],[23.62637363 19.37362637] ; [26.37362637 21.62637363],0
n4,1,0.170474,1.878773,[25 18] ; [21 27],[21.73626374 21.26373626] ; [24.26373626 23.73626374],0
