Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.001146,10.575156,[17 25] ; [21  5],[23.47058824 18.52941176] ; [14.52941176 11.47058824],0
p9,1,0.001689,9.860216,[ 8 32] ; [15 11],[13.93939394 26.06060606] ; [ 9.06060606 16.93939394],0
r3,1,0.009385,6.748085,[11 31] ; [15 11],[16.05882353 25.94117647] ; [ 9.94117647 16.05882353],0
s8,1,0.015735,5.83229,[ 1 42] ; [ 5 21],[ 3.73913043 39.26086957] ; [ 2.26086957 23.73913043],0
s5,1,0.01884,5.516279,[ 2 40] ; [ 6 19],[ 5.01492537 36.98507463] ; [ 2.98507463 22.01492537],0
n6,1,0.019728,5.435788,[13 29] ; [15 10],[17.55223881 24.44776119] ; [10.44776119 14.55223881],0
p7,1,0.02316,5.156483,[ 7 34] ; [11 15],[11.01492537 29.98507463] ; [ 6.98507463 19.01492537],0
p3,1,0.024399,5.066031,[ 5 37] ; [ 9 17],[ 8.64705882 33.35294118] ; [ 5.35294118 20.64705882],0
p6,1,0.025178,5.011631,[ 2 39] ; [ 6 20],[ 4.89552239 36.10447761] ; [ 3.10447761 22.89552239],0
a5,1,0.027416,4.86445,[25 18] ; [ 8 18],[20.56521739 22.43478261] ; [12.43478261 13.56521739],0
d2,1,0.027451,4.862206,[21 21] ; [ 6 20],[16.67647059 25.32352941] ; [10.32352941 15.67647059],0
s6,1,0.04376,4.065802,[ 6 37] ; [ 9 17],[ 9.34782609 33.65217391] ; [ 5.65217391 20.34782609],0
v1,1,0.044104,4.052589,[ 9 34] ; [11 14],[12.64705882 30.35294118] ; [ 7.35294118 17.64705882],0
p4,1,0.04944,3.860336,[ 6 36] ; [ 9 17],[ 9.26470588 32.73529412] ; [ 5.73529412 20.26470588],0
a1,1,0.050762,3.81612,[ 9 34] ; [ 1 25],[ 6.23188406 36.76811594] ; [ 3.76811594 22.23188406],0
p10,1,0.05562,3.663409,[10 32] ; [12 14],[13.58823529 28.41176471] ; [ 8.41176471 17.58823529],0
a4,1,0.068778,3.311934,[17 25] ; [ 5 21],[13.58823529 28.41176471] ; [ 8.41176471 17.58823529],0
n1,1,0.07158,3.246419,[ 9 13] ; [ 2 13],[ 6.54054054 15.45945946] ; [ 4.45945946 10.54054054],0
s2,1,0.080312,3.058575,[ 7 36] ; [ 9 17],[ 9.97101449 33.02898551] ; [ 6.02898551 19.97101449],0
s7,1,0.080923,3.046276,[ 5 35] ; [ 7 16],[ 7.61904762 32.38095238] ; [ 4.38095238 18.61904762],0
b5,1,0.087596,2.918015,[19 24] ; [17  9],[22.43478261 20.56521739] ; [13.56521739 12.43478261],0
n3,1,0.108543,2.575306,[ 6 16] ; [8 7],[ 8.32432432 13.67567568] ; [5.67567568 9.32432432],0
s1,1,0.110803,2.542735,[ 7 35] ; [ 1 25],[ 4.94117647 37.05882353] ; [ 3.05882353 22.94117647],0
d3,1,0.16359,1.940724,[20 23] ; [16  9],[22.76470588 20.23529412] ; [13.23529412 11.76470588],0
b4,1,0.202041,1.627561,[18 25] ; [15 11],[20.56521739 22.43478261] ; [12.43478261 13.56521739],0
n4,1,0.203652,1.615989,[26 16] ; [12 14],[23.47058824 18.52941176] ; [14.52941176 11.47058824],0
a6,1,0.225938,1.466255,[23 20] ; [10 16],[20.56521739 22.43478261] ; [12.43478261 13.56521739],0
b2,1,0.234713,1.412069,[15 14] ; [3 7],[13.38461538 15.61538462] ; [4.61538462 5.38461538],0
b3,1,0.234713,1.412069,[15 14] ; [3 7],[13.38461538 15.61538462] ; [4.61538462 5.38461538],0
a3,1,0.266579,1.234268,[26 16] ; [12 13],[23.82089552 18.17910448] ; [14.17910448 10.82089552],0
b1,1,0.35689,0.848807,[25 18] ; [18  8],[26.79710145 16.20289855] ; [16.20289855  9.79710145],0
d5,1,0.395458,0.722093,[26 17] ; [13 13],[24.30434783 18.69565217] ; [14.69565217 11.30434783],0
a2,1,0.431158,0.619703,[ 6 37] ; [ 2 24],[ 4.98550725 38.01449275] ; [ 3.01449275 22.98550725],0
n5,1,0.442106,0.59081,[25 17] ; [13 13],[23.47058824 18.52941176] ; [14.52941176 11.47058824],0
n2,1,0.45655,0.55434,[ 9 13] ; [8 7],[10.10810811 11.89189189] ; [6.89189189 8.10810811],0
d1,1,0.46291,0.538849,[17 26] ; [ 8 18],[15.57971014 27.42028986] ; [ 9.42028986 16.57971014],0
u1,1,0.589719,0.290784,[ 3 40] ; [ 1 25],[ 2.49275362 40.50724638] ; [ 1.50724638 24.49275362],0
v2,1,0.744951,0.105823,[10 31] ; [ 7 18],[10.56060606 30.43939394] ; [ 6.43939394 18.56060606],0
r2,1,0.750198,0.101365,[24 16] ; [14 11],[23.38461538 16.61538462] ; [14.61538462 10.38461538],0
r1,1,0.753695,0.098452,[13 29] ; [ 9 17],[13.58823529 28.41176471] ; [ 8.41176471 17.58823529],0
v3,1,0.827571,0.047445,[ 9 33] ; [ 5 21],[ 8.64705882 33.35294118] ; [ 5.35294118 20.64705882],0
d4,1,0.828035,0.047186,[27 16] ; [17  9],[27.42028986 15.57971014] ; [16.57971014  9.42028986],0
a8,1,0.851708,0.034946,[ 2 38] ; [ 1 24],[ 1.84615385 38.15384615] ; [ 1.15384615 23.84615385],0
s4,1,0.870012,0.026779,[ 6 37] ; [ 4 22],[ 6.23188406 36.76811594] ; [ 3.76811594 22.23188406],0
u3,1,0.889275,0.019383,[ 4 13] ; [ 3 11],[ 3.83870968 13.16129032] ; [ 3.16129032 10.83870968],0
p8,1,0.901046,0.01546,[ 6 36] ; [ 4 22],[ 6.17647059 35.82352941] ; [ 3.82352941 22.17647059],0
u2,1,0.935919,0.006464,[ 5 12] ; [4 9],[ 5.1 11.9] ; [3.9 9.1],0
s3,1,0.987325,0.000252,[13 29] ; [ 8 18],[12.97058824 29.02941176] ; [ 8.02941176 17.97058824],0
a7,1,1.0,0.0,[21 21] ; [13 13],[21. 21.] ; [13. 13.],0
