Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,8.6e-05,15.432076,[124  31] ; [42 34],[111.38528139  43.61471861] ; [54.61471861 21.38528139],1
p10,1,0.000143,14.458889,[113  41] ; [37 40],[100.  54.] ; [50. 27.],1
p2,1,0.000155,14.315934,[125  28] ; [47 33],[112.94420601  40.05579399] ; [59.05579399 20.94420601],1
s4,1,0.00302,8.795103,[ 24 131] ; [26 55],[ 32.83898305 122.16101695] ; [17.16101695 63.83898305],0
b1,1,0.006307,7.460337,[ 45 110] ; [38 43],[ 54.51271186 100.48728814] ; [28.48728814 52.51271186],0
n4,1,0.007102,7.24706,[70 85] ; [22 59],[60.42372881 94.57627119] ; [31.57627119 49.42372881],0
p7,1,0.013679,6.079048,[88 63] ; [33 47],[79.0952381 71.9047619] ; [41.9047619 38.0952381],0
n6,1,0.016848,5.712124,[106  49] ; [42 38],[97.61702128 57.38297872] ; [50.38297872 29.61702128],0
d2,1,0.019952,5.416072,[56 99] ; [42 39],[64.36440678 90.63559322] ; [33.63559322 47.36440678],0
r4,1,0.022301,5.222136,[142  13] ; [66 15],[136.61016949  18.38983051] ; [71.38983051  9.61016949],0
s1,1,0.035974,4.398346,[  4 151] ; [ 7 74],[  7.22457627 147.77542373] ; [ 3.77542373 77.22457627],0
p8,1,0.052585,3.75706,[69 85] ; [25 54],[62.12875536 91.87124464] ; [31.87124464 47.12875536],0
r3,1,0.072143,3.233582,[150   5] ; [74  7],[147.11864407   7.88135593] ; [76.88135593  4.11864407],0
b3,1,0.075072,3.168491,[33 62] ; [ 6 27],[28.9453125 66.0546875] ; [10.0546875 22.9453125],0
b2,1,0.075072,3.168491,[33 62] ; [ 6 27],[28.9453125 66.0546875] ; [10.0546875 22.9453125],0
a2,1,0.076579,3.136057,[ 19 136] ; [17 64],[ 23.6440678 131.3559322] ; [12.3559322 68.6440678],0
s2,1,0.102349,2.66855,[59 95] ; [40 41],[64.87659574 89.12340426] ; [34.12340426 46.87659574],0
v4,1,0.115226,2.481046,[146   7] ; [73  8],[143.19230769   9.80769231] ; [75.80769231  5.19230769],0
p5,1,0.134529,2.239453,[  8 145] ; [ 1 79],[  5.90987124 147.09012876] ; [ 3.09012876 76.90987124],0
s8,1,0.148981,2.082658,[ 53 102] ; [20 60],[ 48.14893617 106.85106383] ; [24.85106383 55.14893617],0
p12,1,0.193091,1.693875,[  7 147] ; [ 1 78],[  5.28755365 148.71244635] ; [ 2.71244635 76.28755365],0
r1,1,0.233526,1.419256,[121  33] ; [58 23],[117.30212766  36.69787234] ; [61.69787234 19.30212766],0
s6,1,0.254762,1.297001,[79 74] ; [47 32],[83.09482759 69.90517241] ; [42.90517241 36.09482759],0
d1,1,0.260364,1.266821,[78 77] ; [47 34],[82.09745763 72.90254237] ; [42.90254237 38.09745763],0
d5,1,0.268287,1.225485,[116  39] ; [65 15],[119.38297872  35.61702128] ; [61.61702128 18.38297872],0
s5,1,0.328382,0.955266,[ 39 110] ; [24 50],[ 42.0941704 106.9058296] ; [20.9058296 53.0941704],0
p4,1,0.338162,0.917388,[69 86] ; [30 49],[65.57692308 89.42307692] ; [33.42307692 45.57692308],0
p6,1,0.353102,0.862277,[ 43 108] ; [18 61],[ 40.04782609 110.95217391] ; [20.95217391 58.04782609],0
u1,1,0.363258,0.826599,[ 15 140] ; [11 70],[ 17.07627119 137.92372881] ; [ 8.92372881 72.07627119],0
a4,1,0.37223,0.796207,[ 54 101] ; [33 48],[57.13983051 97.86016949] ; [29.86016949 51.13983051],0
v1,1,0.388145,0.744745,[60 90] ; [27 52],[56.98689956 93.01310044] ; [30.01310044 48.98689956],0
a1,1,0.435653,0.607705,[  7 148] ; [ 2 79],[  5.91101695 149.08898305] ; [ 3.08898305 77.91101695],0
u3,1,0.498668,0.457771,[37 19] ; [17 12],[35.57647059 20.42352941] ; [18.42352941 10.57647059],0
p3,1,0.513034,0.427873,[63 92] ; [29 51],[60.68085106 94.31914894] ; [31.31914894 48.68085106],0
