Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,95.612074,[264  43] ; [62 86],[219.96043956  87.03956044] ; [106.03956044  41.96043956],1
n6,1,0.0,53.950726,[272  33] ; [88 60],[242.38410596  62.61589404] ; [117.61589404  30.38410596],1
p10,1,0.000144,14.448469,[249  57] ; [95 51],[232.88495575  73.11504425] ; [111.11504425  34.88495575],1
p4,1,0.000428,12.40455,[186 120] ; [64 84],[168.50220264 137.49779736] ; [81.49779736 66.50220264],1
a8,1,0.000428,12.404537,[ 48 241] ; [  6 130],[ 36.72 252.28] ; [ 17.28 118.72],1
p8,1,0.000466,12.248775,[163 141] ; [53 94],[145.59645233 158.40354767] ; [70.40354767 76.59645233],1
p9,1,0.000681,11.540109,[257  46] ; [104  42],[243.61469933  59.38530067] ; [117.38530067  28.61469933],1
v1,1,0.001426,10.171437,[146 154] ; [47 97],[130.40540541 169.59459459] ; [62.59459459 81.40540541],0
r4,1,0.00184,9.702739,[271  36] ; [114  34],[259.76923077  47.23076923] ; [125.23076923  22.76923077],0
a5,1,0.002003,9.546473,[239  68] ; [95 53],[225.35824176  81.64175824] ; [108.64175824  39.35824176],0
s8,1,0.002004,9.546301,[125 182] ; [ 38 109],[110.22246696 196.77753304] ; [52.77753304 94.22246696],0
s7,1,0.002796,8.935947,[140 156] ; [45 95],[125.59633028 170.40366972] ; [59.40366972 80.59633028],0
s6,1,0.003288,8.640165,[209  94] ; [80 66],[195.02672606 107.97327394] ; [93.97327394 52.02672606],0
p11,1,0.006248,7.477355,[240  67] ; [98 50],[228.05714286  78.94285714] ; [109.94285714  38.05714286],0
p5,1,0.009521,6.722367,[ 32 273] ; [  5 143],[ 24.91169978 280.08830022] ; [ 12.08830022 135.91169978],0
p2,1,0.013293,6.129688,[253  52] ; [108  40],[243.05739514  61.94260486] ; [117.94260486  30.05739514],0
r2,1,0.015697,5.836471,[286  18] ; [125  18],[279.51677852  24.48322148] ; [131.48322148  11.51677852],0
a6,1,0.020727,5.349609,[216  91] ; [88 60],[205.11648352 101.88351648] ; [98.88351648 49.11648352],0
v4,1,0.022559,5.202167,[287  20] ; [128  19],[280.6277533  26.3722467] ; [134.3722467  12.6277533],0
a3,1,0.027284,4.872744,[231  76] ; [96 51],[221.12114537  85.87885463] ; [105.87885463  41.12114537],0
s2,1,0.034012,4.494101,[156 149] ; [60 88],[145.43046358 159.56953642] ; [70.56953642 77.43046358],0
p6,1,0.036084,4.39313,[117 186] ; [ 41 103],[107.10067114 195.89932886] ; [50.89932886 93.10067114],0
