Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.035078,4.441387,[3 9] ; [11  6],[5.79310345 6.20689655] ; [8.20689655 8.79310345],0
a6,1,0.089906,2.876058,[ 2 10] ; [8 9],[4.13793103 7.86206897] ; [ 5.86206897 11.13793103],0
v4,1,0.095882,2.772736,[8 4] ; [ 6 11],[5.79310345 6.20689655] ; [8.20689655 8.79310345],0
u2,1,0.129392,2.299784,[1 6] ; [5 5],[2.47058824 4.52941176] ; [3.52941176 6.47058824],0
d1,1,0.15789,1.994317,[4 8] ; [ 2 15],[2.48275862 9.51724138] ; [ 3.51724138 13.48275862],0
p9,1,0.22052,1.500987,[5 7] ; [ 3 12],[3.55555556 8.44444444] ; [ 4.44444444 10.55555556],0
d4,1,0.227907,1.453877,[9 3] ; [9 8],[7.44827586 4.55172414] ; [10.55172414  6.44827586],0
p3,1,0.263978,1.247772,[4 7] ; [ 3 14],[2.75 8.25] ; [ 4.25 12.75],0
d2,1,0.352732,0.863603,[3 9] ; [ 2 15],[2.06896552 9.93103448] ; [ 2.93103448 14.06896552],0
d5,1,0.36249,0.829248,[7 5] ; [ 7 10],[5.79310345 6.20689655] ; [8.20689655 8.79310345],0
p10,1,0.377822,0.777778,[4 8] ; [ 3 13],[3. 9.] ; [ 4. 12.],0
v2,1,0.392742,0.730435,[3 9] ; [ 2 14],[2.14285714 9.85714286] ; [ 2.85714286 13.14285714],0
p2,1,0.428398,0.627163,[6 6] ; [ 6 11],[4.96551724 7.03448276] ; [7.03448276 9.96551724],0
s4,1,0.473763,0.513186,[ 1 11] ; [ 3 14],[ 1.65517241 10.34482759] ; [ 2.34482759 14.65517241],0
p4,1,0.494084,0.467621,[5 7] ; [ 5 12],[4.13793103 7.86206897] ; [ 5.86206897 11.13793103],0
r1,1,0.494084,0.467621,[5 7] ; [ 5 12],[4.13793103 7.86206897] ; [ 5.86206897 11.13793103],0
p7,1,0.555086,0.348284,[3 9] ; [ 6 11],[3.72413793 8.27586207] ; [ 5.27586207 11.72413793],0
s3,1,0.629063,0.233333,[4 8] ; [ 4 12],[3.42857143 8.57142857] ; [ 4.57142857 11.42857143],0
s2,1,0.630209,0.231777,[3 9] ; [ 3 14],[2.48275862 9.51724138] ; [ 3.51724138 13.48275862],0
v1,1,0.630209,0.231777,[3 9] ; [ 3 14],[2.48275862 9.51724138] ; [ 3.51724138 13.48275862],0
b4,1,0.637947,0.221437,[6 6] ; [10  7],[6.62068966 5.37931034] ; [9.37931034 7.62068966],0
s6,1,0.653188,0.201904,[ 2 10] ; [ 4 13],[2.48275862 9.51724138] ; [ 3.51724138 13.48275862],0
n3,1,0.679708,0.170455,[1 3] ; [4 7],[1.33333333 2.66666667] ; [3.66666667 7.33333333],0
n2,1,0.679708,0.170455,[1 3] ; [4 7],[1.33333333 2.66666667] ; [3.66666667 7.33333333],0
a8,1,0.683017,0.166749,[2 9] ; [ 2 14],[1.62962963 9.37037037] ; [ 2.37037037 13.62962963],0
s1,1,0.706146,0.142157,[ 2 10] ; [ 2 15],[ 1.65517241 10.34482759] ; [ 2.34482759 14.65517241],0
v3,1,0.706146,0.142157,[ 2 10] ; [ 2 15],[ 1.65517241 10.34482759] ; [ 2.34482759 14.65517241],0
a1,1,0.706146,0.142157,[ 2 10] ; [ 2 15],[ 1.65517241 10.34482759] ; [ 2.34482759 14.65517241],0
d3,1,0.72759,0.121336,[5 7] ; [ 6 11],[4.55172414 7.44827586] ; [ 6.44827586 10.55172414],0
a7,1,0.72759,0.121336,[5 7] ; [ 6 11],[4.55172414 7.44827586] ; [ 6.44827586 10.55172414],0
p8,1,0.755189,0.097222,[ 2 10] ; [ 2 14],[ 1.71428571 10.28571429] ; [ 2.28571429 13.71428571],0
s8,1,0.765064,0.089304,[ 1 11] ; [ 2 15],[ 1.24137931 10.75862069] ; [ 1.75862069 15.24137931],0
p6,1,0.781814,0.076705,[ 1 10] ; [ 1 15],[ 0.81481481 10.18518519] ; [ 1.18518519 14.81481481],0
b1,1,0.793475,0.06854,[9 3] ; [12  5],[8.68965517 3.31034483] ; [12.31034483  4.68965517],0
p1,1,0.797533,0.065813,[ 1 11] ; [ 1 16],[ 0.82758621 11.17241379] ; [ 1.17241379 15.82758621],0
a2,1,0.797533,0.065813,[ 1 11] ; [ 1 16],[ 0.82758621 11.17241379] ; [ 1.17241379 15.82758621],0
a5,1,0.822118,0.050545,[4 8] ; [ 5 12],[3.72413793 8.27586207] ; [ 5.27586207 11.72413793],0
n6,1,0.823218,0.049911,[5 6] ; [ 7 10],[4.71428571 6.28571429] ; [7.28571429 9.71428571],0
n4,1,0.875948,0.02437,[6 6] ; [9 8],[6.20689655 5.79310345] ; [8.79310345 8.20689655],0
b2,1,0.887593,0.01998,[3 6] ; [4 7],[3.15 5.85] ; [3.85 7.15],0
b3,1,0.887593,0.01998,[3 6] ; [4 7],[3.15 5.85] ; [3.85 7.15],0
a3,1,0.912219,0.012153,[5 7] ; [7 9],[5.14285714 6.85714286] ; [6.85714286 9.14285714],0
a4,1,0.927375,0.008308,[3 9] ; [ 4 13],[2.89655172 9.10344828] ; [ 4.10344828 12.89655172],0
u3,1,0.949272,0.004048,[2 5] ; [3 7],[2.05882353 4.94117647] ; [2.94117647 7.05882353],0
b5,1,0.97894,0.000697,[7 5] ; [10  7],[7.03448276 4.96551724] ; [9.96551724 7.03448276],0
s7,1,1.0,0.0,[2 8] ; [ 3 12],[2. 8.] ; [ 3. 12.],0
