Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.000617,11.725392,[34  7] ; [28 29],[25.93877551 15.06122449] ; [36.06122449 20.93877551],1
p9,1,0.009534,6.72,[38  2] ; [42 14],[33.33333333  6.66666667] ; [46.66666667  9.33333333],0
p10,1,0.026216,4.941717,[35  5] ; [38 18],[30.41666667  9.58333333] ; [42.58333333 13.41666667],0
u2,1,0.060752,3.516746,[4 6] ; [15  5],[6.33333333 3.66666667] ; [12.66666667  7.33333333],0
p11,1,0.063573,3.441619,[32  9] ; [35 23],[27.74747475 13.25252525] ; [39.25252525 18.74747475],0
r2,1,0.091415,2.849284,[39  2] ; [48  9],[36.39795918  4.60204082] ; [50.60204082  6.39795918],0
n2,1,0.116126,2.468802,[14  1] ; [16  6],[12.16216216  2.83783784] ; [17.83783784  4.16216216],0
v4,1,0.12516,2.351535,[40  1] ; [51  6],[38.07142857  2.92857143] ; [52.92857143  4.07142857],0
p4,1,0.1392,2.186786,[22 19] ; [22 35],[18.40816327 22.59183673] ; [25.59183673 31.40816327],0
a8,1,0.164476,1.932587,[ 3 36] ; [ 1 54],[ 1.65957447 37.34042553] ; [ 2.34042553 52.65957447],0
a2,1,0.167336,1.906649,[11 30] ; [ 9 49],[ 8.28282828 32.71717172] ; [11.71717172 46.28282828],0
p7,1,0.17335,1.853733,[25 14] ; [28 28],[21.75789474 17.24210526] ; [31.24210526 24.75789474],0
n1,1,0.198203,1.655568,[ 2 13] ; [ 7 15],[ 3.64864865 11.35135135] ; [ 5.35135135 16.64864865],0
p1,1,0.210665,1.566849,[ 2 39] ; [ 7 50],[ 3.76530612 37.23469388] ; [ 5.23469388 51.76530612],0
a3,1,0.211749,1.559428,[31 10] ; [37 21],[28.16161616 12.83838384] ; [39.83838384 18.16161616],0
a5,1,0.211749,1.559428,[31 10] ; [37 21],[28.16161616 12.83838384] ; [39.83838384 18.16161616],0
r4,1,0.246012,1.345808,[35  6] ; [44 14],[32.71717172  8.28282828] ; [46.28282828 11.71717172],0
s4,1,0.250371,1.321232,[11 30] ; [10 48],[ 8.6969697 32.3030303] ; [12.3030303 45.6969697],0
a6,1,0.286948,1.133886,[29 12] ; [35 23],[26.50505051 14.49494949] ; [37.49494949 20.50505051],0
d5,1,0.300652,1.071301,[28 13] ; [45 13],[30.23232323 10.76767677] ; [42.76767677 15.23232323],0
p2,1,0.38383,0.758398,[32  9] ; [40 17],[30.12244898 10.87755102] ; [41.87755102 15.12244898],0
d3,1,0.409571,0.680046,[25 16] ; [40 18],[26.91919192 14.08080808] ; [38.08080808 19.91919192],0
s8,1,0.410195,0.678235,[17 24] ; [19 38],[15.06122449 25.93877551] ; [20.93877551 36.06122449],0
a4,1,0.412164,0.672549,[15 26] ; [26 32],[16.97979798 24.02020202] ; [24.02020202 33.97979798],0
d1,1,0.443057,0.588353,[18 23] ; [30 28],[19.87878788 21.12121212] ; [28.12121212 29.87878788],0
d4,1,0.446378,0.579833,[33  8] ; [50  8],[34.37373737  6.62626263] ; [48.62626263  9.37373737],0
s5,1,0.465704,0.532151,[12 29] ; [20 35],[13.66666667 27.33333333] ; [18.33333333 36.66666667],0
b5,1,0.466047,0.531333,[27 14] ; [34 24],[25.26262626 15.73737374] ; [35.73737374 22.26262626],0
u3,1,0.610163,0.259938,[8 2] ; [15  6],[7.41935484 2.58064516] ; [15.58064516  5.41935484],0
v2,1,0.619907,0.245998,[26 14] ; [33 22],[24.84210526 15.15789474] ; [34.15789474 20.84210526],0
d2,1,0.643568,0.214105,[16 25] ; [20 38],[14.90909091 26.09090909] ; [21.09090909 36.90909091],0
v3,1,0.684482,0.165124,[14 27] ; [21 34],[14.94791667 26.05208333] ; [20.05208333 34.94791667],0
p5,1,0.692225,0.156687,[ 3 38] ; [ 3 53],[ 2.53608247 38.46391753] ; [ 3.46391753 52.53608247],0
b4,1,0.75704,0.09571,[26 15] ; [35 23],[25.26262626 15.73737374] ; [35.73737374 22.26262626],0
n3,1,0.822818,0.050141,[9 6] ; [14  8],[9.32432432 5.67567568] ; [13.67567568  8.32432432],0
