Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000543,11.962878,[102  55] ; [13 25],[92.58974359 64.41025641] ; [22.41025641 15.58974359],1
p4,1,0.001682,9.867703,[90 67] ; [11 27],[81.31794872 75.68205128] ; [19.68205128 18.31794872],0
p10,1,0.003643,8.453684,[126  27] ; [23 15],[119.35602094  33.64397906] ; [29.64397906  8.35602094],0
p7,1,0.004565,8.04423,[104  51] ; [15 21],[96.57068063 58.42931937] ; [22.42931937 13.57068063],0
p8,1,0.004572,8.041494,[80 74] ; [10 28],[72.1875 81.8125] ; [17.8125 20.1875],0
p9,1,0.011053,6.456753,[134  22] ; [26 12],[128.65979381  27.34020619] ; [31.34020619  6.65979381],0
d4,1,0.014996,5.916951,[100  57] ; [16 22],[93.39487179 63.60512821] ; [22.60512821 15.39487179],0
s1,1,0.024971,5.025906,[  6 147] ; [ 5 32],[  8.85789474 144.14210526] ; [ 2.14210526 34.85789474],0
p3,1,0.02549,4.990261,[77 80] ; [11 27],[70.85128205 86.14871795] ; [17.14871795 20.85128205],0
s7,1,0.030921,4.657335,[77 72] ; [11 24],[71.26086957 77.73913043] ; [16.73913043 18.26086957],0
r3,1,0.053498,3.728303,[145  10] ; [31  6],[142.08333333  12.91666667] ; [33.91666667  3.08333333],0
p11,1,0.063549,3.442246,[122  35] ; [24 14],[117.54871795  39.45128205] ; [28.45128205  9.54871795],0
n5,1,0.065405,3.394721,[120  36] ; [23 14],[115.58549223  40.41450777] ; [27.41450777  9.58549223],0
d3,1,0.0682,3.325811,[71 86] ; [11 27],[66.02051282 90.97948718] ; [15.97948718 22.02051282],0
p6,1,0.076368,3.140545,[55 97] ; [ 8 30],[ 50.4 101.6] ; [12.6 25.4],0
n4,1,0.096626,2.760373,[118  38] ; [23 14],[113.96891192  42.03108808] ; [27.03108808  9.96891192],0
a3,1,0.106422,2.606566,[103  54] ; [19 18],[98.73195876 58.26804124] ; [23.26804124 13.73195876],0
s4,1,0.114031,2.497448,[ 21 136] ; [ 9 29],[ 24.15384615 132.84615385] ; [ 5.84615385 32.15384615],0
a6,1,0.122527,2.38472,[92 65] ; [17 21],[87.75897436 69.24102564] ; [21.24102564 16.75897436],0
d2,1,0.151731,2.054759,[ 19 138] ; [ 8 30],[ 21.73846154 135.26153846] ; [ 5.26153846 32.73846154],0
n6,1,0.160408,1.970375,[126  30] ; [26 11],[122.86010363  33.13989637] ; [29.13989637  7.86010363],0
a5,1,0.160813,1.966561,[98 59] ; [19 19],[94.2 62.8] ; [22.8 15.2],0
a7,1,0.198812,1.651081,[102  54] ; [20 17],[98.61139896 57.38860104] ; [23.38860104 13.61139896],0
r1,1,0.202771,1.622303,[121  35] ; [25 12],[118.01036269  37.98963731] ; [27.98963731  9.01036269],0
v4,1,0.209123,1.577488,[143  11] ; [32  5],[141.09947644  12.90052356] ; [33.90052356  3.09947644],0
b5,1,0.228206,1.452011,[95 62] ; [27 11],[98.22564103 58.77435897] ; [23.77435897 14.22564103],0
r4,1,0.232711,1.424217,[136  21] ; [30  8],[133.65128205  23.34871795] ; [32.34871795  5.65128205],0
s2,1,0.234505,1.413326,[67 88] ; [20 17],[70.234375 84.765625] ; [16.765625 20.234375],0
a2,1,0.299289,1.077361,[ 17 140] ; [ 2 36],[ 15.2974359 141.7025641] ; [ 3.7025641 34.2974359],0
p12,1,0.310489,1.028593,[ 11 145] ; [ 1 37],[  9.64948454 146.35051546] ; [ 2.35051546 35.64948454],0
u1,1,0.313968,1.013911,[ 11 146] ; [ 1 37],[  9.66153846 147.33846154] ; [ 2.33846154 35.66153846],0
v2,1,0.346212,0.887294,[91 61] ; [19 18],[88.46560847 63.53439153] ; [21.53439153 15.46560847],0
u3,1,0.39878,0.712003,[31 23] ; [13  6],[32.54794521 21.45205479] ; [11.45205479  7.54794521],0
b4,1,0.414495,0.66587,[90 67] ; [19 19],[87.75897436 69.24102564] ; [21.24102564 16.75897436],0
b1,1,0.416934,0.658941,[59 98] ; [17 21],[61.18974359 95.81025641] ; [14.81025641 23.18974359],0
v3,1,0.445681,0.581611,[61 95] ; [17 20],[63.04663212 92.95336788] ; [14.95336788 22.04663212],0
r2,1,0.456434,0.554625,[143  11] ; [33  4],[141.90575916  12.09424084] ; [34.09424084  2.90575916],0
p5,1,0.49068,0.475035,[ 19 138] ; [ 3 34],[ 17.80412371 139.19587629] ; [ 4.19587629 32.80412371],0
a1,1,0.502157,0.450375,[  8 149] ; [ 3 35],[  8.85641026 148.14358974] ; [ 2.14358974 35.85641026],0
p1,1,0.511167,0.431678,[ 15 142] ; [ 5 33],[ 16.1025641 140.8974359] ; [ 3.8974359 34.1025641],0
s6,1,0.527795,0.398635,[102  51] ; [22 14],[100.38095238  52.61904762] ; [23.61904762 12.38095238],0
u2,1,0.628588,0.233981,[28 24] ; [ 9 10],[27.09859155 24.90140845] ; [9.90140845 9.09859155],0
a8,1,0.639454,0.219457,[ 25 121] ; [ 5 31],[ 24.06593407 121.93406593] ; [ 5.93406593 30.06593407],0
s8,1,0.640557,0.218014,[66 91] ; [14 23],[64.74226804 92.25773196] ; [15.25773196 21.74226804],0
n3,1,0.644253,0.213223,[24  8] ; [9 2],[24.55813953  7.44186047] ; [8.44186047 2.55813953],0
b2,1,0.707421,0.140867,[39 61] ; [ 8 15],[38.21138211 61.78861789] ; [ 8.78861789 14.21138211],0
b3,1,0.707421,0.140867,[39 61] ; [ 8 15],[38.21138211 61.78861789] ; [ 8.78861789 14.21138211],0
s3,1,0.844818,0.038312,[79 76] ; [19 17],[79.52879581 75.47120419] ; [18.47120419 17.52879581],0
a4,1,0.915209,0.011336,[ 45 111] ; [11 26],[ 45.2642487 110.7357513] ; [10.7357513 26.2642487],0
n1,1,0.93506,0.006639,[15 17] ; [5 6],[14.88372093 17.11627907] ; [5.11627907 5.88372093],0
s5,1,0.964708,0.001958,[ 44 108] ; [10 25],[ 43.89304813 108.10695187] ; [10.10695187 24.89304813],0
