Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,25.438133,[18 13] ; [11 76],[ 7.61864407 23.38135593] ; [21.38135593 65.61864407],1
p4,1,1e-06,24.701333,[17 14] ; [10 78],[ 7.03361345 23.96638655] ; [19.96638655 68.03361345],1
p8,1,9.4e-05,15.261631,[14 17] ; [11 79],[ 6.40495868 24.59504132] ; [18.59504132 71.40495868],1
p6,1,0.000425,12.420868,[ 9 22] ; [ 5 85],[ 3.58677686 27.41322314] ; [10.41322314 79.58677686],1
r4,1,0.000689,11.519806,[27  4] ; [48 43],[19.05737705 11.94262295] ; [55.94262295 35.05737705],1
p10,1,0.002504,9.137562,[21 10] ; [32 56],[13.80672269 17.19327731] ; [39.19327731 48.80672269],0
v2,1,0.014039,6.033208,[17 13] ; [27 59],[11.37931034 18.62068966] ; [32.62068966 53.37931034],0
p9,1,0.016755,5.721895,[20 11] ; [34 52],[14.30769231 16.69230769] ; [39.69230769 46.30769231],0
r3,1,0.017346,5.66101,[27  4] ; [58 32],[21.7768595  9.2231405] ; [63.2231405 26.7768595],0
p11,1,0.021487,5.28687,[20 11] ; [37 54],[14.48360656 16.51639344] ; [42.51639344 48.48360656],0
s6,1,0.029556,4.73495,[14 17] ; [22 68],[ 9.2231405 21.7768595] ; [26.7768595 63.2231405],0
r1,1,0.041929,4.138079,[23  8] ; [48 42],[18.19008264 12.80991736] ; [52.80991736 37.19008264],0
n4,1,0.064352,3.421518,[24  7] ; [53 37],[19.72727273 11.27272727] ; [57.27272727 32.72727273],0
v4,1,0.068455,3.319687,[26  5] ; [60 30],[22.03305785  8.96694215] ; [63.96694215 26.03305785],0
s8,1,0.069345,3.298467,[ 9 22] ; [13 77],[ 5.63636364 25.36363636] ; [16.36363636 73.63636364],0
s3,1,0.073838,3.19556,[ 9 22] ; [13 76],[ 5.68333333 25.31666667] ; [16.31666667 72.68333333],0
a8,1,0.090342,2.868277,[ 5 23] ; [ 6 80],[ 2.70175439 25.29824561] ; [ 8.29824561 77.70175439],0
s5,1,0.090464,2.866101,[ 7 22] ; [10 78],[ 4.21367521 24.78632479] ; [12.78632479 75.21367521],0
n3,1,0.090629,2.863173,[6 1] ; [20 19],[3.95652174 3.04347826] ; [22.04347826 16.95652174],0
n6,1,0.121867,2.393162,[23  7] ; [55 35],[19.5 10.5] ; [58.5 31.5],0
n2,1,0.163357,1.942873,[6 1] ; [25 18],[4.34 2.66] ; [26.66 16.34],0
a6,1,0.176637,1.825692,[21 10] ; [49 42],[17.78688525 13.21311475] ; [52.21311475 38.78688525],0
p5,1,0.178733,1.808125,[ 4 27] ; [ 5 85],[ 2.30578512 28.69421488] ; [ 6.69421488 83.30578512],0
n5,1,0.212711,1.55288,[23  8] ; [55 34],[20.15 10.85] ; [57.85 31.15],0
u3,1,0.232014,1.428472,[9 6] ; [15 21],[7.05882353 7.94117647] ; [16.94117647 19.05882353],0
d4,1,0.23979,1.38183,[19 12] ; [66 25],[21.59836066  9.40163934] ; [63.40163934 27.59836066],0
v1,1,0.255989,1.290323,[ 9 21] ; [18 72],[ 6.75 23.25] ; [20.25 69.75],0
p1,1,0.268689,1.223429,[ 4 27] ; [ 6 85],[ 2.54098361 28.45901639] ; [ 7.45901639 83.54098361],0
s7,1,0.289752,1.120773,[ 8 21] ; [16 71],[ 6. 23.] ; [18. 69.],0
a3,1,0.320437,0.98716,[16 15] ; [55 34],[18.34166667 12.65833333] ; [52.65833333 36.34166667],0
r2,1,0.393202,0.729017,[27  4] ; [69 17],[25.43589744  5.56410256] ; [70.56410256 15.43589744],0
s1,1,0.425722,0.634466,[ 3 28] ; [ 5 85],[ 2.04958678 28.95041322] ; [ 5.95041322 84.04958678],0
p12,1,0.444136,0.585573,[ 2 29] ; [ 3 88],[ 1.2704918 29.7295082] ; [ 3.7295082 87.2704918],0
d2,1,0.459033,0.548252,[12 18] ; [43 47],[13.75 16.25] ; [41.25 48.75],0
a2,1,0.461712,0.54174,[ 4 27] ; [17 74],[ 5.33606557 25.66393443] ; [15.66393443 75.33606557],0
a1,1,0.463767,0.536788,[ 2 29] ; [10 81],[ 3.04918033 27.95081967] ; [ 8.95081967 82.04918033],0
a5,1,0.470955,0.519734,[20 11] ; [52 39],[18.29508197 12.70491803] ; [53.70491803 37.29508197],0
d3,1,0.532708,0.389224,[14 17] ; [47 44],[15.5 15.5] ; [45.5 45.5],0
b5,1,0.536318,0.382407,[18 13] ; [47 44],[16.51639344 14.48360656] ; [48.48360656 42.51639344],0
b4,1,0.538186,0.378912,[19 12] ; [50 41],[17.53278689 13.46721311] ; [51.46721311 39.53278689],0
u2,1,0.577337,0.310559,[6 9] ; [17 18],[6.9 8.1] ; [16.1 18.9],0
d1,1,0.683517,0.166193,[13 18] ; [42 49],[13.97540984 17.02459016] ; [41.02459016 49.97540984],0
a7,1,0.73195,0.117329,[19 12] ; [52 38],[18.19008264 12.80991736] ; [52.80991736 37.19008264],0
s4,1,0.742644,0.107817,[ 4 26] ; [10 80],[ 3.5 26.5] ; [10.5 79.5],0
d5,1,0.807411,0.059423,[19 12] ; [58 33],[19.56557377 11.43442623] ; [57.43442623 33.56557377],0
n1,1,0.8152,0.054627,[3 4] ; [20 22],[3.28571429 3.71428571] ; [19.71428571 22.28571429],0
b2,1,0.83564,0.043045,[ 8 13] ; [24 35],[ 8.4 12.6] ; [23.6 35.4],0
b3,1,0.83564,0.043045,[ 8 13] ; [24 35],[ 8.4 12.6] ; [23.6 35.4],0
b1,1,0.918527,0.010463,[16 15] ; [46 45],[15.75409836 15.24590164] ; [46.24590164 44.75409836],0
a4,1,0.951735,0.003664,[12 19] ; [35 54],[12.14166667 18.85833333] ; [34.85833333 54.14166667],0
u1,1,0.972603,0.001179,[ 3 28] ; [ 9 82],[ 3.04918033 27.95081967] ; [ 8.95081967 82.04918033],0
v3,1,0.99054,0.000141,[ 9 21] ; [26 61],[ 8.97435897 21.02564103] ; [26.02564103 60.97435897],0
