Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,34.87642,[187  49] ; [40 48],[165.34567901  70.65432099] ; [61.65432099 26.34567901],1
d3,1,0.0,34.59299,[186  49] ; [40 48],[164.42724458  70.57275542] ; [61.57275542 26.42724458],1
a2,1,0.000341,12.830456,[ 62 174] ; [ 7 81],[ 50.25925926 185.74074074] ; [18.74074074 69.25925926],1
v2,1,0.001141,10.583143,[112 112] ; [25 60],[ 99.31391586 124.68608414] ; [37.68608414 47.31391586],0
d4,1,0.005027,7.869629,[199  37] ; [62 26],[190.11111111  45.88888889] ; [70.88888889 17.11111111],0
b5,1,0.007317,7.193458,[136 100] ; [36 52],[125.28395062 110.71604938] ; [46.71604938 41.28395062],0
r1,1,0.008143,7.001728,[188  47] ; [58 30],[178.97832817  56.02167183] ; [67.02167183 20.97832817],0
r3,1,0.011071,6.453846,[224   9] ; [78 10],[219.20872274  13.79127726] ; [82.79127726  5.20872274],0
v4,1,0.018816,5.518564,[224  10] ; [78 10],[219.46583851  14.53416149] ; [82.53416149  5.46583851],0
p1,1,0.03257,4.568263,[ 13 223] ; [11 77],[ 17.48148148 218.51851852] ; [ 6.51851852 81.48148148],0
n5,1,0.033222,4.534321,[154  80] ; [68 19],[161.8317757  72.1682243] ; [60.1682243 26.8317757],0
u1,1,0.033787,4.505445,[ 41 195] ; [ 7 81],[ 34.96296296 201.03703704] ; [13.03703704 74.96296296],0
r4,1,0.03691,4.35457,[209  27] ; [70 18],[203.22222222  32.77777778] ; [75.77777778 12.22222222],0
p6,1,0.060025,3.53669,[ 64 172] ; [33 54],[ 70.87306502 165.12693498] ; [26.12693498 60.87306502],0
d5,1,0.069181,3.302342,[191  45] ; [63 25],[185.01234568  50.98765432] ; [68.98765432 19.01234568],0
s2,1,0.072615,3.222899,[121 114] ; [35 52],[113.85093168 121.14906832] ; [42.14906832 44.85093168],0
u3,1,0.079529,3.07451,[38 30] ; [11 19],[34. 34.] ; [15. 15.],0
d1,1,0.083342,2.998498,[138  98] ; [42 46],[131.11111111 104.88888889] ; [48.88888889 39.11111111],0
r2,1,0.133714,2.24885,[218  15] ; [77 10],[214.796875  18.203125] ; [80.203125  6.796875],0
b1,1,0.161923,1.956172,[ 82 154] ; [38 50],[ 87.40740741 148.59259259] ; [32.59259259 55.40740741],0
s7,1,0.167174,1.908104,[102 123] ; [46 39],[107.41935484 117.58064516] ; [40.58064516 44.41935484],0
n4,1,0.217672,1.519653,[169  67] ; [69 19],[173.35802469  62.64197531] ; [64.64197531 23.35802469],0
p3,1,0.247923,1.33497,[ 98 137] ; [43 45],[102.58513932 132.41486068] ; [38.41486068 49.58513932],0
s5,1,0.254014,1.301088,[ 67 164] ; [29 52],[ 71.07692308 159.92307692] ; [24.92307692 56.07692308],0
p5,1,0.287029,1.133507,[ 18 218] ; [10 78],[ 20.39506173 215.60493827] ; [ 7.60493827 80.39506173],0
n3,1,0.334819,0.930169,[46 13] ; [17  8],[44.25 14.75] ; [18.75  6.25],0
