Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,6e-06,20.52726,[ 2 40] ; [22 24],[11.45454545 30.54545455] ; [12.54545455 33.45454545],1
p1,1,0.441702,0.591857,[ 5 38] ; [ 8 38],[ 6.28089888 36.71910112] ; [ 6.71910112 39.28089888],0
v3,1,0.459717,0.546584,[ 9 33] ; [13 33],[10.5 31.5] ; [11.5 34.5],0
p10,1,0.47026,0.521365,[20 21] ; [26 20],[21.67816092 19.32183908] ; [24.32183908 21.67816092],0
s4,1,0.521113,0.41169,[ 3 40] ; [ 5 41],[ 3.86516854 39.13483146] ; [ 4.13483146 41.86516854],0
a7,1,0.52822,0.397815,[21 22] ; [25 20],[22.47727273 20.52272727] ; [23.52272727 21.47727273],0
b1,1,0.582976,0.301448,[19 24] ; [23 23],[20.29213483 22.70786517] ; [21.70786517 24.29213483],0
d5,1,0.608375,0.262548,[14 29] ; [17 28],[15.14772727 27.85227273] ; [15.85227273 29.14772727],0
s1,1,0.68308,0.16668,[ 2 41] ; [ 3 42],[ 2.44318182 40.55681818] ; [ 2.55681818 42.44318182],0
p9,1,0.729896,0.119207,[22 18] ; [27 19],[22.79069767 17.20930233] ; [26.20930233 19.79069767],0
n1,1,0.79026,0.070742,[ 8 11] ; [7 8],[ 8.38235294 10.61764706] ; [6.61764706 8.38235294],0
u3,1,0.831251,0.045411,[ 7 16] ; [ 8 16],[ 7.34042553 15.65957447] ; [ 7.65957447 16.34042553],0
v1,1,0.838638,0.041467,[15 28] ; [17 29],[15.46067416 27.53932584] ; [16.53932584 29.46067416],0
b4,1,0.889491,0.019307,[19 24] ; [21 25],[19.3258427 23.6741573] ; [20.6741573 25.3258427],0
a8,1,0.926713,0.00846,[ 3 37] ; [ 3 40],[ 2.89156627 37.10843373] ; [ 3.10843373 39.89156627],0
d1,1,0.944971,0.004764,[ 2 41] ; [ 2 44],[ 1.93258427 41.06741573] ; [ 2.06741573 43.93258427],0
n2,1,0.983339,0.000436,[13  6] ; [11  5],[13.02857143  5.97142857] ; [10.97142857  5.02857143],0
a3,1,0.984504,0.000377,[20 22] ; [22 24],[20.04545455 21.95454545] ; [21.95454545 24.04545455],0
