Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,6e-06,20.52726,[ 2 40] ; [22 24],[11.45454545 30.54545455] ; [12.54545455 33.45454545],1
p4,1,7e-06,20.177568,[ 7 36] ; [29 17],[17.39325843 25.60674157] ; [18.60674157 27.39325843],1
p8,1,3.5e-05,17.134462,[ 7 35] ; [27 18],[16.4137931 25.5862069] ; [17.5862069 27.4137931],1
p3,1,0.000984,10.856705,[ 7 35] ; [23 23],[14.31818182 27.68181818] ; [15.68181818 30.31818182],1
p2,1,0.001562,10.004497,[22 21] ; [38  8],[28.98876404 14.01123596] ; [31.01123596 14.98876404],0
p11,1,0.00818,6.993595,[20 23] ; [34 12],[26.08988764 16.91011236] ; [27.91011236 18.08988764],0
v4,1,0.008254,6.977586,[29 13] ; [42  4],[33.88636364  8.11363636] ; [37.11363636  8.88636364],0
v2,1,0.009644,6.699507,[ 8 32] ; [21 24],[13.64705882 26.35294118] ; [15.35294118 29.64705882],0
n3,1,0.019293,5.474724,[10  7] ; [15  1],[12.87878788  4.12121212] ; [12.12121212  3.87878788],0
r4,1,0.026387,4.930453,[22 21] ; [34 12],[27.05617978 15.94382022] ; [28.94382022 17.05617978],0
r3,1,0.02939,4.744651,[26 16] ; [38  8],[30.54545455 11.45454545] ; [33.45454545 12.54545455],0
s8,1,0.032656,4.563735,[ 2 41] ; [ 9 37],[ 5.31460674 37.68539326] ; [ 5.68539326 40.31460674],0
s7,1,0.034306,4.479376,[ 3 38] ; [10 31],[ 6.5 34.5] ; [ 6.5 34.5],0
n6,1,0.07331,3.207304,[24 19] ; [34 12],[28.02247191 14.97752809] ; [29.97752809 16.02247191],0
a1,1,0.075487,3.159494,[ 5 38] ; [ 1 45],[ 2.8988764 40.1011236] ; [ 3.1011236 42.8988764],0
u2,1,0.081409,3.03655,[ 5 18] ; [11 13],[ 7.82978723 15.17021277] ; [ 8.17021277 15.82978723],0
s2,1,0.082285,3.01919,[ 3 40] ; [ 9 37],[ 5.79775281 37.20224719] ; [ 6.20224719 39.79775281],0
a4,1,0.085691,2.953514,[ 8 35] ; [16 30],[11.59550562 31.40449438] ; [12.40449438 33.59550562],0
a6,1,0.166836,1.911149,[18 25] ; [26 20],[21.25842697 21.74157303] ; [22.74157303 23.25842697],0
r2,1,0.223839,1.479587,[32 11] ; [39  7],[34.30337079  8.69662921] ; [36.69662921  9.30337079],0
n5,1,0.248157,1.333647,[32 11] ; [29 17],[29.47191011 13.52808989] ; [31.52808989 14.47191011],0
b5,1,0.254149,1.300354,[21 22] ; [28 18],[23.6741573 19.3258427] ; [25.3258427 20.6741573],0
a2,1,0.27615,1.185938,[ 2 41] ; [ 5 41],[ 3.38202247 39.61797753] ; [ 3.61797753 42.38202247],0
d2,1,0.306054,1.047629,[ 9 34] ; [14 32],[11.11235955 31.88764045] ; [11.88764045 34.11235955],0
b2,1,0.310536,1.028395,[10 13] ; [ 9 21],[ 8.24528302 14.75471698] ; [10.75471698 19.24528302],0
b3,1,0.310536,1.028395,[10 13] ; [ 9 21],[ 8.24528302 14.75471698] ; [10.75471698 19.24528302],0
a5,1,0.321295,0.983668,[17 26] ; [23 23],[19.3258427 23.6741573] ; [20.6741573 25.3258427],0
r1,1,0.321295,0.983668,[17 26] ; [23 23],[19.3258427 23.6741573] ; [20.6741573 25.3258427],0
d3,1,0.3367,0.922956,[ 8 35] ; [12 32],[ 9.88505747 33.11494253] ; [10.11494253 33.88505747],0
p12,1,0.33967,0.911677,[ 1 42] ; [ 3 43],[ 1.93258427 41.06741573] ; [ 2.06741573 43.93258427],0
n4,1,0.393302,0.728709,[29 14] ; [27 19],[27.05617978 15.94382022] ; [28.94382022 17.05617978],0
s3,1,0.40819,0.684065,[10 33] ; [14 31],[11.72727273 31.27272727] ; [12.27272727 32.72727273],0
