Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.009203,6.783049,[33 14] ; [23 29],[26.58585859 20.41414141] ; [29.41414141 22.58585859],0
p8,1,0.016756,5.721792,[20 25] ; [11 40],[14.53125 30.46875] ; [16.46875 34.53125],0
u3,1,0.070383,3.274075,[5 9] ; [11  5],[7.46666667 6.53333333] ; [8.53333333 7.46666667],0
r1,1,0.079787,3.069228,[41  6] ; [38 14],[37.50505051  9.49494949] ; [41.49494949 10.50505051],0
d3,1,0.095673,2.776231,[37 10] ; [33 19],[33.23232323 13.76767677] ; [36.76767677 15.23232323],0
p4,1,0.146713,2.106101,[26 18] ; [23 29],[22.45833333 21.54166667] ; [26.54166667 25.45833333],0
s8,1,0.178978,1.80609,[23 23] ; [19 33],[19.71428571 26.28571429] ; [22.28571429 29.71428571],0
u1,1,0.20922,1.576813,[12 35] ; [ 8 44],[ 9.49494949 37.50505051] ; [10.50505051 41.49494949],0
r2,1,0.215336,1.535182,[45  1] ; [48  4],[43.65306122  2.34693878] ; [49.34693878  2.65306122],0
n5,1,0.229999,1.440867,[31 16] ; [27 23],[28.10309278 18.89690722] ; [29.89690722 20.10309278],0
p5,1,0.250871,1.318446,[ 3 43] ; [ 1 51],[ 1.87755102 44.12244898] ; [ 2.12244898 49.87755102],0
a1,1,0.260425,1.266495,[ 3 44] ; [ 1 51],[ 1.8989899 45.1010101] ; [ 2.1010101 49.8989899],0
r4,1,0.26913,1.221178,[41  6] ; [41 11],[38.92929293  8.07070707] ; [43.07070707  8.92929293],0
n6,1,0.284807,1.144008,[36 10] ; [35 16],[33.67010309 12.32989691] ; [37.32989691 13.67010309],0
b2,1,0.307014,1.043478,[ 6 17] ; [10 15],[ 7.66666667 15.33333333] ; [ 8.33333333 16.66666667],0
b3,1,0.307014,1.043478,[ 6 17] ; [10 15],[ 7.66666667 15.33333333] ; [ 8.33333333 16.66666667],0
n4,1,0.311561,1.024047,[34 13] ; [32 19],[31.65306122 15.34693878] ; [34.34693878 16.65306122],0
a6,1,0.315578,1.007187,[28 19] ; [36 16],[30.38383838 16.61616162] ; [33.61616162 18.38383838],0
s7,1,0.330079,0.948586,[24 18] ; [22 25],[21.70786517 20.29213483] ; [24.29213483 22.70786517],0
p10,1,0.342362,0.901565,[31 15] ; [29 21],[28.75 17.25] ; [31.25 18.75],0
d1,1,0.414407,0.666123,[30 17] ; [29 23],[28.01010101 18.98989899] ; [30.98989899 21.01010101],0
s3,1,0.432154,0.617027,[22 24] ; [29 23],[23.93877551 22.06122449] ; [27.06122449 24.93877551],0
a7,1,0.445546,0.581957,[32 15] ; [39 13],[33.70707071 13.29292929] ; [37.29292929 14.70707071],0
b1,1,0.458173,0.550355,[20 27] ; [26 26],[21.83838384 25.16161616] ; [24.16161616 27.83838384],0
n1,1,0.465209,0.533333,[ 5 11] ; [7 9],[ 6. 10.] ; [ 6. 10.],0
s2,1,0.483197,0.491639,[28 18] ; [28 24],[26.28571429 19.71428571] ; [29.71428571 22.28571429],0
p2,1,0.523425,0.40714,[32 14] ; [33 19],[30.51020408 15.48979592] ; [34.48979592 17.51020408],0
v4,1,0.555667,0.347262,[44  3] ; [47  5],[43.2020202  3.7979798] ; [47.7979798  4.2020202],0
s1,1,0.580107,0.306062,[ 3 44] ; [ 2 49],[ 2.39795918 44.60204082] ; [ 2.60204082 48.39795918],0
