Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000371,12.673739,[23  7] ; [ 8 19],[16.31578947 13.68421053] ; [14.68421053 12.31578947],1
p2,1,0.000873,11.079145,[25  5] ; [11 16],[18.94736842 11.05263158] ; [17.05263158  9.94736842],1
v1,1,0.053504,3.728108,[14 16] ; [ 6 21],[10.52631579 19.47368421] ; [ 9.47368421 17.52631579],0
v4,1,0.108772,2.571966,[22  7] ; [15 12],[19.16071429  9.83928571] ; [17.83928571  9.16071429],0
s1,1,0.116751,2.460368,[ 1 30] ; [ 4 23],[ 2.67241379 28.32758621] ; [ 2.32758621 24.67241379],0
d2,1,0.135916,2.223603,[ 7 24] ; [11 16],[ 9.62068966 21.37931034] ; [ 8.37931034 18.62068966],0
d3,1,0.152828,2.043797,[19 11] ; [12 15],[16.31578947 13.68421053] ; [14.68421053 12.31578947],0
r2,1,0.157387,1.999158,[20 10] ; [13 14],[17.36842105 12.63157895] ; [15.63157895 11.36842105],0
p11,1,0.188108,1.732378,[18 13] ; [11 16],[15.5 15.5] ; [13.5 13.5],0
p3,1,0.221289,1.495992,[ 9 22] ; [ 4 22],[ 7.07017544 23.92982456] ; [ 5.92982456 20.07017544],0
s3,1,0.284205,1.146869,[13 17] ; [ 8 19],[11.05263158 18.94736842] ; [ 9.94736842 17.05263158],0
b4,1,0.315436,1.007777,[19 12] ; [13 14],[17.10344828 13.89655172] ; [14.89655172 12.10344828],0
b3,1,0.320742,0.98592,[ 5 11] ; [ 2 11],[ 3.86206897 12.13793103] ; [3.13793103 9.86206897],0
b2,1,0.320742,0.98592,[ 5 11] ; [ 2 11],[ 3.86206897 12.13793103] ; [3.13793103 9.86206897],0
s5,1,0.336409,0.924069,[ 8 23] ; [ 4 22],[ 6.52631579 24.47368421] ; [ 5.47368421 20.52631579],0
s4,1,0.358228,0.844095,[ 5 26] ; [ 7 20],[ 6.4137931 24.5862069] ; [ 5.5862069 21.4137931],0
r1,1,0.360758,0.835253,[ 7 24] ; [ 9 18],[ 8.55172414 22.44827586] ; [ 7.44827586 19.55172414],0
a4,1,0.361697,0.831991,[ 6 25] ; [ 8 19],[ 7.48275862 23.51724138] ; [ 6.51724138 20.48275862],0
s8,1,0.387077,0.748104,[ 6 25] ; [ 3 24],[ 4.81034483 26.18965517] ; [ 4.18965517 22.81034483],0
s2,1,0.432554,0.615956,[11 20] ; [ 7 20],[ 9.62068966 21.37931034] ; [ 8.37931034 18.62068966],0
a6,1,0.469053,0.524207,[12 19] ; [13 14],[13.36206897 17.63793103] ; [11.63793103 15.36206897],0
b5,1,0.469053,0.524207,[19 12] ; [14 13],[17.63793103 13.36206897] ; [15.36206897 11.63793103],0
a5,1,0.486524,0.484205,[11 20] ; [12 15],[12.29310345 18.70689655] ; [10.70689655 16.29310345],0
p1,1,0.49159,0.473045,[ 1 29] ; [ 2 25],[ 1.57894737 28.42105263] ; [ 1.42105263 25.57894737],0
d1,1,0.517041,0.419792,[ 9 22] ; [10 17],[10.15517241 20.84482759] ; [ 8.84482759 18.15517241],0
a2,1,0.528265,0.397728,[ 2 29] ; [ 3 24],[ 2.67241379 28.32758621] ; [ 2.32758621 24.67241379],0
u2,1,0.534359,0.386095,[8 8] ; [5 8],[7.17241379 8.82758621] ; [5.82758621 7.17241379],0
