Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,44.969675,[100  27] ; [12 37],[80.81818182 46.18181818] ; [31.18181818 17.81818182],1
a4,1,0.000185,13.976787,[63 65] ; [ 9 40],[52.06779661 75.93220339] ; [19.93220339 29.06779661],1
n6,1,0.00025,13.410329,[112  16] ; [31 18],[103.41242938  24.58757062] ; [39.58757062  9.41242938],1
d2,1,0.000351,12.776008,[75 53] ; [14 35],[64.36158192 63.63841808] ; [24.63841808 24.36158192],1
p10,1,0.001453,10.136826,[107  21] ; [30 19],[99.07344633 28.92655367] ; [37.92655367 11.07344633],0
s7,1,0.001505,10.072246,[63 55] ; [13 36],[53.7005988 64.2994012] ; [22.2994012 26.7005988],0
p9,1,0.002422,9.198914,[107  20] ; [31 18],[99.57954545 27.42045455] ; [38.42045455 10.57954545],0
a5,1,0.003616,8.467268,[103  25] ; [29 20],[95.45762712 32.54237288] ; [36.54237288 12.45762712],0
a2,1,0.009504,6.72561,[37 92] ; [ 5 44],[30.43820225 98.56179775] ; [11.56179775 37.43820225],0
p3,1,0.013168,6.146332,[63 65] ; [14 35],[55.68361582 72.31638418] ; [21.31638418 27.68361582],0
b1,1,0.020309,5.385115,[56 73] ; [12 37],[49.28089888 79.71910112] ; [18.71910112 30.28089888],0
p11,1,0.040771,4.185522,[101  28] ; [31 18],[95.66292135 33.33707865] ; [36.33707865 12.66292135],0
u1,1,0.044846,4.02441,[ 27 102] ; [ 4 45],[ 22.46629213 106.53370787] ; [ 8.53370787 40.46629213],0
p6,1,0.061976,3.483691,[38 88] ; [ 8 41],[33.12 92.88] ; [12.88 36.12],0
s4,1,0.067027,3.354355,[ 19 110] ; [13 36],[ 23.19101124 105.80898876] ; [ 8.80898876 40.19101124],0
d5,1,0.067958,3.33167,[112  17] ; [37 12],[107.98314607  21.01685393] ; [41.01685393  7.98314607],0
u2,1,0.072141,3.233614,[17 14] ; [ 4 11],[14.15217391 16.84782609] ; [6.84782609 8.15217391],0
d1,1,0.076554,3.13659,[82 47] ; [24 25],[76.82022472 52.17977528] ; [29.17977528 19.82022472],0
a8,1,0.079235,3.080519,[16 98] ; [ 2 44],[ 12.825 101.175] ; [ 5.175 40.825],0
v3,1,0.086026,2.947211,[65 63] ; [17 30],[59.97714286 68.02285714] ; [22.02285714 24.97714286],0
d4,1,0.102811,2.661392,[109  18] ; [37 12],[105.35227273  21.64772727] ; [40.64772727  8.35227273],0
s8,1,0.137865,2.201628,[52 76] ; [14 35],[47.72881356 80.27118644] ; [18.27118644 30.72881356],0
a6,1,0.139427,2.184272,[93 35] ; [30 19],[88.94915254 39.05084746] ; [34.05084746 14.94915254],0
n3,1,0.179603,1.800907,[24  4] ; [11  5],[22.27272727  5.72727273] ; [12.72727273  3.27272727],0
p1,1,0.198207,1.655539,[  9 119] ; [ 1 48],[  7.23163842 120.76836158] ; [ 2.76836158 46.23163842],0
a1,1,0.201471,1.631677,[  9 120] ; [ 1 48],[  7.24719101 121.75280899] ; [ 2.75280899 46.24719101],0
r1,1,0.248695,1.330617,[109  20] ; [37 11],[106.40677966  22.59322034] ; [39.59322034  8.40677966],0
p2,1,0.255584,1.29252,[97 31] ; [33 16],[94.01129944 33.98870056] ; [35.98870056 13.01129944],0
r4,1,0.306344,1.04637,[113  16] ; [40  9],[110.88202247  18.11797753] ; [42.11797753  6.88202247],0
n2,1,0.307841,1.039916,[23  5] ; [11  5],[21.63636364  6.36363636] ; [12.36363636  3.63636364],0
p7,1,0.355864,0.852437,[79 47] ; [27 22],[76.32 49.68] ; [29.68 19.32],0
d3,1,0.367043,0.813651,[90 38] ; [31 18],[87.50282486 40.49717514] ; [33.49717514 15.50282486],0
p12,1,0.37701,0.78043,[ 10 118] ; [ 2 47],[  8.6779661 119.3220339] ; [ 3.3220339 45.6779661],0
p4,1,0.403308,0.698442,[68 58] ; [23 26],[65.52 60.48] ; [25.48 23.52],0
a3,1,0.449353,0.572284,[96 32] ; [34 15],[94.01129944 33.98870056] ; [35.98870056 13.01129944],0
r2,1,0.460408,0.544903,[118   9] ; [47  2],[119.0625   7.9375] ; [45.9375  3.0625],0
s1,1,0.481949,0.494451,[  1 126] ; [ 1 48],[  1.44318182 125.55681818] ; [ 0.55681818 48.44318182],0
s5,1,0.495268,0.465061,[38 83] ; [17 29],[39.8502994 81.1497006] ; [15.1497006 30.8502994],0
a7,1,0.528257,0.397744,[99 28] ; [36 13],[97.41477273 29.58522727] ; [37.58522727 11.41477273],0
s3,1,0.552915,0.352121,[70 55] ; [25 24],[68.24712644 56.75287356] ; [26.75287356 22.24712644],0
b3,1,0.59175,0.287619,[27 53] ; [ 7 18],[25.9047619 54.0952381] ; [ 8.0952381 16.9047619],0
b2,1,0.59175,0.287619,[27 53] ; [ 7 18],[25.9047619 54.0952381] ; [ 8.0952381 16.9047619],0
v4,1,0.619746,0.246225,[117  10] ; [44  5],[116.17613636  10.82386364] ; [44.82386364  4.17613636],0
s2,1,0.673065,0.178037,[62 66] ; [22 27],[60.74576271 67.25423729] ; [23.25423729 25.74576271],0
p8,1,0.683638,0.166059,[59 66] ; [21 27],[57.80346821 67.19653179] ; [22.19653179 25.80346821],0
b4,1,0.686667,0.162718,[78 51] ; [28 21],[76.82022472 52.17977528] ; [29.17977528 19.82022472],0
r3,1,0.691831,0.15711,[119   7] ; [47  2],[119.52   6.48] ; [46.48  2.52],0
s6,1,0.747577,0.103578,[77 50] ; [31 18],[77.93181818 49.06818182] ; [30.06818182 18.93181818],0
p5,1,0.829618,0.046308,[  9 119] ; [ 3 46],[  8.6779661 119.3220339] ; [ 3.3220339 45.6779661],0
u3,1,0.906958,0.01366,[16 17] ; [7 8],[15.8125 17.1875] ; [7.1875 7.8125],0
n1,1,0.946372,0.004524,[ 7 20] ; [ 4 12],[ 6.90697674 20.09302326] ; [ 4.09302326 11.90697674],0
b5,1,0.986458,0.000288,[66 63] ; [25 24],[65.9494382 63.0505618] ; [25.0505618 23.9494382],0
