Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,24.688355,[133  32] ; [31 34],[117.65217391  47.34782609] ; [46.34782609 18.65217391],1
s8,1,0.071735,3.242864,[ 54 113] ; [14 54],[ 48.32340426 118.67659574] ; [19.67659574 48.32340426],0
r4,1,0.075798,3.152764,[134  33] ; [48 21],[128.78813559  38.21186441] ; [53.21186441 15.78813559],0
n3,1,0.083792,2.989777,[42 18] ; [16 15],[38.24175824 21.75824176] ; [19.75824176 11.24175824],0
p4,1,0.090811,2.859934,[74 93] ; [22 46],[68.2212766 98.7787234] ; [27.7787234 40.2212766],0
b1,1,0.098864,2.72377,[ 56 111] ; [31 38],[ 61.56355932 105.43644068] ; [25.43644068 43.56355932],0
r2,1,0.129072,2.303633,[149  17] ; [57 12],[145.51489362  20.48510638] ; [60.48510638  8.51489362],0
s3,1,0.187718,1.735437,[83 83] ; [28 41],[78.40851064 87.59148936] ; [32.59148936 36.40851064],0
a1,1,0.188997,1.725416,[  4 163] ; [ 4 65],[  5.66101695 161.33898305] ; [ 2.33898305 66.66101695],0
b5,1,0.203752,1.615276,[99 68] ; [47 22],[103.31355932  63.68644068] ; [42.68644068 26.31355932],0
p1,1,0.252894,1.307243,[  8 158] ; [ 6 63],[  9.8893617 156.1106383] ; [ 4.1106383 64.8893617],0
p6,1,0.252955,1.30691,[ 40 123] ; [12 56],[ 36.69264069 126.30735931] ; [15.30735931 52.69264069],0
n2,1,0.330905,0.945351,[41 18] ; [19 13],[38.9010989 20.0989011] ; [21.0989011 10.9010989],0
s7,1,0.359473,0.839734,[ 52 110] ; [16 46],[ 49.17857143 112.82142857] ; [18.82142857 43.17857143],0
a8,1,0.450161,0.570247,[  8 145] ; [ 2 66],[  6.92307692 146.07692308] ; [ 3.07692308 64.92307692],0
s4,1,0.457102,0.552981,[ 44 123] ; [15 54],[ 41.75 125.25] ; [17.25 51.75],0
v1,1,0.466361,0.530584,[67 95] ; [25 44],[64.51948052 97.48051948] ; [27.48051948 41.51948052],0
u4,1,0.516791,0.420294,[  1 166] ; [ 1 68],[  1.41525424 165.58474576] ; [ 0.58474576 68.41525424],0
s2,1,0.548549,0.359923,[72 94] ; [27 42],[69.93191489 96.06808511] ; [29.06808511 39.93191489],0
n1,1,0.553275,0.351482,[14 46] ; [ 9 22],[15.16483516 44.83516484] ; [ 7.83516484 23.16483516],0
n5,1,0.58097,0.304669,[ 60 106] ; [22 46],[ 58.17094017 107.82905983] ; [23.82905983 44.17094017],0
u3,1,0.601746,0.272371,[40 30] ; [17 10],[41.13402062 28.86597938] ; [15.86597938 11.13402062],0
a3,1,0.606212,0.265727,[95 71] ; [42 27],[96.77446809 69.22553191] ; [40.22553191 28.77446809],0
b4,1,0.6097,0.260612,[98 69] ; [38 31],[96.23728814 70.76271186] ; [39.76271186 29.23728814],0
d1,1,0.62462,0.239428,[76 91] ; [29 40],[74.30084746 92.69915254] ; [30.69915254 38.30084746],0
v2,1,0.664763,0.18779,[74 86] ; [28 37],[72.53333333 87.46666667] ; [29.46666667 35.53333333],0
a2,1,0.691558,0.157404,[ 21 146] ; [10 59],[ 21.93644068 145.06355932] ; [ 9.06355932 59.93644068],0
d5,1,0.691988,0.156941,[116  50] ; [50 19],[117.25957447  48.74042553] ; [48.74042553 20.25957447],0
b2,1,0.74904,0.102339,[21 55] ; [11 25],[21.71428571 54.28571429] ; [10.28571429 25.71428571],0
b3,1,0.74904,0.102339,[21 55] ; [11 25],[21.71428571 54.28571429] ; [10.28571429 25.71428571],0
s5,1,0.77219,0.083817,[ 46 118] ; [17 48],[ 45.11790393 118.88209607] ; [17.88209607 47.11790393],0
u2,1,0.829433,0.04641,[38 32] ; [14 13],[37.5257732 32.4742268] ; [14.4742268 12.5257732],0
v3,1,0.838394,0.041595,[ 37 124] ; [16 50],[ 37.59030837 123.40969163] ; [15.40969163 50.59030837],0
p12,1,0.865769,0.028573,[  2 165] ; [ 1 67],[  2.13191489 164.86808511] ; [ 0.86808511 67.13191489],0
d4,1,0.960712,0.002427,[128  38] ; [53 16],[127.85531915  38.14468085] ; [53.14468085 15.85531915],0
a5,1,0.969921,0.001422,[90 77] ; [37 32],[89.86864407 77.13135593] ; [37.13135593 31.86864407],0
