Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,26.556743,[21 39] ; [44  9],[34.51327434 25.48672566] ; [30.48672566 22.51327434],1
v3,1,0.003843,8.356737,[11 48] ; [24 31],[18.11403509 40.88596491] ; [16.88596491 38.11403509],0
s6,1,0.008007,7.031952,[42 18] ; [52  6],[47.79661017 12.20338983] ; [46.20338983 11.79661017],0
p1,1,0.011714,6.353584,[ 3 57] ; [12 47],[ 7.56302521 52.43697479] ; [ 7.43697479 51.56302521],0
d1,1,0.02263,5.196651,[17 45] ; [28 31],[23.05785124 38.94214876] ; [21.94214876 37.05785124],0
n1,1,0.044685,4.030475,[ 4 12] ; [7 4],[6.51851852 9.48148148] ; [4.48148148 6.51851852],0
v4,1,0.060131,3.533758,[55  6] ; [57  1],[57.41176471  3.58823529] ; [54.58823529  3.41176471],0
d5,1,0.061098,3.507323,[38 23] ; [46 13],[42.7 18.3] ; [41.3 17.7],0
r4,1,0.066184,3.375219,[48 14] ; [53  6],[51.75206612 10.24793388] ; [49.24793388  9.75206612],0
p5,1,0.084455,2.977014,[ 5 55] ; [11 46],[ 8.20512821 51.79487179] ; [ 7.79487179 49.20512821],0
p7,1,0.086777,2.933168,[41 15] ; [33 24],[36.67256637 19.32743363] ; [37.32743363 19.67256637],0
p8,1,0.09732,2.748921,[24 35] ; [33 26],[28.5 30.5] ; [28.5 30.5],0
p4,1,0.098861,2.723819,[27 34] ; [35 24],[31.51666667 29.48333333] ; [30.48333333 28.51666667],0
v2,1,0.10697,2.598425,[22 39] ; [28 27],[26.29310345 34.70689655] ; [23.70689655 31.29310345],0
n3,1,0.136519,2.216761,[7 9] ; [8 3],[8.88888889 7.11111111] ; [6.11111111 4.88888889],0
p3,1,0.143863,2.136149,[19 42] ; [26 33],[22.875 38.125] ; [22.125 36.875],0
r1,1,0.147625,2.096618,[41 21] ; [46 13],[44.5785124 17.4214876] ; [42.4214876 16.5785124],0
n5,1,0.187221,1.739355,[41 20] ; [46 13],[44.225 16.775] ; [42.775 16.225],0
p10,1,0.200337,1.639918,[44 15] ; [48  9],[46.79310345 12.20689655] ; [45.20689655 11.79310345],0
p12,1,0.21574,1.532487,[ 2 59] ; [ 5 53],[ 3.58823529 57.41176471] ; [ 3.41176471 54.58823529],0
r2,1,0.225614,1.468298,[55  7] ; [55  3],[56.83333333  5.16666667] ; [53.16666667  4.83333333],0
n4,1,0.259567,1.271064,[37 25] ; [41 18],[39.96694215 22.03305785] ; [38.03305785 20.96694215],0
u3,1,0.264474,1.245185,[19 14] ; [22  9],[21.140625 11.859375] ; [19.859375 11.140625],0
v1,1,0.273568,1.198769,[25 35] ; [30 28],[27.96610169 32.03389831] ; [27.03389831 30.96610169],0
p2,1,0.281074,1.161891,[45 15] ; [49 10],[47.39495798 12.60504202] ; [46.60504202 12.39495798],0
n2,1,0.331567,0.942769,[14  2] ; [8 3],[13.03703704  2.96296296] ; [8.96296296 2.03703704],0
a1,1,0.333634,0.934741,[ 3 59] ; [ 1 58],[ 2.04958678 59.95041322] ; [ 1.95041322 57.04958678],0
b5,1,0.362638,0.828738,[36 26] ; [39 20],[38.42975207 23.57024793] ; [36.57024793 22.42975207],0
u1,1,0.368068,0.810176,[ 2 60] ; [ 4 55],[ 3.07438017 58.92561983] ; [ 2.92561983 56.07438017],0
a4,1,0.397911,0.714631,[ 9 53] ; [12 47],[10.76033058 51.23966942] ; [10.23966942 48.76033058],0
p6,1,0.400845,0.70579,[19 40] ; [23 35],[21.17948718 37.82051282] ; [20.82051282 37.17948718],0
s3,1,0.468317,0.525943,[53  9] ; [53  6],[54.31404959  7.68595041] ; [51.68595041  7.31404959],0
a8,1,0.474244,0.512071,[ 8 51] ; [ 5 49],[ 6.78761062 52.21238938] ; [ 6.21238938 47.78761062],0
d4,1,0.475957,0.508113,[46 16] ; [47 12],[47.65289256 14.34710744] ; [45.34710744 13.65289256],0
s4,1,0.507486,0.439247,[16 44] ; [19 40],[17.64705882 42.35294118] ; [17.35294118 41.64705882],0
p9,1,0.529277,0.395779,[44 14] ; [46 11],[45.39130435 12.60869565] ; [44.60869565 12.39130435],0
b4,1,0.549646,0.357953,[38 24] ; [33 26],[36.38016529 25.61983471] ; [34.61983471 24.38016529],0
d2,1,0.561275,0.337502,[13 49] ; [15 44],[14.34710744 47.65289256] ; [13.65289256 45.34710744],0
b2,1,0.634488,0.226024,[ 8 26] ; [ 7 30],[ 7.18309859 26.81690141] ; [ 7.81690141 29.18309859],0
b3,1,0.634488,0.226024,[ 8 26] ; [ 7 30],[ 7.18309859 26.81690141] ; [ 7.81690141 29.18309859],0
u2,1,0.640847,0.217636,[19 14] ; [19 11],[19.9047619 13.0952381] ; [18.0952381 11.9047619],0
