Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.5e-05,18.733547,[13 65] ; [26 23],[23.95275591 54.04724409] ; [15.04724409 33.95275591],1
p7,1,1.7e-05,18.512729,[26 48] ; [36 12],[37.60655738 36.39344262] ; [24.39344262 23.60655738],1
s7,1,0.000647,11.636364,[12 63] ; [20 25],[20. 55.] ; [12. 33.],1
a5,1,0.003337,8.613547,[27 51] ; [30 19],[35.00787402 42.99212598] ; [21.99212598 27.00787402],0
p8,1,0.009136,6.796093,[24 54] ; [26 22],[30.95238095 47.04761905] ; [19.04761905 28.95238095],0
s6,1,0.009768,6.676678,[29 48] ; [30 19],[36.05555556 40.94444444] ; [22.94444444 26.05555556],0
s8,1,0.010374,6.569448,[14 63] ; [19 30],[20.16666667 56.83333333] ; [12.83333333 36.16666667],0
a4,1,0.015454,5.863979,[15 63] ; [19 30],[20.88188976 57.11811024] ; [13.11811024 35.88188976],0
s5,1,0.026225,4.941112,[15 62] ; [18 30],[20.328 56.672] ; [12.672 35.328],0
p6,1,0.027263,4.874049,[12 64] ; [16 33],[17.024 58.976] ; [10.976 38.024],0
p2,1,0.057117,3.619182,[49 28] ; [39 10],[53.77777778 23.22222222] ; [34.22222222 14.77777778],0
a8,1,0.060634,3.519948,[ 2 73] ; [ 5 41],[ 4.33884298 70.66115702] ; [ 2.66115702 43.33884298],0
a3,1,0.061723,3.490469,[34 43] ; [30 19],[39.11111111 37.88888889] ; [24.88888889 24.11111111],0
s2,1,0.074356,3.184144,[24 53] ; [23 26],[28.72222222 48.27777778] ; [18.27777778 30.72222222],0
d3,1,0.076627,3.135022,[39 37] ; [33 16],[43.776 32.224] ; [28.224 20.776],0
s3,1,0.09249,2.830487,[28 50] ; [25 24],[32.5511811 45.4488189] ; [20.4488189 28.5511811],0
n1,1,0.141074,2.166209,[ 7 26] ; [ 8 12],[ 9.33962264 23.66037736] ; [ 5.66037736 14.33962264],0
b1,1,0.164397,1.933305,[30 48] ; [25 24],[33.77952756 44.22047244] ; [21.22047244 27.77952756],0
s4,1,0.17438,1.844877,[17 61] ; [16 33],[20.26771654 57.73228346] ; [12.73228346 36.26771654],0
u2,1,0.231312,1.432773,[22 22] ; [12  6],[24.12903226 19.87096774] ; [9.87096774 8.12903226],0
v1,1,0.242624,1.365282,[19 57] ; [17 32],[21.888 54.112] ; [14.112 34.888],0
p1,1,0.287165,1.132867,[ 4 73] ; [ 5 44],[ 5.5 71.5] ; [ 3.5 45.5],0
p10,1,0.288788,1.125262,[44 32] ; [33 16],[46.816 29.184] ; [30.184 18.816],0
s1,1,0.299377,1.076965,[ 3 75] ; [ 4 45],[ 4.2992126 73.7007874] ; [ 2.7007874 46.2992126],0
p5,1,0.308225,1.038266,[ 1 76] ; [ 2 46],[ 1.848 75.152] ; [ 1.152 46.848],0
u3,1,0.379974,0.770785,[24 20] ; [12  6],[25.5483871 18.4516129] ; [10.4516129  7.5483871],0
r1,1,0.432521,0.616045,[39 39] ; [28 21],[41.1496063 36.8503937] ; [25.8503937 23.1496063],0
a2,1,0.439678,0.597122,[ 5 73] ; [ 5 44],[ 6.14173228 71.85826772] ; [ 3.85826772 45.14173228],0
b3,1,0.441523,0.592321,[11 27] ; [ 6 23],[ 9.64179104 28.35820896] ; [ 7.35820896 21.64179104],0
b2,1,0.441523,0.592321,[11 27] ; [ 6 23],[ 9.64179104 28.35820896] ; [ 7.35820896 21.64179104],0
n3,1,0.489402,0.47784,[20 13] ; [14  6],[21.16981132 11.83018868] ; [12.83018868  7.16981132],0
a6,1,0.552788,0.352347,[44 34] ; [25 24],[42.37795276 35.62204724] ; [26.62204724 22.37795276],0
a1,1,0.556141,0.34643,[ 3 75] ; [ 3 46],[ 3.68503937 74.31496063] ; [ 2.31496063 46.68503937],0
v4,1,0.601508,0.272727,[65 12] ; [43  6],[66. 11.] ; [42.  7.],0
d2,1,0.634913,0.225457,[27 51] ; [19 30],[28.2519685 49.7480315] ; [17.7480315 31.2519685],0
n2,1,0.63537,0.224848,[21 12] ; [14  6],[21.79245283 11.20754717] ; [13.20754717  6.79245283],0
p9,1,0.639069,0.219962,[52 23] ; [32 17],[50.80645161 24.19354839] ; [33.19354839 15.80645161],0
n6,1,0.668593,0.183253,[48 30] ; [32 17],[49.13385827 28.86614173] ; [30.86614173 18.13385827],0
b5,1,0.681915,0.167978,[49 29] ; [29 20],[47.90551181 30.09448819] ; [30.09448819 18.90551181],0
n5,1,0.708378,0.139903,[28 50] ; [16 33],[27.02362205 50.97637795] ; [16.97637795 32.02362205],0
a7,1,0.784922,0.07448,[49 28] ; [30 19],[48.27777778 28.72222222] ; [30.72222222 18.27777778],0
v3,1,0.806679,0.059884,[ 7 70] ; [ 5 43],[ 7.392 69.608] ; [ 4.608 43.392],0
r3,1,0.814093,0.055295,[64 14] ; [41  8],[64.48818898 13.51181102] ; [40.51181102  8.48818898],0
p11,1,0.868226,0.027527,[45 33] ; [29 20],[45.4488189 32.5511811] ; [28.5511811 20.4488189],0
r2,1,0.870958,0.026387,[63 15] ; [39 10],[62.64566929 15.35433071] ; [39.35433071  9.64566929],0
d1,1,0.89021,0.019055,[28 50] ; [17 32],[27.63779528 50.36220472] ; [17.36220472 31.63779528],0
d4,1,0.911964,0.012224,[55 23] ; [35 14],[55.27559055 22.72440945] ; [34.72440945 14.27559055],0
b4,1,0.931198,0.007454,[42 36] ; [26 23],[41.76377953 36.23622047] ; [26.23622047 22.76377953],0
u1,1,0.947039,0.004412,[ 3 75] ; [ 2 47],[ 3.07086614 74.92913386] ; [ 1.92913386 47.07086614],0
d5,1,0.983385,0.000434,[47 30] ; [30 19],[47.05555556 29.94444444] ; [29.94444444 19.05555556],0
r4,1,0.985105,0.000349,[54 24] ; [34 15],[54.04724409 23.95275591] ; [33.95275591 15.04724409],0
