Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,43.322038,[230  52] ; [20 32],[211.07784431  70.92215569] ; [38.92215569 13.07784431],1
s2,1,0.0,35.018863,[222  61] ; [20 32],[204.4358209  78.5641791] ; [37.5641791 14.4358209],1
s7,1,1.9e-05,18.269018,[221  53] ; [27 24],[209.08307692  64.91692308] ; [38.91692308 12.08307692],1
s5,1,0.001058,10.723206,[132 141] ; [12 39],[121.33333333 151.66666667] ; [22.66666667 28.33333333],0
v3,1,0.006252,7.476255,[123 152] ; [34 18],[132.03363914 142.96636086] ; [24.96636086 27.03363914],0
s4,1,0.022934,5.17351,[ 58 225] ; [ 4 50],[ 52.0652819 230.9347181] ; [ 9.9347181 44.0652819],0
b2,1,0.039117,4.255791,[ 77 106] ; [24 16],[ 82.88340807 100.11659193] ; [18.11659193 21.88340807],0
b3,1,0.039117,4.255791,[ 77 106] ; [24 16],[ 82.88340807 100.11659193] ; [18.11659193 21.88340807],0
d5,1,0.044175,4.049862,[246  38] ; [41 13],[241.14792899  42.85207101] ; [45.85207101  8.14792899],0
v2,1,0.047687,3.920968,[162 112] ; [39 14],[168.42201835 105.57798165] ; [32.57798165 20.42201835],0
p10,1,0.048838,3.88092,[254  27] ; [43 10],[249.87125749  31.12874251] ; [47.12874251  5.87125749],0
r3,1,0.093455,2.813835,[277   8] ; [50  4],[274.91150442  10.08849558] ; [52.08849558  1.91150442],0
r1,1,0.095696,2.775852,[245  38] ; [42 12],[241.01186944  41.98813056] ; [45.98813056  8.01186944],0
p4,1,0.139455,2.183962,[207  77] ; [34 20],[202.49704142  81.50295858] ; [38.50295858 15.49704142],0
p11,1,0.183441,1.769522,[232  53] ; [48  6],[235.39823009  49.60176991] ; [44.60176991  9.39823009],0
n5,1,0.19419,1.685539,[231  53] ; [39 14],[227.53709199  56.46290801] ; [42.46290801 10.53709199],0
r4,1,0.207768,1.586909,[267  18] ; [48  6],[264.82300885  20.17699115] ; [50.17699115  3.82300885],0
a2,1,0.222519,1.488055,[ 81 204] ; [11 43],[ 77.34513274 207.65486726] ; [14.65486726 39.34513274],0
b5,1,0.224853,1.473127,[173 112] ; [28 26],[168.98230088 116.01769912] ; [32.01769912 21.98230088],0
p1,1,0.230014,1.440774,[ 31 253] ; [ 3 51],[ 28.56804734 255.43195266] ; [ 5.43195266 48.56804734],0
u3,1,0.242252,1.367441,[43 18] ; [4 4],[41.55072464 19.44927536] ; [5.44927536 2.55072464],0
p5,1,0.262317,1.256485,[ 49 235] ; [ 6 48],[ 46.21301775 237.78698225] ; [ 8.78698225 45.21301775],0
a3,1,0.288883,1.124819,[224  60] ; [46  8],[226.86390533  57.13609467] ; [43.13609467 10.86390533],0
