Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,117.181273,[313  56] ; [112 144],[250.92 118.08] ; [174.08  81.92],1
p4,1,0.0,53.780986,[282  93] ; [122 139],[238.20754717 136.79245283] ; [165.79245283  95.20754717],1
p3,1,0.0,49.012821,[247 128] ; [ 99 163],[203.68916797 171.31083203] ; [142.31083203 119.68916797],1
p6,1,0.0,47.559064,[188 185] ; [ 60 199],[146.36708861 226.63291139] ; [101.63291139 157.36708861],1
p2,1,0.0,26.347305,[348  26] ; [207  54],[326.88188976  47.11811024] ; [228.11811024  32.88188976],1
p5,1,3e-06,22.096947,[ 73 302] ; [ 16 241],[ 52.8085443 322.1914557] ; [ 36.1914557 220.8085443],1
s5,1,0.00016,14.24999,[147 213] ; [ 66 187],[125.08972268 234.91027732] ; [ 87.91027732 165.08972268],1
p1,1,0.000874,11.077237,[ 46 328] ; [ 12 250],[ 34.10691824 339.89308176] ; [ 23.89308176 238.10691824],1
v1,1,0.001514,10.061321,[228 138] ; [123 126],[208.88780488 157.11219512] ; [142.11219512 106.88780488],0
s8,1,0.004549,8.05066,[193 179] ; [106 156],[175.4384858 196.5615142] ; [123.5615142 138.4384858],0
b5,1,0.004919,7.90914,[205 171] ; [172  90],[222.18181818 153.81818182] ; [154.81818182 107.18181818],0
p10,1,0.004988,7.88374,[356  17] ; [235  27],[347.15433071  25.84566929] ; [243.84566929  18.15433071],0
n5,1,0.016009,5.801927,[307  67] ; [192  67],[294.82780411  79.17219589] ; [204.17219589  54.82780411],0
r1,1,0.02062,5.358626,[310  64] ; [196  64],[298.49211356  75.50788644] ; [207.50788644  52.49211356],0
v3,1,0.021927,5.251601,[162 202] ; [ 87 160],[148.34042553 215.65957447] ; [100.65957447 146.34042553],0
s7,1,0.03941,4.243094,[191 167] ; [115 141],[178.41693811 179.58306189] ; [127.58306189 128.41693811],0
r4,1,0.044384,4.041901,[349  27] ; [231  31],[341.81818182  34.18181818] ; [238.18181818  23.81818182],0
a5,1,0.049209,3.868193,[294  82] ; [187  75],[283.47335423  92.52664577] ; [197.52664577  64.47335423],0
n6,1,0.052582,3.757145,[335  38] ; [221  40],[327.11041009  45.88958991] ; [228.88958991  32.11041009],0
p12,1,0.071487,3.248548,[ 45 329] ; [ 20 242],[ 38.22327044 335.77672956] ; [ 26.77672956 235.22327044],0
v4,1,0.082168,3.021497,[361  10] ; [246  14],[356.88906498  14.11093502] ; [250.11093502   9.88906498],0
s1,1,0.096789,2.757679,[ 12 362] ; [  3 255],[  8.87658228 365.12341772] ; [  6.12341772 251.87658228],0
a7,1,0.114805,2.486795,[279  96] ; [180  82],[270.21193093 104.78806907] ; [188.78806907  73.21193093],0
n4,1,0.121568,2.397007,[306  70] ; [200  62],[298.20689655  77.79310345] ; [207.79310345  54.20689655],0
b4,1,0.167634,1.903979,[209 167] ; [160 102],[217.46708464 158.53291536] ; [151.53291536 110.46708464],0
s6,1,0.168392,1.897203,[258 105] ; [172  89],[250.14423077 112.85576923] ; [179.85576923  81.14423077],0
u2,1,0.190144,1.716503,[59 46] ; [45 23],[63.12138728 41.87861272] ; [40.87861272 27.12138728],0
v2,1,0.243611,1.359573,[220 143] ; [138 109],[213.03934426 149.96065574] ; [144.96065574 102.03934426],0
b1,1,0.316153,1.004795,[132 244] ; [ 82 180],[126.11912226 249.88087774] ; [ 87.88087774 174.11912226],0
u1,1,0.332671,0.938473,[ 62 314] ; [ 51 211],[ 66.59561129 309.40438871] ; [ 46.40438871 215.59561129],0
r2,1,0.345468,0.890033,[350  19] ; [241  18],[347.25955414  21.74044586] ; [243.74044586  15.25955414],0
a6,1,0.351681,0.867382,[254 120] ; [187  75],[259.33018868 114.66981132] ; [181.66981132  80.33018868],0
a1,1,0.353809,0.859748,[ 22 354] ; [ 11 251],[ 19.44827586 356.55172414] ; [ 13.55172414 248.44827586],0
a8,1,0.418053,0.655783,[ 53 292] ; [ 31 208],[ 49.62328767 295.37671233] ; [ 34.37671233 204.62328767],0
d1,1,0.447072,0.578064,[228 148] ; [151 111],[223.36050157 152.63949843] ; [155.63949843 106.36050157],0
n2,1,0.578424,0.308789,[42 11] ; [54 18],[40.704 12.296] ; [55.296 16.704],0
r3,1,0.578733,0.308287,[361  13] ; [253   7],[362.20189274  11.79810726] ; [251.79810726   8.20189274],0
s2,1,0.608049,0.263026,[193 179] ; [129 130],[189.83201268 182.16798732] ; [132.16798732 126.83201268],0
u3,1,0.634587,0.225891,[58 46] ; [41 28],[59.51445087 44.48554913] ; [39.48554913 29.51445087],0
s4,1,0.670855,0.180604,[ 62 309] ; [ 40 219],[ 60.06666667 310.93333333] ; [ 41.93333333 217.06666667],0
a4,1,0.680562,0.169494,[167 208] ; [121 141],[169.54474097 205.45525903] ; [118.45525903 143.54474097],0
a3,1,0.696386,0.152259,[271 104] ; [193  69],[273.15541601 101.84458399] ; [190.84458399  71.15541601],0
n3,1,0.809172,0.058319,[38 14] ; [54 18],[38.58064516 13.41935484] ; [53.41935484 18.58064516],0
a2,1,0.815688,0.054333,[ 86 290] ; [ 62 200],[ 87.22257053 288.77742947] ; [ 60.77742947 201.22257053],0
u4,1,0.829238,0.046518,[  9 366] ; [  7 255],[  9.41915228 365.58084772] ; [  6.58084772 255.41915228],0
d4,1,0.842704,0.039377,[312  62] ; [217  45],[311.07861635  62.92138365] ; [217.92138365  44.07861635],0
n1,1,0.849978,0.035776,[19 34] ; [27 45],[19.504 33.496] ; [26.496 45.504],0
d5,1,0.907213,0.013585,[304  70] ; [212  50],[303.43396226  70.56603774] ; [212.56603774  49.43396226],0
d3,1,0.914503,0.011526,[259 116] ; [182  80],[259.61538462 115.38461538] ; [181.38461538  80.61538462],0
b2,1,0.952977,0.003477,[ 95 140] ; [68 99],[ 95.28606965 139.71393035] ; [67.71393035 99.28606965],0
b3,1,0.952977,0.003477,[ 95 140] ; [68 99],[ 95.28606965 139.71393035] ; [67.71393035 99.28606965],0
d2,1,0.984798,0.000363,[175 200] ; [122 139],[175.11792453 199.88207547] ; [121.88207547 139.11792453],0
s3,1,0.986861,0.000271,[210 159] ; [147 111],[210.10047847 158.89952153] ; [146.89952153 111.10047847],0
