Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000102,15.091015,[13  2] ; [ 8 23],[6.84782609 8.15217391] ; [14.15217391 16.84782609],1
p10,1,0.009231,6.777641,[13  1] ; [17 15],[9.13043478 4.86956522] ; [20.86956522 11.13043478],0
d1,1,0.019427,5.462626,[7 8] ; [ 5 28],[ 3.75 11.25] ; [ 8.25 24.75],0
p11,1,0.020765,5.346371,[14  1] ; [20 13],[10.625  4.375] ; [23.375  9.625],0
p4,1,0.029273,4.751515,[11  4] ; [13 20],[7.5 7.5] ; [16.5 16.5],0
s5,1,0.036714,4.363636,[ 5 10] ; [ 3 30],[ 2.5 12.5] ; [ 5.5 27.5],0
p5,1,0.041623,4.150474,[ 5 10] ; [ 3 29],[ 2.55319149 12.44680851] ; [ 5.44680851 26.55319149],0
p9,1,0.046558,3.961301,[13  1] ; [20 11],[10.26666667  3.73333333] ; [22.73333333  8.26666667],0
a3,1,0.058135,3.589803,[11  4] ; [14 18],[7.9787234 7.0212766] ; [17.0212766 14.9787234],0
r3,1,0.062633,3.466258,[12  2] ; [19 14],[9.23404255 4.76595745] ; [21.76595745 11.23404255],0
p6,1,0.0658,3.384801,[6 9] ; [ 5 27],[ 3.5106383 11.4893617] ; [ 7.4893617 24.5106383],0
d2,1,0.080143,3.061998,[8 7] ; [ 9 24],[5.3125 9.6875] ; [11.6875 21.3125],0
p2,1,0.091322,2.850909,[12  3] ; [18 15],[9.375 5.625] ; [20.625 12.375],0
n4,1,0.103712,2.647517,[13  2] ; [21 12],[10.625  4.375] ; [23.375  9.625],0
v3,1,0.105645,2.618182,[6 9] ; [ 6 27],[ 3.75 11.25] ; [ 8.25 24.75],0
s3,1,0.130131,2.290943,[ 2 12] ; [12 21],[4.17021277 9.82978723] ; [ 9.82978723 23.17021277],0
d4,1,0.155266,2.01974,[11  4] ; [17 16],[8.75 6.25] ; [19.25 13.75],0
a2,1,0.171672,1.868283,[ 2 13] ; [ 1 32],[ 0.9375 14.0625] ; [ 2.0625 30.9375],0
u1,1,0.171672,1.868283,[ 2 13] ; [ 1 32],[ 0.9375 14.0625] ; [ 2.0625 30.9375],0
a5,1,0.172707,1.859289,[10  5] ; [15 18],[7.8125 7.1875] ; [17.1875 15.8125],0
n6,1,0.181858,1.782374,[12  2] ; [22 11],[10.12765957  3.87234043] ; [23.87234043  9.12765957],0
p3,1,0.186449,1.745455,[7 8] ; [ 9 24],[ 5. 10.] ; [11. 22.],0
