Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.007667,7.109581,[131  15] ; [62 19],[124.13215859  21.86784141] ; [68.86784141 12.13215859],0
p9,1,0.008244,6.979592,[133  14] ; [63 18],[126.36842105  20.63157895] ; [69.63157895 11.36842105],0
p10,1,0.010783,6.500766,[129  17] ; [61 20],[122.20264317  23.79735683] ; [67.79735683 13.20264317],0
p5,1,0.011179,6.436647,[ 27 120] ; [ 5 76],[ 20.63157895 126.36842105] ; [11.36842105 69.63157895],0
v1,1,0.014165,6.01752,[95 50] ; [39 41],[86.35555556 58.64444444] ; [47.64444444 32.35555556],0
p8,1,0.017206,5.675269,[101  45] ; [42 37],[92.79111111 53.20888889] ; [50.20888889 28.79111111],0
p6,1,0.017528,5.642753,[77 69] ; [29 51],[68.47787611 77.52212389] ; [37.52212389 42.47787611],0
p7,1,0.017622,5.633364,[108  37] ; [48 33],[100.08849558  44.91150442] ; [55.91150442 25.08849558],0
s5,1,0.023122,5.159301,[46 97] ; [14 64],[ 38.82352941 104.17647059] ; [21.17647059 56.82352941],0
v3,1,0.047262,3.936023,[60 84] ; [22 56],[53.18918919 90.81081081] ; [28.81081081 49.18918919],0
r4,1,0.051072,3.805926,[133  14] ; [66 15],[128.30263158  18.69736842] ; [70.69736842 10.30263158],0
n5,1,0.130707,2.284083,[115  30] ; [57 24],[110.3539823  34.6460177] ; [61.6460177 19.3539823],0
n4,1,0.156503,2.00769,[119  28] ; [59 22],[114.76315789  32.23684211] ; [63.23684211 17.76315789],0
v2,1,0.174844,1.840911,[91 53] ; [42 36],[86.27027027 57.72972973] ; [46.72972973 31.27027027],0
s7,1,0.185338,1.754289,[51 83] ; [23 56],[46.55399061 87.44600939] ; [27.44600939 51.55399061],0
r1,1,0.244846,1.352473,[117  30] ; [59 22],[113.47368421  33.52631579] ; [62.52631579 18.47368421],0
n3,1,0.271546,1.208922,[19  7] ; [14 10],[17.16  8.84] ; [15.84  8.16],0
u3,1,0.274875,1.192255,[26 22] ; [20 10],[28.30769231 19.69230769] ; [17.69230769 12.30769231],0
s8,1,0.30784,1.039919,[47 98] ; [21 60],[ 43.62831858 101.37168142] ; [24.37168142 56.62831858],0
n1,1,0.322009,0.980769,[ 7 19] ; [10 15],[ 8.66666667 17.33333333] ; [ 8.33333333 16.66666667],0
a7,1,0.336878,0.922275,[112  35] ; [57 24],[108.96052632  38.03947368] ; [60.03947368 20.96052632],0
