Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.002194,9.379825,[9 1] ; [ 9 18],[4.86486486 5.13513514] ; [13.13513514 13.86486486],0
v1,1,0.0555,3.66701,[5 5] ; [ 5 22],[2.7027027 7.2972973] ; [ 7.2972973 19.7027027],0
a5,1,0.073974,3.19256,[7 3] ; [10 17],[4.59459459 5.40540541] ; [12.40540541 14.59459459],0
s1,1,0.106795,2.601017,[2 8] ; [ 1 26],[0.81081081 9.18918919] ; [ 2.18918919 24.81081081],0
b3,1,0.112654,2.516587,[6 3] ; [ 7 13],[4.03448276 4.96551724] ; [ 8.96551724 11.03448276],0
b2,1,0.112654,2.516587,[6 3] ; [ 7 13],[4.03448276 4.96551724] ; [ 8.96551724 11.03448276],0
v3,1,0.121335,2.4,[3 6] ; [ 3 24],[1.5 7.5] ; [ 4.5 22.5],0
p1,1,0.166264,1.916308,[3 7] ; [ 3 24],[1.62162162 8.37837838] ; [ 4.37837838 22.62162162],0
s8,1,0.166264,1.916308,[3 7] ; [ 3 24],[1.62162162 8.37837838] ; [ 4.37837838 22.62162162],0
r3,1,0.167219,1.9077,[7 3] ; [12 15],[5.13513514 4.86486486] ; [13.86486486 13.13513514],0
n6,1,0.171857,1.866667,[7 2] ; [14 13],[5.25 3.75] ; [15.75 11.25],0
s5,1,0.183097,1.772308,[3 7] ; [ 3 23],[1.66666667 8.33333333] ; [ 4.33333333 21.66666667],0
p6,1,0.201798,1.62931,[3 7] ; [ 3 22],[1.71428571 8.28571429] ; [ 4.28571429 20.71428571],0
r1,1,0.249047,1.328644,[5 5] ; [ 8 19],[3.51351351 6.48648649] ; [ 9.48648649 17.51351351],0
s2,1,0.279528,1.169383,[4 6] ; [ 6 21],[2.7027027 7.2972973] ; [ 7.2972973 19.7027027],0
s3,1,0.281942,1.157705,[5 5] ; [ 8 18],[3.61111111 6.38888889] ; [ 9.38888889 16.61111111],0
s4,1,0.294937,1.096949,[3 7] ; [ 4 23],[1.89189189 8.10810811] ; [ 5.10810811 21.89189189],0
d5,1,0.296505,1.089847,[6 4] ; [11 16],[4.59459459 5.40540541] ; [12.40540541 14.59459459],0
n1,1,0.3017,1.066667,[4 2] ; [4 6],[3. 3.] ; [5. 5.],0
d3,1,0.325538,0.966568,[2 8] ; [10 17],[3.24324324 6.75675676] ; [ 8.75675676 18.24324324],0
d4,1,0.325538,0.966568,[8 2] ; [17 10],[6.75675676 3.24324324] ; [18.24324324  8.75675676],0
p9,1,0.340892,0.907073,[6 4] ; [11 15],[4.72222222 5.27777778] ; [12.27777778 13.72222222],0
p10,1,0.340892,0.907073,[6 4] ; [11 15],[4.72222222 5.27777778] ; [12.27777778 13.72222222],0
p8,1,0.399233,0.710635,[1 9] ; [ 6 21],[1.89189189 8.10810811] ; [ 5.10810811 21.89189189],0
p11,1,0.400501,0.706823,[6 4] ; [12 15],[4.86486486 5.13513514] ; [13.13513514 13.86486486],0
n4,1,0.405521,0.691893,[6 4] ; [20  7],[7.02702703 2.97297297] ; [18.97297297  8.02702703],0
a2,1,0.451946,0.565767,[1 9] ; [ 1 26],[0.54054054 9.45945946] ; [ 1.45945946 25.54054054],0
n3,1,0.464214,0.535714,[3 2] ; [4 6],[2.33333333 2.66666667] ; [4.66666667 5.33333333],0
p12,1,0.470302,0.521267,[1 9] ; [ 1 25],[0.55555556 9.44444444] ; [ 1.44444444 24.55555556],0
b4,1,0.521812,0.41031,[6 4] ; [13 14],[5.13513514 4.86486486] ; [13.86486486 13.13513514],0
r2,1,0.590359,0.289783,[6 4] ; [13 13],[5.27777778 4.72222222] ; [13.72222222 12.27777778],0
d2,1,0.590359,0.289783,[4 6] ; [13 13],[4.72222222 5.27777778] ; [12.27777778 13.72222222],0
a4,1,0.598725,0.276923,[4 6] ; [ 8 18],[3.33333333 6.66666667] ; [ 8.66666667 17.33333333],0
v2,1,0.598725,0.276923,[4 6] ; [ 8 18],[3.33333333 6.66666667] ; [ 8.66666667 17.33333333],0
b1,1,0.658725,0.195076,[6 4] ; [14 13],[5.40540541 4.59459459] ; [14.59459459 12.40540541],0
b5,1,0.658725,0.195076,[4 6] ; [13 14],[4.59459459 5.40540541] ; [12.40540541 14.59459459],0
p4,1,0.690487,0.158559,[3 7] ; [10 17],[3.51351351 6.48648649] ; [ 9.48648649 17.51351351],0
d1,1,0.690487,0.158559,[3 7] ; [10 17],[3.51351351 6.48648649] ; [ 9.48648649 17.51351351],0
n2,1,0.69627,0.152381,[3 3] ; [4 6],[2.625 3.375] ; [4.375 5.625],0
p3,1,0.705998,0.142308,[4 6] ; [ 9 18],[3.51351351 6.48648649] ; [ 9.48648649 17.51351351],0
p7,1,0.705998,0.142308,[4 6] ; [ 9 18],[3.51351351 6.48648649] ; [ 9.48648649 17.51351351],0
s6,1,0.763208,0.090764,[4 6] ; [ 9 17],[3.61111111 6.38888889] ; [ 9.38888889 16.61111111],0
a1,1,0.797506,0.065832,[1 9] ; [ 2 25],[0.81081081 9.18918919] ; [ 2.18918919 24.81081081],0
a6,1,0.847465,0.037,[3 7] ; [ 9 18],[3.24324324 6.75675676] ; [ 8.75675676 18.24324324],0
r4,1,0.884061,0.021264,[2 8] ; [ 6 21],[2.16216216 7.83783784] ; [ 5.83783784 21.16216216],0
p5,1,0.922995,0.009343,[1 9] ; [ 3 24],[1.08108108 8.91891892] ; [ 2.91891892 24.08108108],0
p2,1,0.932412,0.007193,[4 6] ; [10 16],[3.88888889 6.11111111] ; [10.11111111 15.88888889],0
n5,1,0.982536,0.000479,[7 3] ; [19  8],[7.02702703 2.97297297] ; [18.97297297  8.02702703],0
